,feature,missing_rate_pct,nunique,corr_with_risk_score,mean_when_risk_0,mean_when_risk_ge1,mean_when_risk_ge2,abs_corr_with_risk_score
5,Forced_Runway_Swap_Risk,0.0,3,0.10864617262057608,0.0,0.04497843499691929,0.005859375,0.10864617262057608
4,Tailwind_Default_Runway_Kt,0.0,509,-0.08917487793666269,0.694381123775245,0.5610474430067776,0.287109375,0.08917487793666269
6,Gust_Variation_Kt,0.0,96,-0.03174922915061238,0.7323835232953408,0.6324214417744918,0.6743945312499999,0.03174922915061238
0,Is_Radiation_Fog_Risk,0.0,1,,0.0,0.0,0.0,
1,Is_Low_Ceiling_Risk,0.0,1,,0.0,0.0,0.0,
2,Is_Severe_Convection_Risk,0.0,1,,0.0,0.0,0.0,
3,Convective_Severity_Score,0.0,1,,0.0,0.0,0.0,
