time,Airport,temperature,precipitation,cloudcover,wind_speed,wind_direction,pressure,humidity,visibility,Crosswind_Kmh,Headwind_Kmh,Temp_Change_1H_C,Temp_Change_3H_C,Pressure_Change_3H_Hpa,Precip_Cumsum_1H_Mm,Precip_Cumsum_3H_Mm,Precip_Cumsum_6H_Mm,Wind_Gust_Estimate_Kmh,Crosswind_Max_3H_Kmh,Is_Rain,Is_Heavy_Rain,Is_Strong_Wind,Is_Gale_Wind,Is_Low_Visibility,Is_Fog,Is_Freezing,Is_Extreme_Heat,Is_Thunderstorm_Risk,Runway_Wet_Risk,Runway_Ice_Risk,Weather_Delay_Risk_Score
2025-12-15 00:00:00,DAD,22.9,0.2,33,15.8,38,1016.5,83,14780.0,11.74,10.57,N/A,N/A,N/A,0.2,0.2,0.2,15.8,11.74,1,0,0,0,0,0,0,0,0,1,0,0
2025-12-15 01:00:00,DAD,22.2,0.3,100,12.6,31,1016.4,87,14780.0,8.27,9.51,-0.7,N/A,N/A,0.3,0.5,0.5,15.8,11.74,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-15 02:00:00,DAD,22.0,0.3,100,14.2,33,1016.2,88,14780.0,9.68,10.39,-0.2,N/A,N/A,0.3,0.8,0.8,15.8,11.74,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-15 03:00:00,DAD,22.0,0.2,98,11.8,6,1015.7,88,14780.0,3.25,11.34,0.0,-0.9,-0.8,0.2,0.8,1.0,14.2,9.68,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-15 04:00:00,DAD,22.0,0.1,100,9.4,1,1015.6,90,14780.0,1.79,9.23,0.0,-0.2,-0.8,0.1,0.6,1.1,14.2,9.68,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-15 05:00:00,DAD,22.2,0.1,98,9.3,24,1015.6,91,14780.0,5.2,7.71,0.2,0.2,-0.6,0.1,0.4,1.2,11.8,5.2,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-15 06:00:00,DAD,22.0,0.2,100,10.4,37,1016.0,89,14780.0,7.61,7.09,-0.2,0.0,0.3,0.2,0.4,1.2,10.4,7.61,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-15 07:00:00,DAD,21.6,0.4,100,10.4,32,1016.5,93,14780.0,6.96,7.73,-0.4,-0.4,0.9,0.4,0.7,1.3,10.4,7.61,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-15 08:00:00,DAD,22.8,0.2,95,10.7,37,1017.5,90,14780.0,7.83,7.3,1.2,0.6,1.9,0.2,0.8,1.2,10.7,7.83,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-15 09:00:00,DAD,23.0,0.3,100,10.8,37,1017.8,85,15740.0,7.9,7.37,0.2,1.0,1.8,0.3,0.9,1.3,10.8,7.9,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-15 10:00:00,DAD,23.5,0.3,98,12.2,26,1017.7,84,14780.0,7.17,9.87,0.5,1.9,1.2,0.3,0.8,1.5,12.2,7.9,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-15 11:00:00,DAD,23.5,0.1,100,13.4,33,1017.3,81,14780.0,9.14,9.8,0.0,0.7,-0.2,0.1,0.7,1.5,13.4,9.14,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-15 12:00:00,DAD,24.0,0.1,91,13.7,28,1016.1,80,14780.0,8.43,10.8,0.5,1.0,-1.7,0.1,0.5,1.4,13.7,9.14,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-15 13:00:00,DAD,24.1,0.0,80,16.8,31,1015.3,75,24100.0,11.02,12.68,0.1,0.6,-2.4,0.0,0.2,1.0,16.8,11.02,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-15 14:00:00,DAD,23.9,0.4,88,15.9,28,1014.6,77,23040.0,9.79,12.53,-0.2,0.4,-2.7,0.4,0.5,1.2,16.8,11.02,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-15 15:00:00,DAD,23.7,0.1,75,14.3,23,1014.4,81,21280.0,7.79,11.99,-0.2,-0.3,-1.7,0.1,0.5,1.0,16.8,11.02,1,0,0,0,0,0,0,0,0,1,0,0
2025-12-15 16:00:00,DAD,23.2,0.3,89,13.5,30,1014.5,82,22660.0,8.68,10.34,-0.5,-0.9,-0.8,0.3,0.8,1.0,15.9,9.79,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-15 17:00:00,DAD,22.7,0.2,97,10.5,27,1014.9,87,23740.0,6.32,8.39,-0.5,-1.2,0.3,0.2,0.6,1.1,14.3,8.68,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-15 18:00:00,DAD,22.6,0.1,98,9.6,20,1015.5,88,24140.0,4.8,8.31,-0.1,-1.1,1.1,0.1,0.6,1.1,13.5,8.68,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-15 19:00:00,DAD,22.4,0.1,100,8.4,10,1015.9,90,24140.0,2.87,7.89,-0.2,-0.8,1.4,0.1,0.4,1.2,10.5,6.32,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-15 20:00:00,DAD,22.4,0.1,100,5.4,346,1016.5,92,24140.0,0.38,5.39,0.0,-0.3,1.6,0.1,0.3,0.9,9.6,4.8,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-15 21:00:00,DAD,22.1,0.1,100,3.6,354,1016.7,96,24140.0,0.25,3.59,-0.3,-0.5,1.2,0.1,0.3,0.9,8.4,2.87,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-15 22:00:00,DAD,22.3,0.1,88,2.7,290,1016.5,95,24140.0,2.34,1.35,0.2,-0.1,0.6,0.1,0.3,0.7,5.4,2.34,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-15 23:00:00,DAD,22.0,0.4,100,2.7,20,1016.4,95,24140.0,1.35,2.34,-0.3,-0.4,-0.1,0.4,0.6,0.9,3.6,2.34,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-16 00:00:00,DAD,22.2,0.4,100,4.0,321,1016.0,95,24140.0,1.94,3.5,0.2,0.1,-0.7,0.4,0.9,1.2,4.0,2.34,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-16 01:00:00,DAD,22.1,0.4,100,3.3,351,1015.8,93,24040.0,0.06,3.3,-0.1,-0.2,-0.7,0.4,1.2,1.5,4.0,1.94,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-16 02:00:00,DAD,22.0,0.4,100,2.7,28,1015.0,94,24000.0,1.66,2.13,-0.1,0.0,-1.4,0.4,1.2,1.8,4.0,1.94,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-16 03:00:00,DAD,21.7,0.4,100,3.5,66,1014.6,96,19600.0,3.4,0.85,-0.3,-0.5,-1.4,0.4,1.2,2.1,3.5,3.4,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-16 04:00:00,DAD,21.8,0.4,100,2.4,351,1014.6,95,24000.0,0.04,2.4,0.1,-0.3,-1.2,0.4,1.2,2.4,3.5,3.4,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-16 05:00:00,DAD,21.9,0.3,100,2.5,339,1014.7,96,24140.0,0.48,2.45,0.1,-0.1,-0.3,0.3,1.1,2.3,3.5,3.4,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-16 06:00:00,DAD,21.9,0.1,100,2.0,5,1014.6,96,24140.0,0.52,1.93,0.0,0.2,0.0,0.1,0.8,2.0,2.5,0.52,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-16 07:00:00,DAD,22.2,0.2,100,4.9,336,1015.3,95,24140.0,1.19,4.75,0.3,0.4,0.7,0.2,0.6,1.8,4.9,1.19,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-16 08:00:00,DAD,23.1,0.1,100,5.4,354,1015.8,91,24140.0,0.38,5.39,0.9,1.2,1.1,0.1,0.4,1.5,5.4,1.19,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-16 09:00:00,DAD,24.0,0.1,100,5.4,20,1016.2,86,21680.0,2.7,4.68,0.9,2.1,1.6,0.1,0.4,1.2,5.4,2.7,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-16 10:00:00,DAD,24.5,0.2,98,8.8,41,1016.1,82,20880.0,6.84,5.54,0.5,2.3,0.8,0.2,0.4,1.0,8.8,6.84,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-16 11:00:00,DAD,24.0,0.1,99,8.8,28,1015.8,85,21660.0,5.42,6.93,-0.5,0.9,0.0,0.1,0.4,0.8,8.8,6.84,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-16 12:00:00,DAD,24.9,0.0,98,9.8,26,1014.8,80,21960.0,5.76,7.93,0.9,0.9,-1.4,0.0,0.3,0.7,9.8,6.84,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-16 13:00:00,DAD,25.1,0.0,94,11.1,29,1013.8,79,22320.0,6.99,8.63,0.2,0.6,-2.3,0.0,0.1,0.5,11.1,6.99,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-16 14:00:00,DAD,25.0,0.0,100,11.8,34,1013.3,79,23500.0,8.2,8.49,-0.1,1.0,-2.5,0.0,0.0,0.4,11.8,8.2,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-16 15:00:00,DAD,24.5,0.1,93,12.5,33,1013.3,80,24140.0,8.52,9.14,-0.5,-0.4,-1.5,0.1,0.1,0.4,12.5,8.52,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-16 16:00:00,DAD,24.4,0.1,41,11.7,32,1013.6,79,24140.0,7.83,8.69,-0.1,-0.7,-0.2,0.1,0.2,0.3,12.5,8.52,1,0,0,0,0,0,0,0,0,1,0,0
2025-12-16 17:00:00,DAD,23.9,0.0,49,9.0,31,1014.3,83,24140.0,5.9,6.79,-0.5,-1.1,1.0,0.0,0.2,0.2,12.5,8.52,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-16 18:00:00,DAD,23.5,0.0,70,7.7,28,1014.7,86,24140.0,4.74,6.07,-0.4,-1.0,1.4,0.0,0.1,0.2,11.7,7.83,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-16 19:00:00,DAD,23.3,0.0,70,6.7,6,1015.2,88,23840.0,1.85,6.44,-0.2,-1.1,1.6,0.0,0.0,0.2,9.0,5.9,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-16 20:00:00,DAD,23.0,0.2,96,5.1,10,1016.0,91,24140.0,1.74,4.79,-0.3,-0.9,1.7,0.2,0.2,0.4,7.7,4.74,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-16 21:00:00,DAD,22.9,0.2,83,3.8,352,1016.0,91,23660.0,0.13,3.8,-0.1,-0.6,1.3,0.2,0.4,0.5,6.7,1.85,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-16 22:00:00,DAD,22.6,0.3,98,3.7,11,1016.0,92,14780.0,1.33,3.45,-0.3,-0.7,0.8,0.3,0.7,0.7,5.1,1.74,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-16 23:00:00,DAD,22.7,0.1,55,4.1,358,1015.8,93,24140.0,0.57,4.06,0.1,-0.3,-0.2,0.1,0.6,0.8,4.1,1.33,1,0,0,0,0,0,0,0,0,1,0,0
2025-12-17 00:00:00,DAD,22.0,0.1,71,2.5,315,1015.7,96,19540.0,1.43,2.05,-0.7,-0.9,-0.3,0.1,0.5,0.9,4.1,1.43,1,0,0,0,0,0,0,0,0,1,0,0
2025-12-17 01:00:00,DAD,22.1,0.2,100,5.6,343,1015.2,96,19120.0,0.68,5.56,0.1,-0.5,-0.8,0.2,0.4,1.1,5.6,1.43,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-17 02:00:00,DAD,22.1,0.1,99,6.8,320,1014.6,96,18340.0,3.4,5.89,0.0,-0.6,-1.2,0.1,0.4,1.0,6.8,3.4,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-17 03:00:00,DAD,22.4,0.2,100,8.3,347,1014.1,94,19580.0,0.43,8.29,0.3,0.4,-1.6,0.2,0.5,1.0,8.3,3.4,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-17 04:00:00,DAD,22.5,0.2,100,9.9,4,1014.2,94,15460.0,2.4,9.61,0.1,0.4,-1.0,0.2,0.5,0.9,9.9,3.4,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-17 05:00:00,DAD,22.6,0.4,100,9.2,11,1014.6,94,14780.0,3.3,8.59,0.1,0.5,0.0,0.4,0.8,1.2,9.9,3.3,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-17 06:00:00,DAD,22.6,0.4,100,10.1,20,1015.0,94,14780.0,5.05,8.75,0.0,0.2,0.9,0.4,1.0,1.5,10.1,5.05,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-17 07:00:00,DAD,22.4,0.2,100,11.6,354,1015.8,95,14780.0,0.81,11.57,-0.2,-0.1,1.6,0.2,1.0,1.5,11.6,5.05,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-17 08:00:00,DAD,23.1,0.3,100,9.9,3,1016.8,93,14780.0,2.23,9.65,0.7,0.5,2.2,0.3,0.9,1.7,11.6,5.05,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-17 09:00:00,DAD,23.8,0.4,95,10.3,33,1017.2,91,14780.0,7.02,7.53,0.7,1.2,2.2,0.4,0.9,1.9,11.6,7.02,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-17 10:00:00,DAD,24.0,0.2,71,15.4,45,1017.2,86,14780.0,12.61,8.83,0.2,1.6,1.4,0.2,0.9,1.9,15.4,12.61,1,0,0,0,0,0,0,0,0,1,0,0
2025-12-17 11:00:00,DAD,24.2,0.4,76,21.5,44,1016.7,83,14780.0,17.39,12.64,0.2,1.1,-0.1,0.4,1.0,1.9,21.5,17.39,1,0,0,0,0,0,0,0,0,1,0,0
2025-12-17 12:00:00,DAD,24.8,0.2,100,17.9,45,1015.8,83,14780.0,14.66,10.27,0.6,1.0,-1.4,0.2,0.8,1.7,21.5,17.39,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-17 13:00:00,DAD,24.5,0.3,100,16.7,40,1015.1,81,14780.0,12.79,10.73,-0.3,0.5,-2.1,0.3,0.9,1.8,21.5,17.39,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-17 14:00:00,DAD,24.5,0.0,100,14.2,41,1014.8,80,14780.0,11.04,8.94,0.0,0.3,-1.9,0.0,0.5,1.5,17.9,14.66,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-17 15:00:00,DAD,23.7,0.2,100,10.6,48,1014.8,82,14780.0,8.99,5.62,-0.8,-1.1,-1.0,0.2,0.5,1.3,16.7,12.79,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-17 16:00:00,DAD,24.0,0.2,100,10.5,41,1014.9,80,14780.0,8.16,6.61,0.3,-0.5,-0.2,0.2,0.4,1.3,14.2,11.04,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-17 17:00:00,DAD,24.0,0.1,100,9.2,43,1015.5,79,22300.0,7.35,5.54,0.0,-0.5,0.7,0.1,0.5,1.0,10.6,8.99,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-17 18:00:00,DAD,23.5,0.1,100,4.8,34,1016.4,82,23020.0,3.33,3.45,-0.5,-0.2,1.6,0.1,0.4,0.9,10.5,8.16,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-17 19:00:00,DAD,23.0,0.2,100,4.4,27,1017.3,83,23780.0,2.65,3.51,-0.5,-1.0,2.4,0.2,0.4,0.8,9.2,7.35,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-17 20:00:00,DAD,22.8,0.1,100,3.7,39,1017.8,84,14780.0,2.79,2.43,-0.2,-1.2,2.3,0.1,0.4,0.9,4.8,3.33,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-17 21:00:00,DAD,22.5,0.3,99,3.1,24,1018.0,87,19440.0,1.73,2.57,-0.3,-1.0,1.6,0.3,0.6,1.0,4.4,2.79,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-17 22:00:00,DAD,22.5,0.0,100,2.7,352,1017.7,88,23160.0,0.09,2.7,0.0,-0.5,0.4,0.0,0.4,0.8,3.7,2.79,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-17 23:00:00,DAD,22.1,0.0,99,2.8,333,1017.3,90,24140.0,0.82,2.68,-0.4,-0.7,-0.5,0.0,0.3,0.7,3.1,1.73,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-18 00:00:00,DAD,21.8,0.0,70,3.5,351,1016.8,92,20500.0,0.06,3.5,-0.3,-0.7,-1.2,0.0,0.0,0.6,3.5,0.82,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-18 01:00:00,DAD,22.3,0.0,100,5.6,6,1016.5,88,24140.0,1.54,5.38,0.5,-0.2,-1.2,0.0,0.0,0.4,5.6,1.54,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-18 02:00:00,DAD,22.6,0.0,100,6.4,16,1016.0,84,24140.0,2.81,5.75,0.3,0.5,-1.3,0.0,0.0,0.3,6.4,2.81,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-18 03:00:00,DAD,22.4,0.0,95,8.0,9,1015.6,84,24140.0,2.6,7.56,-0.2,0.6,-1.2,0.0,0.0,0.0,8.0,2.81,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-18 04:00:00,DAD,22.2,0.0,45,10.0,9,1015.7,85,24140.0,3.26,9.46,-0.2,-0.1,-0.8,0.0,0.0,0.0,10.0,3.26,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-18 05:00:00,DAD,22.1,0.2,30,8.8,358,1015.9,86,24140.0,1.22,8.71,-0.1,-0.5,-0.1,0.2,0.2,0.2,10.0,3.26,1,0,0,0,0,0,0,0,0,1,0,0
2025-12-18 06:00:00,DAD,21.8,0.0,32,6.7,340,1016.2,87,24140.0,1.16,6.6,-0.3,-0.6,0.6,0.0,0.2,0.2,10.0,3.26,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-18 07:00:00,DAD,22.0,0.0,55,5.9,348,1016.6,92,24140.0,0.21,5.9,0.2,-0.2,0.9,0.0,0.2,0.2,8.8,1.22,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-18 08:00:00,DAD,23.1,0.3,63,7.7,359,1017.2,87,22720.0,1.2,7.61,1.1,1.0,1.3,0.3,0.3,0.5,7.7,1.2,1,0,0,0,0,0,0,0,0,1,0,0
2025-12-18 09:00:00,DAD,23.8,0.1,42,10.1,11,1017.5,83,20400.0,3.62,9.43,0.7,2.0,1.3,0.1,0.4,0.6,10.1,3.62,1,0,0,0,0,0,0,0,0,1,0,0
2025-12-18 10:00:00,DAD,24.5,0.1,70,12.3,12,1017.4,77,18300.0,4.61,11.4,0.7,2.5,0.8,0.1,0.5,0.7,12.3,4.61,1,0,0,0,0,0,0,0,0,1,0,0
2025-12-18 11:00:00,DAD,24.9,0.1,58,14.6,19,1016.6,74,15160.0,7.08,12.77,0.4,1.8,-0.6,0.1,0.3,0.6,14.6,7.08,1,0,0,0,0,0,0,0,0,1,0,0
2025-12-18 12:00:00,DAD,24.8,0.3,41,16.0,21,1015.5,74,19260.0,8.24,13.71,-0.1,1.0,-2.0,0.3,0.5,0.9,16.0,8.24,1,0,0,0,0,0,0,0,0,1,0,0
2025-12-18 13:00:00,DAD,24.8,0.3,25,15.0,18,1014.6,74,20200.0,7.04,13.24,0.0,0.3,-2.8,0.3,0.7,1.2,16.0,8.24,1,0,0,0,0,0,0,0,0,1,0,0
2025-12-18 14:00:00,DAD,24.9,0.1,25,14.5,17,1013.8,73,24020.0,6.58,12.92,0.1,0.0,-2.8,0.1,0.7,1.0,16.0,8.24,1,0,0,0,0,0,0,0,0,1,0,0
2025-12-18 15:00:00,DAD,24.6,0.1,37,15.1,18,1013.4,73,21320.0,7.09,13.33,-0.3,-0.2,-2.1,0.1,0.5,1.0,15.1,7.09,1,0,0,0,0,0,0,0,0,1,0,0
2025-12-18 16:00:00,DAD,23.9,0.1,41,14.0,18,1013.6,77,20680.0,6.57,12.36,-0.7,-0.9,-1.0,0.1,0.3,1.0,15.1,7.09,1,0,0,0,0,0,0,0,0,1,0,0
2025-12-18 17:00:00,DAD,23.0,0.1,40,12.7,18,1013.8,83,17600.0,5.96,11.21,-0.9,-1.9,0.0,0.1,0.3,1.0,15.1,7.09,1,0,0,0,0,0,0,0,0,1,0,0
2025-12-18 18:00:00,DAD,22.5,0.0,100,11.2,2,1014.2,87,22480.0,2.33,10.96,-0.5,-2.1,0.8,0.0,0.2,0.7,14.0,6.57,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-18 19:00:00,DAD,22.8,0.4,83,14.8,358,1014.9,88,20740.0,2.06,14.66,0.3,-1.1,1.3,0.4,0.5,0.8,14.8,5.96,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-18 20:00:00,DAD,22.4,0.3,55,11.2,350,1015.3,90,14780.0,0.0,11.2,-0.4,-0.6,1.5,0.3,0.7,1.0,14.8,2.33,1,0,0,0,0,0,0,0,0,1,0,0
2025-12-18 21:00:00,DAD,22.3,0.1,99,10.3,348,1015.5,91,22320.0,0.36,10.29,-0.1,-0.2,1.3,0.1,0.8,1.0,14.8,2.06,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-18 22:00:00,DAD,22.2,0.0,100,9.8,343,1015.4,91,21380.0,1.19,9.73,-0.1,-0.6,0.5,0.0,0.4,0.9,11.2,1.19,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-18 23:00:00,DAD,22.2,0.0,95,10.2,350,1015.3,91,21800.0,0.0,10.2,0.0,-0.2,0.0,0.0,0.1,0.8,10.3,1.19,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-19 00:00:00,DAD,22.2,0.0,70,7.6,346,1014.8,91,19120.0,0.53,7.58,0.0,-0.1,-0.7,0.0,0.0,0.8,10.2,1.19,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-19 01:00:00,DAD,22.2,0.1,62,7.2,346,1014.0,91,20140.0,0.5,7.18,0.0,0.0,-1.4,0.1,0.1,0.5,10.2,0.53,1,0,0,0,0,0,0,0,0,1,0,0
2025-12-19 02:00:00,DAD,21.9,0.3,52,6.2,352,1013.3,93,15920.0,0.22,6.2,-0.3,-0.3,-2.0,0.3,0.4,0.5,7.6,0.53,1,0,0,0,0,0,0,0,0,1,0,0
2025-12-19 03:00:00,DAD,21.7,0.2,49,4.8,323,1012.9,95,24140.0,2.18,4.28,-0.2,-0.5,-1.9,0.2,0.6,0.6,7.2,2.18,1,0,0,0,0,0,0,0,0,1,0,0
2025-12-19 04:00:00,DAD,21.5,0.0,91,5.8,306,1012.9,95,24140.0,4.03,4.17,-0.2,-0.7,-1.1,0.0,0.5,0.6,6.2,4.03,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-19 05:00:00,DAD,21.5,0.0,48,6.8,320,1013.2,93,24140.0,3.4,5.89,0.0,-0.4,-0.1,0.0,0.2,0.6,6.8,4.03,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-19 06:00:00,DAD,21.5,0.0,29,8.1,325,1013.6,93,24140.0,3.42,7.34,0.0,-0.2,0.7,0.0,0.0,0.6,8.1,4.03,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-19 07:00:00,DAD,21.9,0.0,45,8.1,328,1014.2,93,24140.0,3.03,7.51,0.4,0.4,1.3,0.0,0.0,0.5,8.1,3.42,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-19 08:00:00,DAD,22.6,0.0,87,9.4,330,1015.0,87,24140.0,3.21,8.83,0.7,1.1,1.8,0.0,0.0,0.2,9.4,3.42,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-19 09:00:00,DAD,23.1,0.0,100,10.7,340,1015.2,86,24140.0,1.86,10.54,0.5,1.6,1.6,0.0,0.0,0.0,10.7,3.21,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-19 10:00:00,DAD,23.7,0.0,73,12.6,343,1014.8,82,23720.0,1.54,12.51,0.6,1.8,0.6,0.0,0.0,0.0,12.6,3.21,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-19 11:00:00,DAD,24.7,0.0,100,14.4,350,1014.2,76,22940.0,0.0,14.4,1.0,2.1,-0.8,0.0,0.0,0.0,14.4,1.86,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-19 12:00:00,DAD,25.0,0.0,100,16.0,358,1013.0,74,22920.0,2.23,15.84,0.3,1.9,-2.2,0.0,0.0,0.0,16.0,2.23,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-19 13:00:00,DAD,24.8,0.1,100,13.7,355,1012.1,75,24140.0,1.19,13.65,-0.2,1.1,-2.7,0.1,0.1,0.1,16.0,2.23,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-19 14:00:00,DAD,24.8,0.0,100,14.2,4,1011.2,75,24140.0,3.44,13.78,0.0,0.1,-3.0,0.0,0.1,0.1,16.0,3.44,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-19 15:00:00,DAD,24.4,0.0,99,15.4,5,1011.0,77,24140.0,3.99,14.88,-0.4,-0.6,-2.0,0.0,0.1,0.1,15.4,3.99,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-19 16:00:00,DAD,23.9,0.1,98,14.8,2,1010.9,80,24140.0,3.08,14.48,-0.5,-0.9,-1.2,0.1,0.1,0.2,15.4,3.99,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-19 17:00:00,DAD,23.2,0.0,98,11.9,358,1011.3,85,24140.0,1.66,11.78,-0.7,-1.6,0.1,0.0,0.1,0.2,15.4,3.99,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-19 18:00:00,DAD,23.0,0.1,97,9.4,359,1012.0,86,24140.0,1.47,9.28,-0.2,-1.4,1.0,0.1,0.2,0.3,14.8,3.08,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-19 19:00:00,DAD,23.0,0.0,100,6.5,336,1012.4,85,24140.0,1.57,6.31,0.0,-0.9,1.5,0.0,0.1,0.2,11.9,1.66,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-19 20:00:00,DAD,23.0,0.3,100,5.2,340,1012.7,88,24140.0,0.9,5.12,0.0,-0.2,1.4,0.3,0.4,0.5,9.4,1.57,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-19 21:00:00,DAD,22.5,0.3,100,1.8,6,1012.8,92,24140.0,0.5,1.73,-0.5,-0.5,0.8,0.3,0.6,0.8,6.5,1.57,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-19 22:00:00,DAD,22.4,0.3,100,2.4,27,1012.7,91,24140.0,1.44,1.92,-0.1,-0.6,0.3,0.3,0.9,1.0,5.2,1.44,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-19 23:00:00,DAD,22.1,0.4,81,7.1,350,1012.3,92,24140.0,0.0,7.1,-0.3,-0.9,-0.4,0.4,1.0,1.4,7.1,1.44,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-20 00:00:00,DAD,22.0,0.3,100,8.9,351,1012.3,93,24140.0,0.16,8.9,-0.1,-0.5,-0.5,0.3,1.0,1.6,8.9,1.44,1,0,0,0,0,0,0,0,1,1,0,1
2025-12-20 01:00:00,DAD,21.9,0.2,77,7.2,321,1012.2,93,24140.0,3.49,6.3,-0.1,-0.5,-0.5,0.2,0.9,1.8,8.9,3.49,1,0,0,0,0,0,0,0,0,1,0,0
2025-12-20 02:00:00,DAD,22.0,0.3,88,8.5,342,1011.8,93,24140.0,1.18,8.42,0.1,-0.1,-0.5,0.3,0.8,1.8,8.9,3.49,1,0,0,0,0,0,0,0,1,1,0,1
