,Weather_Delay_Risk_Score,Headwind_Kmh,Crosswind_Kmh,wind_speed
Weather_Delay_Risk_Score,1.0,0.18895498724711235,-0.10112277004207404,-0.02837034458137404
Headwind_Kmh,0.18895498724711235,1.0,0.07875030367891196,0.42340987687889203
Crosswind_Kmh,-0.10112277004207404,0.07875030367891196,1.0,0.8043797137313959
wind_speed,-0.02837034458137404,0.42340987687889203,0.8043797137313959,1.0
