Aviation_Operational_Risk_Score,count,rate_pct
0,5068,76.50966183574879
1,532,8.031400966183574
2,970,14.643719806763286
3,36,0.5434782608695652
4,17,0.2566425120772947
6,1,0.015096618357487922
