airport,mode,row_index,airline_before,flight_no_before,flight_no_after,converted_by_rule
SGN,departure,2115,Sun PhuQuoc Airways,SPQ806,9G806,airline_match
SGN,departure,2198,Sun PhuQuoc Airways,SPQ882,9G882,airline_match
SGN,departure,2246,Sun PhuQuoc Airways,SPQ878,9G878,airline_match
SGN,departure,2267,Sun PhuQuoc Airways,SPQ868,9G868,airline_match
SGN,departure,2319,Sun PhuQuoc Airways,SPQ854,9G854,airline_match
SGN,departure,2328,Sun PhuQuoc Airways,SPQ1977,9G1977,airline_match
SGN,departure,2412,Sun PhuQuoc Airways,SPQ1963,9G1963,airline_match
SGN,departure,2432,Sun PhuQuoc Airways,SPQ822,9G822,airline_match
SGN,departure,2483,Sun PhuQuoc Airways,SPQ1951,9G1951,airline_match
SGN,departure,2489,Sun PhuQuoc Airways,SPQ806,9G806,airline_match
SGN,departure,2576,Sun PhuQuoc Airways,SPQ882,9G882,airline_match
SGN,departure,2617,Sun PhuQuoc Airways,SPQ878,9G878,airline_match
SGN,departure,2633,Sun PhuQuoc Airways,SPQ868,9G868,airline_match
SGN,departure,2689,Sun PhuQuoc Airways,SPQ854,9G854,airline_match
SGN,departure,2693,Sun PhuQuoc Airways,SPQ1977,9G1977,airline_match
SGN,departure,2724,Sun PhuQuoc Airways,SPQ838,9G838,airline_match
SGN,departure,2777,Sun PhuQuoc Airways,SPQ1963,9G1963,airline_match
SGN,departure,2802,Sun PhuQuoc Airways,SPQ822,9G822,airline_match
SGN,departure,2847,Sun PhuQuoc Airways,SPQ1951,9G1951,airline_match
SGN,departure,2860,Sun PhuQuoc Airways,SPQ806,9G806,airline_match
SGN,departure,2942,Sun PhuQuoc Airways,SPQ882,9G882,airline_match
SGN,departure,2984,Sun PhuQuoc Airways,SPQ878,9G878,airline_match
SGN,departure,3005,Sun PhuQuoc Airways,SPQ868,9G868,airline_match
SGN,departure,3027,Sun PhuQuoc Airways,SPQ854,9G854,airline_match
SGN,departure,3039,Sun PhuQuoc Airways,SPQ1977,9G1977,airline_match
SGN,departure,3073,Sun PhuQuoc Airways,SPQ838,9G838,airline_match
SGN,departure,3123,Sun PhuQuoc Airways,SPQ1963,9G1963,airline_match
SGN,departure,3148,Sun PhuQuoc Airways,SPQ822,9G822,airline_match
SGN,departure,3194,Sun PhuQuoc Airways,SPQ808,9G808,airline_match
SGN,departure,3203,Sun PhuQuoc Airways,SPQ1951,9G1951,airline_match
SGN,departure,3211,Sun PhuQuoc Airways,SPQ806,9G806,airline_match
SGN,departure,3325,Sun PhuQuoc Airways,SPQ878,9G878,airline_match
SGN,departure,3350,Sun PhuQuoc Airways,SPQ868,9G868,airline_match
SGN,departure,3356,Sun PhuQuoc Airways,SPQ1985,9G1985,airline_match
SGN,departure,3399,Sun PhuQuoc Airways,SPQ854,9G854,airline_match
SGN,departure,3418,Sun PhuQuoc Airways,SPQ1977,9G1977,airline_match
SGN,departure,3439,Sun PhuQuoc Airways,SPQ838,9G838,airline_match
SGN,departure,3492,Sun PhuQuoc Airways,SPQ1963,9G1963,airline_match
SGN,departure,3510,Sun PhuQuoc Airways,SPQ822,9G822,airline_match
SGN,departure,3554,Sun PhuQuoc Airways,SPQ808,9G808,airline_match
SGN,departure,3556,Sun PhuQuoc Airways,SPQ1951,9G1951,airline_match
SGN,departure,3568,Sun PhuQuoc Airways,SPQ806,9G806,airline_match
SGN,departure,3650,Sun PhuQuoc Airways,SPQ882,9G882,airline_match
SGN,departure,3714,Sun PhuQuoc Airways,SPQ868,9G868,airline_match
SGN,departure,3718,Sun PhuQuoc Airways,SPQ1985,9G1985,airline_match
SGN,departure,3764,Sun PhuQuoc Airways,SPQ854,9G854,airline_match
SGN,departure,3784,Sun PhuQuoc Airways,SPQ1977,9G1977,airline_match
SGN,departure,3805,Sun PhuQuoc Airways,SPQ838,9G838,airline_match
SGN,departure,3853,Sun PhuQuoc Airways,SPQ1963,9G1963,airline_match
SGN,departure,3878,Sun PhuQuoc Airways,SPQ822,9G822,airline_match
SGN,departure,3924,Sun PhuQuoc Airways,SPQ808,9G808,airline_match
SGN,departure,3932,Sun PhuQuoc Airways,SPQ1951,9G1951,airline_match
SGN,departure,3939,Sun PhuQuoc Airways,SPQ806,9G806,airline_match
SGN,departure,4015,Sun PhuQuoc Airways,SPQ882,9G882,airline_match
SGN,departure,4074,Sun PhuQuoc Airways,SPQ868,9G868,airline_match
SGN,departure,4079,Sun PhuQuoc Airways,SPQ1985,9G1985,airline_match
SGN,departure,4130,Sun PhuQuoc Airways,SPQ854,9G854,airline_match
SGN,departure,4144,Sun PhuQuoc Airways,SPQ1977,9G1977,airline_match
SGN,departure,4169,Sun PhuQuoc Airways,SPQ838,9G838,airline_match
SGN,departure,4218,Sun PhuQuoc Airways,SPQ1963,9G1963,airline_match
SGN,departure,4240,Sun PhuQuoc Airways,SPQ822,9G822,airline_match
SGN,departure,4283,Sun PhuQuoc Airways,SPQ808,9G808,airline_match
SGN,departure,4294,Sun PhuQuoc Airways,SPQ1951,9G1951,airline_match
SGN,departure,4303,Sun PhuQuoc Airways,SPQ806,9G806,airline_match
SGN,departure,4443,Sun PhuQuoc Airways,SPQ868,9G868,airline_match
SGN,departure,4445,Sun PhuQuoc Airways,SPQ1985,9G1985,airline_match
SGN,departure,4496,Sun PhuQuoc Airways,SPQ854,9G854,airline_match
SGN,departure,4513,Sun PhuQuoc Airways,SPQ1977,9G1977,airline_match
SGN,departure,4535,Sun PhuQuoc Airways,SPQ838,9G838,airline_match
SGN,departure,4585,Sun PhuQuoc Airways,SPQ1963,9G1963,airline_match
SGN,departure,4610,Sun PhuQuoc Airways,SPQ822,9G822,airline_match
SGN,departure,4658,Sun PhuQuoc Airways,SPQ808,9G808,airline_match
SGN,departure,4662,Sun PhuQuoc Airways,SPQ1951,9G1951,airline_match
SGN,departure,4668,Sun PhuQuoc Airways,SPQ806,9G806,airline_match
SGN,departure,4757,Sun PhuQuoc Airways,SPQ882,9G882,airline_match
SGN,departure,4821,Sun PhuQuoc Airways,SPQ868,9G868,airline_match
SGN,departure,4828,Sun PhuQuoc Airways,SPQ1985,9G1985,airline_match
SGN,departure,4865,Sun PhuQuoc Airways,SPQ854,9G854,airline_match
SGN,departure,4886,Sun PhuQuoc Airways,SPQ1977,9G1977,airline_match
SGN,departure,4902,Sun PhuQuoc Airways,SPQ838,9G838,airline_match
SGN,departure,4957,Sun PhuQuoc Airways,SPQ1963,9G1963,airline_match
SGN,departure,4979,Sun PhuQuoc Airways,SPQ822,9G822,airline_match
SGN,departure,5021,Sun PhuQuoc Airways,SPQ808,9G808,airline_match
SGN,departure,5026,Sun PhuQuoc Airways,SPQ1951,9G1951,airline_match
SGN,departure,5034,Sun PhuQuoc Airways,SPQ806,9G806,airline_match
SGN,departure,5116,Sun PhuQuoc Airways,SPQ882,9G882,airline_match
SGN,departure,5181,Sun PhuQuoc Airways,SPQ868,9G868,airline_match
SGN,departure,5185,Sun PhuQuoc Airways,SPQ1985,9G1985,airline_match
SGN,departure,5232,Sun PhuQuoc Airways,SPQ854,9G854,airline_match
SGN,departure,5256,Sun PhuQuoc Airways,SPQ1977,9G1977,airline_match
SGN,departure,5274,Sun PhuQuoc Airways,SPQ838,9G838,airline_match
SGN,departure,5325,Sun PhuQuoc Airways,SPQ1963,9G1963,airline_match
SGN,departure,5346,Sun PhuQuoc Airways,SPQ822,9G822,airline_match
SGN,departure,5396,Sun PhuQuoc Airways,SPQ808,9G808,airline_match
SGN,departure,5401,Sun PhuQuoc Airways,SPQ1951,9G1951,airline_match
SGN,departure,5407,Sun PhuQuoc Airways,SPQ806,9G806,airline_match
SGN,departure,5558,Sun PhuQuoc Airways,SPQ868,9G868,airline_match
SGN,departure,5563,Sun PhuQuoc Airways,SPQ1985,9G1985,airline_match
SGN,departure,5615,Sun PhuQuoc Airways,SPQ854,9G854,airline_match
SGN,departure,5638,Sun PhuQuoc Airways,SPQ1977,9G1977,airline_match
SGN,departure,5651,Sun PhuQuoc Airways,SPQ838,9G838,airline_match
SGN,departure,5704,Sun PhuQuoc Airways,SPQ1963,9G1963,airline_match
SGN,departure,5731,Sun PhuQuoc Airways,SPQ822,9G822,airline_match
SGN,departure,5773,Sun PhuQuoc Airways,SPQ808,9G808,airline_match
SGN,departure,5778,Sun PhuQuoc Airways,SPQ1951,9G1951,airline_match
SGN,departure,5796,Sun PhuQuoc Airways,SPQ806,9G806,airline_match
SGN,departure,5873,Sun PhuQuoc Airways,SPQ882,9G882,airline_match
SGN,departure,5934,Sun PhuQuoc Airways,SPQ868,9G868,airline_match
SGN,departure,5942,Sun PhuQuoc Airways,SPQ1985,9G1985,airline_match
SGN,departure,5989,Sun PhuQuoc Airways,SPQ854,9G854,airline_match
SGN,departure,6009,Sun PhuQuoc Airways,SPQ1977,9G1977,airline_match
SGN,departure,6027,Sun PhuQuoc Airways,SPQ838,9G838,airline_match
SGN,departure,6085,Sun PhuQuoc Airways,SPQ1963,9G1963,airline_match
SGN,departure,6110,Sun PhuQuoc Airways,SPQ822,9G822,airline_match
SGN,departure,6161,Sun PhuQuoc Airways,SPQ808,9G808,airline_match
SGN,departure,6164,Sun PhuQuoc Airways,SPQ1951,9G1951,airline_match
SGN,departure,6170,Sun PhuQuoc Airways,SPQ806,9G806,airline_match
SGN,departure,6248,Sun PhuQuoc Airways,SPQ886,9G886,airline_match
SGN,departure,6265,Sun PhuQuoc Airways,SPQ882,9G882,airline_match
SGN,departure,6317,Sun PhuQuoc Airways,SPQ868,9G868,airline_match
SGN,departure,6330,Sun PhuQuoc Airways,SPQ1985,9G1985,airline_match
SGN,departure,6374,Sun PhuQuoc Airways,SPQ854,9G854,airline_match
SGN,departure,6391,Sun PhuQuoc Airways,SPQ1977,9G1977,airline_match
SGN,departure,6400,Sun PhuQuoc Airways,SPQ838,9G838,airline_match
SGN,departure,6471,Sun PhuQuoc Airways,SPQ1963,9G1963,airline_match
SGN,departure,6534,Sun PhuQuoc Airways,SPQ808,9G808,airline_match
SGN,departure,6542,Sun PhuQuoc Airways,SPQ1951,9G1951,airline_match
SGN,departure,6553,Sun PhuQuoc Airways,SPQ806,9G806,airline_match
SGN,departure,6635,Sun PhuQuoc Airways,SPQ882,9G882,airline_match
SGN,departure,6700,Sun PhuQuoc Airways,SPQ868,9G868,airline_match
SGN,departure,6709,Sun PhuQuoc Airways,SPQ1985,9G1985,airline_match
SGN,departure,6758,Sun PhuQuoc Airways,SPQ854,9G854,airline_match
SGN,departure,6776,Sun PhuQuoc Airways,SPQ1977,9G1977,airline_match
SGN,departure,6800,Sun PhuQuoc Airways,SPQ838,9G838,airline_match
SGN,departure,6841,Sun PhuQuoc Airways,SPQ1963,9G1963,airline_match
SGN,departure,6873,Sun PhuQuoc Airways,SPQ822,9G822,airline_match
SGN,departure,6915,Sun PhuQuoc Airways,SPQ808,9G808,airline_match
SGN,departure,6918,Sun PhuQuoc Airways,SPQ1951,9G1951,airline_match
SGN,departure,6926,Sun PhuQuoc Airways,SPQ806,9G806,airline_match
SGN,departure,7008,Sun PhuQuoc Airways,SPQ882,9G882,airline_match
SGN,departure,7067,Sun PhuQuoc Airways,SPQ868,9G868,airline_match
SGN,departure,7077,Sun PhuQuoc Airways,SPQ1985,9G1985,airline_match
SGN,departure,7128,Sun PhuQuoc Airways,SPQ854,9G854,airline_match
SGN,departure,7149,Sun PhuQuoc Airways,SPQ1977,9G1977,airline_match
SGN,departure,7169,Sun PhuQuoc Airways,SPQ838,9G838,airline_match
SGN,departure,7220,Sun PhuQuoc Airways,SPQ1963,9G1963,airline_match
SGN,departure,7247,Sun PhuQuoc Airways,SPQ822,9G822,airline_match
SGN,departure,7287,Sun PhuQuoc Airways,SPQ808,9G808,airline_match
SGN,departure,7295,Sun PhuQuoc Airways,SPQ1951,9G1951,airline_match
SGN,departure,7306,Sun PhuQuoc Airways,SPQ806,9G806,airline_match
SGN,departure,7374,Sun PhuQuoc Airways,SPQ886,9G886,airline_match
SGN,departure,7394,Sun PhuQuoc Airways,SPQ882,9G882,airline_match
SGN,departure,7453,Sun PhuQuoc Airways,SPQ868,9G868,airline_match
SGN,departure,7464,Sun PhuQuoc Airways,SPQ1985,9G1985,airline_match
SGN,departure,7509,Sun PhuQuoc Airways,SPQ854,9G854,airline_match
SGN,departure,7525,Sun PhuQuoc Airways,SPQ1977,9G1977,airline_match
SGN,departure,7560,Sun PhuQuoc Airways,SPQ838,9G838,airline_match
SGN,departure,7597,Sun PhuQuoc Airways,SPQ1963,9G1963,airline_match
SGN,departure,7624,Sun PhuQuoc Airways,SPQ822,9G822,airline_match
SGN,departure,7665,Sun PhuQuoc Airways,SPQ808,9G808,airline_match
SGN,departure,7669,Sun PhuQuoc Airways,SPQ1951,9G1951,airline_match
SGN,departure,7683,Sun PhuQuoc Airways,SPQ806,9G806,airline_match
SGN,departure,7774,Sun PhuQuoc Airways,SPQ882,9G882,airline_match
SGN,departure,7823,Sun PhuQuoc Airways,SPQ868,9G868,airline_match
SGN,departure,7834,Sun PhuQuoc Airways,SPQ1985,9G1985,airline_match
SGN,departure,7881,Sun PhuQuoc Airways,SPQ854,9G854,airline_match
SGN,departure,7892,Sun PhuQuoc Airways,SPQ1977,9G1977,airline_match
SGN,departure,7930,Sun PhuQuoc Airways,SPQ838,9G838,airline_match
SGN,departure,7972,Sun PhuQuoc Airways,SPQ1963,9G1963,airline_match
SGN,departure,7996,Sun PhuQuoc Airways,SPQ822,9G822,airline_match
SGN,departure,8037,Sun PhuQuoc Airways,SPQ808,9G808,airline_match
SGN,departure,8045,Sun PhuQuoc Airways,SPQ1951,9G1951,airline_match
SGN,departure,8060,Sun PhuQuoc Airways,SPQ806,9G806,airline_match
SGN,departure,8199,Sun PhuQuoc Airways,SPQ868,9G868,airline_match
SGN,departure,8210,Sun PhuQuoc Airways,SPQ1985,9G1985,airline_match
SGN,departure,8252,Sun PhuQuoc Airways,SPQ854,9G854,airline_match
SGN,departure,8270,Sun PhuQuoc Airways,SPQ1977,9G1977,airline_match
SGN,departure,8304,Sun PhuQuoc Airways,SPQ838,9G838,airline_match
SGN,departure,8346,Sun PhuQuoc Airways,SPQ1963,9G1963,airline_match
SGN,departure,8378,Sun PhuQuoc Airways,SPQ822,9G822,airline_match
SGN,departure,8416,Sun PhuQuoc Airways,SPQ808,9G808,airline_match
SGN,departure,8423,Sun PhuQuoc Airways,SPQ1951,9G1951,airline_match
SGN,departure,8433,Sun PhuQuoc Airways,SPQ806,9G806,airline_match
HAN,departure,19,Sun PhuQuoc Airways,SPQ895,9G895,airline_match
HAN,departure,28,Sun PhuQuoc Airways,SPQ885,9G885,airline_match
HAN,departure,58,Sun PhuQuoc Airways,SPQ869,9G869,airline_match
HAN,departure,107,Sun PhuQuoc Airways,SPQ853,9G853,airline_match
HAN,departure,135,Sun PhuQuoc Airways,SPQ1215,9G1215,airline_match
HAN,departure,152,Sun PhuQuoc Airways,SPQ87,9G87,airline_match
HAN,departure,190,Sun PhuQuoc Airways,SPQ1209,9G1209,airline_match
HAN,departure,218,Sun PhuQuoc Airways,SPQ1203,9G1203,airline_match
HAN,departure,235,Sun PhuQuoc Airways,SPQ805,9G805,airline_match
HAN,departure,293,Sun PhuQuoc Airways,SPQ895,9G895,airline_match
HAN,departure,303,Sun PhuQuoc Airways,SPQ885,9G885,airline_match
HAN,departure,343,Sun PhuQuoc Airways,SPQ869,9G869,airline_match
HAN,departure,390,Sun PhuQuoc Airways,SPQ853,9G853,airline_match
HAN,departure,417,Sun PhuQuoc Airways,SPQ1215,9G1215,airline_match
HAN,departure,431,Sun PhuQuoc Airways,SPQ837,9G837,airline_match
HAN,departure,479,Sun PhuQuoc Airways,SPQ1209,9G1209,airline_match
HAN,departure,501,Sun PhuQuoc Airways,SPQ1203,9G1203,airline_match
HAN,departure,519,Sun PhuQuoc Airways,SPQ805,9G805,airline_match
HAN,departure,585,Sun PhuQuoc Airways,SPQ895,9G895,airline_match
HAN,departure,593,Sun PhuQuoc Airways,SPQ885,9G885,airline_match
HAN,departure,623,Sun PhuQuoc Airways,SPQ873,9G873,airline_match
HAN,departure,635,Sun PhuQuoc Airways,SPQ869,9G869,airline_match
HAN,departure,690,Sun PhuQuoc Airways,SPQ853,9G853,airline_match
HAN,departure,708,Sun PhuQuoc Airways,SPQ1215,9G1215,airline_match
HAN,departure,725,Sun PhuQuoc Airways,SPQ837,9G837,airline_match
HAN,departure,769,Sun PhuQuoc Airways,SPQ1209,9G1209,airline_match
HAN,departure,793,Sun PhuQuoc Airways,SPQ1203,9G1203,airline_match
HAN,departure,814,Sun PhuQuoc Airways,SPQ805,9G805,airline_match
HAN,departure,878,Sun PhuQuoc Airways,SPQ895,9G895,airline_match
HAN,departure,888,Sun PhuQuoc Airways,SPQ885,9G885,airline_match
HAN,departure,915,Sun PhuQuoc Airways,SPQ873,9G873,airline_match
HAN,departure,920,Sun PhuQuoc Airways,SPQ869,9G869,airline_match
HAN,departure,984,Sun PhuQuoc Airways,SPQ853,9G853,airline_match
HAN,departure,1007,Sun PhuQuoc Airways,SPQ1215,9G1215,airline_match
HAN,departure,1018,Sun PhuQuoc Airways,SPQ837,9G837,airline_match
HAN,departure,1070,Sun PhuQuoc Airways,SPQ1209,9G1209,airline_match
HAN,departure,1094,Sun PhuQuoc Airways,SPQ1203,9G1203,airline_match
HAN,departure,1112,Sun PhuQuoc Airways,SPQ805,9G805,airline_match
HAN,departure,1183,Sun PhuQuoc Airways,SPQ895,9G895,airline_match
HAN,departure,1197,Sun PhuQuoc Airways,SPQ885,9G885,airline_match
HAN,departure,1237,Sun PhuQuoc Airways,SPQ869,9G869,airline_match
HAN,departure,1293,Sun PhuQuoc Airways,SPQ853,9G853,airline_match
HAN,departure,1318,Sun PhuQuoc Airways,SPQ1215,9G1215,airline_match
HAN,departure,1333,Sun PhuQuoc Airways,SPQ837,9G837,airline_match
HAN,departure,1378,Sun PhuQuoc Airways,SPQ1209,9G1209,airline_match
HAN,departure,1410,Sun PhuQuoc Airways,SPQ1203,9G1203,airline_match
HAN,departure,1428,Sun PhuQuoc Airways,SPQ805,9G805,airline_match
HAN,departure,1502,Sun PhuQuoc Airways,SPQ895,9G895,airline_match
HAN,departure,1517,Sun PhuQuoc Airways,SPQ885,9G885,airline_match
HAN,departure,1543,Sun PhuQuoc Airways,SPQ873,9G873,airline_match
HAN,departure,1567,Sun PhuQuoc Airways,SPQ869,9G869,airline_match
HAN,departure,1615,Sun PhuQuoc Airways,SPQ853,9G853,airline_match
HAN,departure,1650,Sun PhuQuoc Airways,SPQ1215,9G1215,airline_match
HAN,departure,1663,Sun PhuQuoc Airways,SPQ837,9G837,airline_match
HAN,departure,1703,Sun PhuQuoc Airways,SPQ1209,9G1209,airline_match
HAN,departure,1729,Sun PhuQuoc Airways,SPQ1203,9G1203,airline_match
HAN,departure,1745,Sun PhuQuoc Airways,SPQ805,9G805,airline_match
HAN,departure,1812,Sun PhuQuoc Airways,SPQ895,9G895,airline_match
HAN,departure,1822,Sun PhuQuoc Airways,SPQ885,9G885,airline_match
HAN,departure,1863,Sun PhuQuoc Airways,SPQ869,9G869,airline_match
HAN,departure,1917,Sun PhuQuoc Airways,SPQ853,9G853,airline_match
HAN,departure,1943,Sun PhuQuoc Airways,SPQ1215,9G1215,airline_match
HAN,departure,1959,Sun PhuQuoc Airways,SPQ837,9G837,airline_match
HAN,departure,1995,Sun PhuQuoc Airways,SPQ1209,9G1209,airline_match
HAN,departure,2029,Sun PhuQuoc Airways,SPQ1203,9G1203,airline_match
HAN,departure,2043,Sun PhuQuoc Airways,SPQ805,9G805,airline_match
HAN,departure,2105,Sun PhuQuoc Airways,SPQ895,9G895,airline_match
HAN,departure,2115,Sun PhuQuoc Airways,SPQ885,9G885,airline_match
HAN,departure,2166,Sun PhuQuoc Airways,SPQ869,9G869,airline_match
HAN,departure,2196,Sun PhuQuoc Airways,SPQ857,9G857,airline_match
HAN,departure,2212,Sun PhuQuoc Airways,SPQ853,9G853,airline_match
HAN,departure,2241,Sun PhuQuoc Airways,SPQ1215,9G1215,airline_match
HAN,departure,2255,Sun PhuQuoc Airways,SPQ837,9G837,airline_match
HAN,departure,2288,Sun PhuQuoc Airways,SPQ821,9G821,airline_match
HAN,departure,2295,Sun PhuQuoc Airways,SPQ1209,9G1209,airline_match
HAN,departure,2325,Sun PhuQuoc Airways,SPQ1203,9G1203,airline_match
HAN,departure,2344,Sun PhuQuoc Airways,SPQ805,9G805,airline_match
HAN,departure,2407,Sun PhuQuoc Airways,SPQ895,9G895,airline_match
HAN,departure,2419,Sun PhuQuoc Airways,SPQ885,9G885,airline_match
HAN,departure,2457,Sun PhuQuoc Airways,SPQ869,9G869,airline_match
HAN,departure,2471,Sun PhuQuoc Airways,SPQ857,9G857,airline_match
HAN,departure,2490,Sun PhuQuoc Airways,SPQ853,9G853,airline_match
HAN,departure,2518,Sun PhuQuoc Airways,SPQ1215,9G1215,airline_match
HAN,departure,2530,Sun PhuQuoc Airways,SPQ837,9G837,airline_match
HAN,departure,2562,Sun PhuQuoc Airways,SPQ821,9G821,airline_match
HAN,departure,2577,Sun PhuQuoc Airways,SPQ1209,9G1209,airline_match
HAN,departure,2605,Sun PhuQuoc Airways,SPQ1203,9G1203,airline_match
HAN,departure,2624,Sun PhuQuoc Airways,SPQ805,9G805,airline_match
HAN,departure,2690,Sun PhuQuoc Airways,SPQ895,9G895,airline_match
HAN,departure,2701,Sun PhuQuoc Airways,SPQ885,9G885,airline_match
HAN,departure,2734,Sun PhuQuoc Airways,SPQ869,9G869,airline_match
HAN,departure,2783,Sun PhuQuoc Airways,SPQ857,9G857,airline_match
HAN,departure,2802,Sun PhuQuoc Airways,SPQ853,9G853,airline_match
HAN,departure,2832,Sun PhuQuoc Airways,SPQ1215,9G1215,airline_match
HAN,departure,2851,Sun PhuQuoc Airways,SPQ837,9G837,airline_match
HAN,departure,2885,Sun PhuQuoc Airways,SPQ821,9G821,airline_match
HAN,departure,2896,Sun PhuQuoc Airways,SPQ1209,9G1209,airline_match
HAN,departure,2924,Sun PhuQuoc Airways,SPQ1203,9G1203,airline_match
HAN,departure,2948,Sun PhuQuoc Airways,SPQ805,9G805,airline_match
HAN,departure,3009,Sun PhuQuoc Airways,SPQ895,9G895,airline_match
HAN,departure,3019,Sun PhuQuoc Airways,SPQ885,9G885,airline_match
HAN,departure,3051,Sun PhuQuoc Airways,SPQ857,9G857,airline_match
HAN,departure,3064,Sun PhuQuoc Airways,SPQ869,9G869,airline_match
HAN,departure,3107,Sun PhuQuoc Airways,SPQ1231,9G1231,airline_match
HAN,departure,3120,Sun PhuQuoc Airways,SPQ853,9G853,airline_match
HAN,departure,3149,Sun PhuQuoc Airways,SPQ1215,9G1215,airline_match
HAN,departure,3166,Sun PhuQuoc Airways,SPQ837,9G837,airline_match
HAN,departure,3204,Sun PhuQuoc Airways,SPQ821,9G821,airline_match
HAN,departure,3212,Sun PhuQuoc Airways,SPQ1209,9G1209,airline_match
HAN,departure,3241,Sun PhuQuoc Airways,SPQ1203,9G1203,airline_match
HAN,departure,3260,Sun PhuQuoc Airways,SPQ805,9G805,airline_match
HAN,departure,3328,Sun PhuQuoc Airways,SPQ895,9G895,airline_match
HAN,departure,3338,Sun PhuQuoc Airways,SPQ885,9G885,airline_match
HAN,departure,3388,Sun PhuQuoc Airways,SPQ869,9G869,airline_match
HAN,departure,3419,Sun PhuQuoc Airways,SPQ1231,9G1231,airline_match
HAN,departure,3434,Sun PhuQuoc Airways,SPQ1215,9G1215,airline_match
HAN,departure,3436,Sun PhuQuoc Airways,SPQ853,9G853,airline_match
HAN,departure,3479,Sun PhuQuoc Airways,SPQ837,9G837,airline_match
HAN,departure,3510,Sun PhuQuoc Airways,SPQ821,9G821,airline_match
HAN,departure,3519,Sun PhuQuoc Airways,SPQ1203,9G1203,airline_match
HAN,departure,3523,Sun PhuQuoc Airways,SPQ1209,9G1209,airline_match
HAN,departure,3574,Sun PhuQuoc Airways,SPQ805,9G805,airline_match
HAN,departure,3646,Sun PhuQuoc Airways,SPQ895,9G895,airline_match
HAN,departure,3661,Sun PhuQuoc Airways,SPQ885,9G885,airline_match
HAN,departure,3700,Sun PhuQuoc Airways,SPQ869,9G869,airline_match
HAN,departure,3746,Sun PhuQuoc Airways,SPQ1231,9G1231,airline_match
HAN,departure,3761,Sun PhuQuoc Airways,SPQ853,9G853,airline_match
HAN,departure,3787,Sun PhuQuoc Airways,SPQ1215,9G1215,airline_match
HAN,departure,3805,Sun PhuQuoc Airways,SPQ837,9G837,airline_match
HAN,departure,3831,Sun PhuQuoc Airways,SPQ821,9G821,airline_match
HAN,departure,3842,Sun PhuQuoc Airways,SPQ1209,9G1209,airline_match
HAN,departure,3871,Sun PhuQuoc Airways,SPQ1203,9G1203,airline_match
HAN,departure,3889,Sun PhuQuoc Airways,SPQ805,9G805,airline_match
HAN,departure,3947,Sun PhuQuoc Airways,SPQ895,9G895,airline_match
HAN,departure,3965,Sun PhuQuoc Airways,SPQ885,9G885,airline_match
HAN,departure,4002,Sun PhuQuoc Airways,SPQ869,9G869,airline_match
HAN,departure,4043,Sun PhuQuoc Airways,SPQ1231,9G1231,airline_match
HAN,departure,4061,Sun PhuQuoc Airways,SPQ853,9G853,airline_match
HAN,departure,4085,Sun PhuQuoc Airways,SPQ1215,9G1215,airline_match
HAN,departure,4098,Sun PhuQuoc Airways,SPQ837,9G837,airline_match
HAN,departure,4138,Sun PhuQuoc Airways,SPQ821,9G821,airline_match
HAN,departure,4148,Sun PhuQuoc Airways,SPQ1209,9G1209,airline_match
HAN,departure,4174,Sun PhuQuoc Airways,SPQ1203,9G1203,airline_match
HAN,departure,4194,Sun PhuQuoc Airways,SPQ805,9G805,airline_match
HAN,departure,4265,Sun PhuQuoc Airways,SPQ895,9G895,airline_match
HAN,departure,4277,Sun PhuQuoc Airways,SPQ885,9G885,airline_match
HAN,departure,4332,Sun PhuQuoc Airways,SPQ869,9G869,airline_match
HAN,departure,4365,Sun PhuQuoc Airways,SPQ1231,9G1231,airline_match
HAN,departure,4382,Sun PhuQuoc Airways,SPQ853,9G853,airline_match
HAN,departure,4417,Sun PhuQuoc Airways,SPQ1215,9G1215,airline_match
HAN,departure,4425,Sun PhuQuoc Airways,SPQ837,9G837,airline_match
HAN,departure,4459,Sun PhuQuoc Airways,SPQ821,9G821,airline_match
HAN,departure,4465,Sun PhuQuoc Airways,SPQ1209,9G1209,airline_match
HAN,departure,4498,Sun PhuQuoc Airways,SPQ1203,9G1203,airline_match
HAN,departure,4520,Sun PhuQuoc Airways,SPQ805,9G805,airline_match
HAN,departure,4585,Sun PhuQuoc Airways,SPQ895,9G895,airline_match
HAN,departure,4604,Sun PhuQuoc Airways,SPQ885,9G885,airline_match
HAN,departure,4644,Sun PhuQuoc Airways,SPQ869,9G869,airline_match
HAN,departure,4683,Sun PhuQuoc Airways,SPQ1231,9G1231,airline_match
HAN,departure,4705,Sun PhuQuoc Airways,SPQ853,9G853,airline_match
HAN,departure,4728,Sun PhuQuoc Airways,SPQ1215,9G1215,airline_match
HAN,departure,4743,Sun PhuQuoc Airways,SPQ837,9G837,airline_match
HAN,departure,4775,Sun PhuQuoc Airways,SPQ821,9G821,airline_match
HAN,departure,4793,Sun PhuQuoc Airways,SPQ1209,9G1209,airline_match
HAN,departure,4821,Sun PhuQuoc Airways,SPQ1203,9G1203,airline_match
HAN,departure,4844,Sun PhuQuoc Airways,SPQ805,9G805,airline_match
HAN,departure,4909,Sun PhuQuoc Airways,SPQ895,9G895,airline_match
HAN,departure,4919,Sun PhuQuoc Airways,SPQ885,9G885,airline_match
HAN,departure,4944,Sun PhuQuoc Airways,SPQ873,9G873,airline_match
