Crawl_Date,Scheduled_Time,Actual_Time,Destination,IATA,Airline,Flight_No,Checkin_Time,Terminal,Checkin_Counter,Gate,Status,Scheduled_Tail,Aircraft_Type,Category,Is_Fixed_Flight,Departure_Runway,Is_Jet_Bridge,Is_Remote_Stand,Is_Aircraft_Swapped,Has_Matched_Departure,Has_Matched_Arrival,Match_Status,Data_Completeness,Exclude_From_Propagation_Training,Record_Type,Airline_Type,Tail_Sequence_Day,Is_First_Flight,Arrival_Delay,Accumulated_Delay,Is_Diverted_Prev,Airport_Load_Factor,Number_of_Flights_in_Last_Hour,Is_Airport_Congested,Flight_Density_Disruption,Is_Parallel_Usage,Is_Wide_Body,Time_of_Day,Peak_Hour_Indicator,Is_Special_Days,Is_Imputed_Link,Standard_Turnaround,A_CDM_TOBT_Deficit,Ground_Handling_Pressure,temperature,precipitation,cloudcover,pressure,humidity,visibility,dew_point_2m,weather_code,cape,lifted_index,cloud_cover_low,Visibility_SM,Visibility_Deficit_5KM_M,Visibility_Deficit_3SM_M,Visibility_Severity_Score,Dew_Point_Spread_C,Wind_Sector,Wind_Runway_Relative_Angle_Deg,Wind_Kt,Crosswind_Kt,Headwind_Kt,Tailwind_Default_Runway_Kt,Temp_Change_1H_C,Temp_Change_3H_C,Pressure_Change_3H_Hpa,Precip_Cumsum_1H_Mm,Precip_Cumsum_3H_Mm,Precip_Cumsum_6H_Mm,Wind_Gust_Estimate_Kt,Crosswind_Max_3H_Kt,Gust_Variation_Kt,Is_Rain,Is_Heavy_Rain,Is_Low_Visibility,Is_Fog,Is_Dewpoint_Spread_Le_1_5C,Is_Radiation_Fog_Risk,Is_WMO_Rain_Code,Is_Below_3SM_Visibility,Is_Below_1SM_Visibility,Is_Crosswind_10kt,Is_Tailwind_Default_Runway_5kt,Is_Low_Ceiling_Risk,Is_Severe_Convection_Risk,Is_Thunderstorm_Risk,Convective_Severity_Score,Runway_Wet_Risk,Forced_Runway_Swap_Risk,Weather_Delay_Risk_Score,Aviation_Operational_Risk_Score,Origin,Departure_Delay,Destination_Congestion_Risk,Taxi_Out_Congestion,Previous_Station_Disruption,Runway_Swap_Event,Turnaround_Buffer,Tail_Stagnation_Duration
2025-12-16,2025-12-16 00:30,2025-12-16 00:30,Tokyo,NRT,Vietnam Airlines,VN318,21:30,2,21-23,3.0,Departed,VN-A336,A321,passenger,0,35R,0.0,1.0,False,True,True,matched,complete,False,Departure,FSC,1.0,1.0,0.0,0.0,0.0,0.375,4.0,0.0,0.0,0.0,0.0,Early_Morning,0.0,0.0,0.0,98.0,0.0,0.0,22.2,0.4,100.0,1016.0,95.0,8800.0,21.4,51.0,140.0,1.2,100.0,5.47,0.0,0.0,0.0,0.8,NW,29.0,2.16,1.05,1.89,0.0,0.2,0.1,-0.7,0.4,1.7,2.0,2.16,1.26,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,3.0,DAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-16,2025-12-16 00:30,2025-12-16 00:30,Macau,MFM,Air Macau,NX977,21:30,0,18-20,4.0,Departed,B-MBA,A321,general aviation,1,35R,,,False,True,True,matched,complete,False,Departure,FSC,1.0,1.0,0.0,0.0,0.0,0.375,4.0,0.0,0.0,0.0,0.0,Early_Morning,0.0,0.0,0.0,98.0,0.0,0.0,22.2,0.4,100.0,1016.0,95.0,8800.0,21.4,51.0,140.0,1.2,100.0,5.47,0.0,0.0,0.0,0.8,NW,29.0,2.16,1.05,1.89,0.0,0.2,0.1,-0.7,0.4,1.7,2.0,2.16,1.26,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,3.0,DAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-16,2025-12-16 00:40,2025-12-16 01:15,Seoul,ICN,Air Seoul,RS512,21:40,2,14-17,5.0,Departed,HL7790,A321,passenger,1,35R,1.0,0.0,False,True,True,matched,complete,False,Departure,LCC,1.0,1.0,0.0,0.0,0.0,0.4583333333333333,8.0,0.0,0.0,0.0,0.0,Early_Morning,0.0,0.0,0.0,98.0,0.0,0.0,22.1,0.8,100.0,1015.8,93.0,7100.0,21.0,53.0,100.0,1.4,100.0,4.41,0.0,0.0,0.0,1.1,N,1.0,1.78,0.03,1.78,0.0,-0.1,-0.2,-0.7,0.8,2.4,2.7,2.16,1.05,0.38,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,3.0,DAD,35.0,0.0,2.0,0.0,1.0,0.0,0.0
2025-12-16,2025-12-16 00:45,2025-12-16 01:35,Busan,PUS,Air Busan,BX774,21:45,0,35-38,7.0,Departed,HL8365,A321,general aviation,1,35R,,,False,True,True,matched,complete,False,Departure,LCC,1.0,1.0,-25.0,0.0,0.0,0.4583333333333333,9.0,0.0,0.0,0.0,0.0,Early_Morning,0.0,0.0,0.0,60.0,50.0,1.0,22.1,0.8,100.0,1015.8,93.0,7100.0,21.0,53.0,100.0,1.4,100.0,4.41,0.0,0.0,0.0,1.1,N,1.0,1.78,0.03,1.78,0.0,-0.1,-0.2,-0.7,0.8,2.4,2.7,2.16,1.05,0.38,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,3.0,DAD,50.0,0.0,2.0,0.0,1.0,10.0,0.0
2025-12-16,2025-12-16 01:00,2025-12-16 01:00,Daegu,TAE,T'Way Air,TW30,20:35,2,31-32,8.0,Departed,HL8067,B738,passenger,0,35R,0.0,1.0,False,True,True,matched,complete,False,Departure,LCC,1.0,1.0,0.0,0.0,0.0,0.4583333333333333,6.0,0.0,0.0,0.0,0.0,Early_Morning,0.0,0.0,0.0,98.0,0.0,0.0,22.1,0.8,100.0,1015.8,93.0,7100.0,21.0,53.0,100.0,1.4,100.0,4.41,0.0,0.0,0.0,1.1,N,1.0,1.78,0.03,1.78,0.0,-0.1,-0.2,-0.7,0.8,2.4,2.7,2.16,1.05,0.38,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,3.0,DAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-16,2025-12-16 01:05,2025-12-16 01:05,Busan,PUS,Jin Air,LJ112,21:55,2,50-53,2.0,Departed,HL7561,B738,passenger,1,35R,0.0,1.0,False,True,True,matched,complete,False,Departure,LCC,1.0,1.0,0.0,0.0,0.0,0.375,8.0,0.0,0.0,0.0,0.0,Early_Morning,0.0,0.0,0.0,98.0,0.0,0.0,22.1,0.8,100.0,1015.8,93.0,7100.0,21.0,53.0,100.0,1.4,100.0,4.41,0.0,0.0,0.0,1.1,N,1.0,1.78,0.03,1.78,0.0,-0.1,-0.2,-0.7,0.8,2.4,2.7,2.16,1.05,0.38,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,3.0,DAD,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2025-12-16,2025-12-16 01:20,2025-12-16 01:20,Seoul,ICN,Eastar Jet,ZE594,22:20,2,9-12,9.0,Departed,HL8543,B38M,passenger,1,35R,0.0,1.0,False,True,True,matched,complete,False,Departure,LCC,1.0,1.0,-25.0,0.0,0.0,0.2916666666666667,9.0,0.0,0.0,0.0,0.0,Early_Morning,0.0,0.0,0.0,60.0,0.0,0.0,22.1,0.8,100.0,1015.8,93.0,7100.0,21.0,53.0,100.0,1.4,100.0,4.41,0.0,0.0,0.0,1.1,N,1.0,1.78,0.03,1.78,0.0,-0.1,-0.2,-0.7,0.8,2.4,2.7,2.16,1.05,0.38,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,3.0,DAD,0.0,0.0,2.0,0.0,0.0,85.0,25.0
2025-12-16,2025-12-16 01:30,2025-12-16 01:30,Seoul,ICN,T'Way Air,TW14,21:20,2,33-34,10.0,Departed,HL8000,B738,passenger,1,35R,0.0,1.0,False,True,True,matched,complete,False,Departure,LCC,1.0,1.0,0.0,0.0,0.0,0.375,10.0,0.0,0.0,0.0,0.0,Early_Morning,0.0,0.0,0.0,98.0,0.0,0.0,22.1,0.8,100.0,1015.8,93.0,7100.0,21.0,53.0,100.0,1.4,100.0,4.41,0.0,0.0,0.0,1.1,N,1.0,1.78,0.03,1.78,0.0,-0.1,-0.2,-0.7,0.8,2.4,2.7,2.16,1.05,0.38,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,3.0,DAD,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2025-12-16,2025-12-16 02:00,2025-12-16 02:00,Busan,PUS,Air Busan,BX7325,22:10,0,39-40,4.0,Departed,HL8257,A321,general aviation,1,35R,,,False,True,True,matched,complete,False,Departure,LCC,1.0,1.0,0.0,0.0,0.0,0.16666666666666666,10.0,0.0,0.0,0.0,0.0,Early_Morning,0.0,0.0,0.0,98.0,0.0,0.0,22.0,1.3,100.0,1015.0,94.0,5640.0,21.1,61.0,80.0,1.4,100.0,3.5,0.0,0.0,0.0,0.9,NE,38.0,1.46,0.9,1.15,0.0,-0.1,0.0,-1.4,1.3,2.5,3.9,2.16,1.05,0.7,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,3.0,DAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-16,2025-12-16 02:00,2025-12-16 02:00,Cheongju,CJJ,Aero-K Airlines,RF532,23:00,2,4-7,5.0,Departed,HL8562,A320,passenger,1,35R,1.0,0.0,False,True,True,matched,complete,False,Departure,LCC,1.0,1.0,20.0,0.0,0.0,0.16666666666666666,10.0,0.0,0.0,0.0,0.0,Early_Morning,0.0,0.0,0.0,50.0,0.0,0.0,22.0,1.3,100.0,1015.0,94.0,5640.0,21.1,61.0,80.0,1.4,100.0,3.5,0.0,0.0,0.0,0.9,NE,38.0,1.46,0.9,1.15,0.0,-0.1,0.0,-1.4,1.3,2.5,3.9,2.16,1.05,0.7,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,3.0,DAD,0.0,0.0,0.0,0.0,0.0,55.0,5.0
2025-12-16,2025-12-16 03:00,2025-12-16 03:00,Busan,PUS,Korean Air,KE2094,00:00,2,16-22,6.0,Departed,HL7709,A333,passenger,1,35R,1.0,0.0,False,True,True,matched,complete,False,Departure,FSC,1.0,1.0,0.0,0.0,0.0,0.041666666666666664,3.0,0.0,0.0,0.0,1.0,Early_Morning,0.0,0.0,0.0,98.0,0.0,0.0,21.7,0.8,100.0,1014.6,96.0,5400.0,21.0,53.0,40.0,1.2,99.0,3.36,0.0,0.0,0.0,0.7,NE,76.0,1.89,1.83,0.46,0.0,-0.3,-0.5,-1.4,0.8,2.9,4.6,1.89,1.83,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,3.0,DAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-16,2025-12-16 05:45,2025-12-16 05:45,Hanoi,HAN,VietJet Air,VJ502,03:45,1,27-34,4.0,Departed,VN-A651,A321,passenger,0,35R,1.0,0.0,False,True,True,matched,complete,False,Departure,LCC,1.0,1.0,0.0,0.0,0.0,0.125,2.0,0.0,0.0,0.0,0.0,Early_Morning,0.0,0.0,0.0,98.0,0.0,0.0,21.9,0.3,100.0,1014.7,96.0,9180.0,21.1,51.0,70.0,1.2,100.0,5.7,0.0,0.0,0.0,0.8,N,11.0,1.35,0.26,1.33,0.0,0.1,-0.1,-0.3,0.3,1.5,4.0,1.89,1.83,0.54,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,3.0,DAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-16,2025-12-16 05:45,2025-12-16 05:45,Da Lat,DLI,Vietnam Airlines,VN1955,07:50,1,3-16,7.0,Departed,VN-A395,A321,passenger,0,35R,1.0,0.0,False,True,True,matched,complete,False,Departure,FSC,1.0,1.0,0.0,0.0,0.0,0.125,2.0,0.0,0.0,0.0,0.0,Early_Morning,0.0,0.0,0.0,98.0,0.0,0.0,21.9,0.3,100.0,1014.7,96.0,9180.0,21.1,51.0,70.0,1.2,100.0,5.7,0.0,0.0,0.0,0.8,N,11.0,1.35,0.26,1.33,0.0,0.1,-0.1,-0.3,0.3,1.5,4.0,1.89,1.83,0.54,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,3.0,DAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-16,2025-12-16 06:00,2025-12-16 06:00,Ho Chi Minh City,SGN,Vietnam Airlines,VN101,04:00,1,3-16,6.0,Departed,VN-A503,A21N,passenger,0,35R,1.0,0.0,False,True,True,matched,complete,False,Departure,FSC,1.0,1.0,0.0,0.0,0.0,0.16666666666666666,3.0,0.0,0.0,0.0,0.0,Morning,0.0,0.0,0.0,98.0,0.0,0.0,21.9,0.1,100.0,1014.6,96.0,6220.0,21.1,51.0,110.0,1.0,100.0,3.86,0.0,0.0,0.0,0.8,N,15.0,1.08,0.28,1.04,0.0,0.0,0.2,0.0,0.1,0.8,3.7,1.35,0.28,0.27,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,3.0,DAD,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2025-12-16,2025-12-16 06:25,2025-12-16 06:25,Ho Chi Minh City,SGN,VietJet Air,VJ621,04:25,1,27-34,5.0,Departed,VN-A640,A321,passenger,0,35R,1.0,0.0,False,True,True,matched,complete,False,Departure,LCC,1.0,1.0,0.0,0.0,0.0,0.125,4.0,0.0,0.0,0.0,0.0,Morning,0.0,0.0,0.0,98.0,0.0,0.0,21.9,0.1,100.0,1014.6,96.0,6220.0,21.1,51.0,110.0,1.0,100.0,3.86,0.0,0.0,0.0,0.8,N,15.0,1.08,0.28,1.04,0.0,0.0,0.2,0.0,0.1,0.8,3.7,1.35,0.28,0.27,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,3.0,DAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-16,2025-12-16 06:35,2025-12-16 06:35,Hanoi,HAN,Vietnam Airlines,VN156,04:35,1,3-16,9.0,Departed,VN-A602,A321,passenger,0,35R,0.0,1.0,False,True,True,matched,complete,False,Departure,FSC,1.0,1.0,0.0,0.0,0.0,0.08333333333333333,5.0,0.0,0.0,0.0,0.0,Morning,0.0,0.0,0.0,98.0,0.0,0.0,21.9,0.1,100.0,1014.6,96.0,6220.0,21.1,51.0,110.0,1.0,100.0,3.86,0.0,0.0,0.0,0.8,N,15.0,1.08,0.28,1.04,0.0,0.0,0.2,0.0,0.1,0.8,3.7,1.35,0.28,0.27,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,3.0,DAD,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2025-12-16,2025-12-16 07:50,2025-12-16 07:50,Ho Chi Minh City,SGN,VietJet Air,VJ629,05:50,1,27-34,3.0,Departed,VN-A630,A321,passenger,0,35R,0.0,1.0,False,True,True,matched,complete,False,Departure,LCC,1.0,1.0,0.0,0.0,0.0,0.4166666666666667,6.0,0.0,0.0,0.0,0.0,Morning,1.0,0.0,0.0,98.0,0.0,1.0,22.2,0.2,100.0,1015.3,95.0,9740.0,21.4,51.0,110.0,0.6,65.0,6.05,0.0,0.0,0.0,0.8,NW,14.0,2.65,0.64,2.57,0.0,0.3,0.4,0.7,0.2,0.6,3.1,2.65,0.64,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,DAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-16,2025-12-16 07:50,2025-12-16 07:50,Hanoi,HAN,VietJet Air,VJ506,05:50,1,27-34,2.0,Departed,VN-A687,A321,passenger,1,35R,0.0,1.0,False,True,True,matched,complete,False,Departure,LCC,1.0,1.0,-5.0,0.0,0.0,0.4166666666666667,6.0,0.0,0.0,0.0,0.0,Morning,1.0,0.0,0.0,60.0,0.0,1.0,22.2,0.2,100.0,1015.3,95.0,9740.0,21.4,51.0,110.0,0.6,65.0,6.05,0.0,0.0,0.0,0.8,NW,14.0,2.65,0.64,2.57,0.0,0.3,0.4,0.7,0.2,0.6,3.1,2.65,0.64,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,DAD,0.0,0.0,0.0,0.0,0.0,370.0,310.0
2025-12-16,2025-12-16 08:05,2025-12-16 08:05,Ho Chi Minh City,SGN,Vietnam Airlines,VN107,06:05,1,3-16,7.0,Departed,VN-A338,A321,passenger,0,35R,1.0,0.0,False,True,True,matched,complete,False,Departure,FSC,2.0,0.0,-6.0,0.0,0.0,0.4583333333333333,8.0,0.0,0.0,0.0,0.0,Morning,1.0,0.0,0.0,60.0,14.0,0.0,23.1,0.1,100.0,1015.8,91.0,10600.0,21.5,51.0,210.0,0.0,100.0,6.59,0.0,0.0,0.0,1.6,N,4.0,2.92,0.2,2.91,0.0,0.9,1.2,1.1,0.1,0.4,1.9,2.92,0.64,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,DAD,0.0,0.0,2.0,0.0,0.0,46.0,0.0
2025-12-16,2025-12-16 08:10,2025-12-16 08:10,Ho Chi Minh City,SGN,Bamboo Airways,QH151,06:10,1,43-45,4.0,Departed,JU-1410,A320,passenger,0,35R,1.0,0.0,False,True,True,matched,complete,False,Departure,LCC,2.0,0.0,-14.0,0.0,0.0,0.4583333333333333,9.0,0.0,0.0,0.0,0.0,Morning,1.0,0.0,0.0,50.0,6.0,1.0,23.1,0.1,100.0,1015.8,91.0,10600.0,21.5,51.0,210.0,0.0,100.0,6.59,0.0,0.0,0.0,1.6,N,4.0,2.92,0.2,2.91,0.0,0.9,1.2,1.1,0.1,0.4,1.9,2.92,0.64,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,DAD,0.0,0.0,1.0,0.0,0.0,44.0,0.0
2025-12-16,2025-12-16 08:25,2025-12-16 08:25,Phu Quoc Island,PQC,VietJet Air,VJ719,06:25,1,27-34,5.0,Departed,VN-A676,A320,passenger,0,35R,1.0,0.0,False,True,True,matched,complete,False,Departure,LCC,2.0,0.0,-2.0,0.0,0.0,0.3333333333333333,10.0,0.0,0.0,0.0,0.0,Morning,1.0,0.0,0.0,50.0,13.0,1.0,23.1,0.1,100.0,1015.8,91.0,10600.0,21.5,51.0,210.0,0.0,100.0,6.59,0.0,0.0,0.0,1.6,N,4.0,2.92,0.2,2.91,0.0,0.9,1.2,1.1,0.1,0.4,1.9,2.92,0.64,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,DAD,0.0,0.0,1.0,0.0,0.0,37.0,0.0
2025-12-16,2025-12-16 08:30,2025-12-16 08:30,Hanoi,HAN,Vietravel Airlines,VU638,06:30,1,22-24,6.0,Departed,VN-A129,A321,passenger,0,35R,1.0,0.0,False,True,True,matched,complete,False,Departure,LCC,2.0,0.0,11.0,0.0,0.0,0.4166666666666667,10.0,0.0,0.0,0.0,0.0,Morning,1.0,0.0,0.0,60.0,26.0,1.0,23.1,0.1,100.0,1015.8,91.0,10600.0,21.5,51.0,210.0,0.0,100.0,6.59,0.0,0.0,0.0,1.6,N,4.0,2.92,0.2,2.91,0.0,0.9,1.2,1.1,0.1,0.4,1.9,2.92,0.64,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,DAD,0.0,0.0,1.0,0.0,0.0,34.0,0.0
2025-12-16,2025-12-16 09:00,2025-12-16 09:00,Ho Chi Minh City,SGN,Vietnam Airlines,VN109,07:00,1,3-16,7.0,Departed,VN-A332,A321,passenger,0,35R,1.0,0.0,False,True,True,matched,complete,False,Departure,FSC,2.0,0.0,-8.0,0.0,0.0,0.5,11.0,0.0,0.0,0.0,0.0,Morning,1.0,0.0,0.0,60.0,12.0,2.0,24.0,0.1,100.0,1016.2,86.0,10480.0,21.5,51.0,180.0,-0.1,99.0,6.51,0.0,0.0,0.0,2.5,N,30.0,2.92,1.46,2.53,0.0,0.9,2.1,1.6,0.1,0.4,1.2,2.92,1.46,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,DAD,0.0,0.0,0.0,0.0,0.0,48.0,0.0
2025-12-16,2025-12-16 09:00,2025-12-16 09:00,Manila,MNL,Cebu Pacific,5J5759,06:00,2,7-10,5.0,Departed,RP-C4110,A20N,passenger,1,35R,1.0,0.0,False,True,True,matched,complete,False,Departure,LCC,1.0,1.0,-22.0,0.0,0.0,0.5,11.0,0.0,0.0,0.0,0.0,Morning,1.0,0.0,0.0,45.0,0.0,0.0,24.0,0.1,100.0,1016.2,86.0,10480.0,21.5,51.0,180.0,-0.1,99.0,6.51,0.0,0.0,0.0,2.5,N,30.0,2.92,1.46,2.53,0.0,0.9,2.1,1.6,0.1,0.4,1.2,2.92,1.46,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,DAD,0.0,0.0,0.0,0.0,0.0,82.0,37.0
2025-12-16,2025-12-16 09:25,2025-12-16 09:25,Hanoi,HAN,VietJet Air,VJ504,07:25,1,27-34,5.0,Departed,VN-A637,A321,passenger,0,35R,1.0,0.0,False,True,True,matched,complete,False,Departure,LCC,2.0,0.0,-9.0,0.0,0.0,0.6666666666666666,11.0,0.0,0.0,0.0,0.0,Morning,0.0,0.0,0.0,60.0,21.0,1.0,24.0,0.1,100.0,1016.2,86.0,10480.0,21.5,51.0,180.0,-0.1,99.0,6.51,0.0,0.0,0.0,2.5,N,30.0,2.92,1.46,2.53,0.0,0.9,2.1,1.6,0.1,0.4,1.2,2.92,1.46,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,DAD,0.0,0.0,0.0,0.0,0.0,39.0,0.0
2025-12-16,2025-12-16 09:30,2025-12-16 09:30,Hanoi,HAN,Bamboo Airways,QH104,07:30,1,43-45,3.0,Departed,VN-A597,A321,passenger,0,35R,0.0,1.0,False,True,True,matched,complete,False,Departure,LCC,1.0,1.0,0.0,0.0,0.0,0.5833333333333334,12.0,0.0,0.0,0.0,0.0,Morning,0.0,0.0,0.0,98.0,0.0,0.0,24.0,0.1,100.0,1016.2,86.0,10480.0,21.5,51.0,180.0,-0.1,99.0,6.51,0.0,0.0,0.0,2.5,N,30.0,2.92,1.46,2.53,0.0,0.9,2.1,1.6,0.1,0.4,1.2,2.92,1.46,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,DAD,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2025-12-16,2025-12-16 09:30,2025-12-16 09:30,Haiphong,HPH,Vietnam Airlines,VN1670,07:30,1,3-16,4.0,Departed,VN-A395,A321,passenger,0,35R,1.0,0.0,False,True,True,matched,complete,False,Departure,FSC,2.0,0.0,-18.0,0.0,0.0,0.5833333333333334,12.0,0.0,0.0,0.0,0.0,Morning,0.0,0.0,0.0,60.0,7.0,2.0,24.0,0.1,100.0,1016.2,86.0,10480.0,21.5,51.0,180.0,-0.1,99.0,6.51,0.0,0.0,0.0,2.5,N,30.0,2.92,1.46,2.53,0.0,0.9,2.1,1.6,0.1,0.4,1.2,2.92,1.46,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,DAD,0.0,0.0,1.0,0.0,0.0,53.0,0.0
2025-12-16,2025-12-16 09:40,2025-12-16 09:40,Bangkok,DMK,Thai Air Asia,FD635,06:40,2,49-51,7.0,Departed,HS-EAC,A21N,passenger,1,35R,1.0,0.0,False,True,True,matched,complete,False,Departure,LCC,1.0,1.0,-8.0,0.0,0.0,0.625,13.0,0.0,0.0,0.0,0.0,Morning,0.0,0.0,0.0,64.0,21.0,1.0,24.0,0.1,100.0,1016.2,86.0,10480.0,21.5,51.0,180.0,-0.1,99.0,6.51,0.0,0.0,0.0,2.5,N,30.0,2.92,1.46,2.53,0.0,0.9,2.1,1.6,0.1,0.4,1.2,2.92,1.46,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,DAD,0.0,0.0,3.0,0.0,0.0,43.0,0.0
2025-12-16,2025-12-16 09:50,2025-12-16 09:50,Kuala Lumpur,KUL,VietJet Air,VJ827,06:50,2,30-32,8.0,Departed,VN-A629,A321,passenger,0,35R,0.0,1.0,False,True,True,matched,complete,False,Departure,LCC,1.0,1.0,0.0,0.0,0.0,0.625,15.0,0.0,0.0,0.0,0.0,Morning,0.0,0.0,0.0,60.0,0.0,2.0,24.0,0.1,100.0,1016.2,86.0,10480.0,21.5,51.0,180.0,-0.1,99.0,6.51,0.0,0.0,0.0,2.5,N,30.0,2.92,1.46,2.53,0.0,0.9,2.1,1.6,0.1,0.4,1.2,2.92,1.46,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,DAD,0.0,0.0,1.0,0.0,0.0,350.0,290.0
2025-12-16,2025-12-16 09:50,2025-12-16 09:50,Hanoi,HAN,Vietnam Airlines,VN164,07:50,1,3-16,6.0,Departed,VN-A329,A321,passenger,0,35R,1.0,0.0,False,True,True,matched,complete,False,Departure,FSC,2.0,0.0,-10.0,0.0,0.0,0.625,15.0,0.0,0.0,0.0,0.0,Morning,0.0,0.0,0.0,60.0,10.0,2.0,24.0,0.1,100.0,1016.2,86.0,10480.0,21.5,51.0,180.0,-0.1,99.0,6.51,0.0,0.0,0.0,2.5,N,30.0,2.92,1.46,2.53,0.0,0.9,2.1,1.6,0.1,0.4,1.2,2.92,1.46,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,DAD,0.0,0.0,1.0,0.0,0.0,50.0,0.0
