feature,Departure_Delay,Departure_Delay_Reg_Target,Arrival_Delay,Accumulated_Delay,Turnaround_Buffer,Turnaround_Buffer_Model,Tail_Stagnation_Duration,Tail_Stagnation_Duration_Model,Turnaround_Deficit_Min,Turnaround_Slack_Min,Standard_Turnaround,Tail_Sequence_Day,Prev_Departure_Delay_Tail_1,Prev_Departure_Delay_Tail_2,Prev_Turnaround_Buffer_Tail_1,Prev_Turnaround_Buffer_Tail_2,Rolling_Departure_Delay_Tail_3,Rolling_Turnaround_Buffer_Tail_3,Prev_Departure_Delay_Airport_1,Rolling_Departure_Delay_Airport_3,Airport_Load_Factor,Number_of_Flights_in_Last_Hour,Flight_Density_Disruption,Previous_Station_Disruption,Destination_Congestion_Risk,Taxi_Out_Congestion,A_CDM_TOBT_Deficit,Ground_Handling_Pressure,Terminal,Is_First_Flight,Is_Fixed_Flight,Has_Matched_Arrival,Is_Imputed_Link,Is_Diverted_Prev,Is_Airport_Congested,Is_Parallel_Usage,Is_Wide_Body,Peak_Hour_Indicator,Is_Special_Days,Is_Long_Ground_Turnaround,Exclude_From_Propagation_Training
Airport_Load_Factor,0.3623132140830002,0.36441724181656276,-0.022526289957731017,0.0339870283098368,-0.1978955448648112,-0.2002622051797791,-0.18041293794400579,-0.17356072330559327,0.15595906549233968,-0.18042527839592226,0.20890039216620468,0.23870895773372333,0.08671695732817425,0.09136605511942368,-0.01318051273584085,0.008829549726458583,0.1233937641251914,0.011883159124458835,-0.17319706321940814,-0.1736230487754577,1.0,0.8275786448390975,0.020364651889489573,-0.00647282770316326,0.049591242569603386,0.5628602398323367,0.2855539340432795,0.3723151871596569,0.20204951610512406,-0.2674093763861681,-0.07250726460202811,0.02062520842042721,-0.026214554730730637,-0.0005605225723676865,0.6906492872440829,0.5492476238246676,0.03699487805115309,0.07776811275989977,0.06897114544636437,-0.05478451891896409,-0.02062520842042721
Number_of_Flights_in_Last_Hour,0.44268936755324617,0.44733501796934205,-0.05177928129719631,0.0075300740705165434,-0.14965791324217784,-0.1507454538807946,-0.15870115660317557,-0.15187555742783096,0.15155915085287425,-0.15871297044646887,0.360227887797622,0.21763392625491002,0.1182250634911188,0.1234373819993297,-0.005921467974452204,0.013346668599262089,0.14957607517730792,0.015125366359245503,-0.07845606433766616,-0.020446786859689293,0.8275786448390975,1.0,0.018085979044127575,-0.00589813245860045,0.01798029127155722,0.6309764297985808,0.3145661493315273,0.4162088382320611,0.3177469123479252,-0.23782173425326902,-0.07057547575918617,0.03200092561871872,-0.037644195144405895,0.0026951972944937114,0.7560463047233122,0.2809814212906675,0.07492775245979119,0.07507972089439273,0.052769770275832524,-0.05080916811155399,-0.03200092561871872
Flight_Density_Disruption,-0.00500054631445752,-0.005030520919370394,-0.0012901049535397188,-0.0027737522611923095,0.0014103011288009637,0.0031475257857919185,-0.0012557700193830785,-0.000713577815299982,0.004582366348817657,-0.0012557653384135633,0.004479225528217685,-0.007582987956127462,-0.006262966859036757,-0.00022933828760965988,0.01077542578692541,0.00036943171416566094,-0.00414613025844934,0.011285559573663614,0.015154017311796709,0.006094131362279755,0.020364651889489573,0.018085979044127575,1.0,-0.0001805831807154948,-0.004463843615654224,0.017211759019355236,4.809915041600044e-05,0.004912862861669832,0.010519217702418072,0.0029892647420884056,0.006805340194091723,0.0017051382022640657,-0.002228359279024763,-0.00036761330876163885,0.006013594203928595,-0.008272753139502742,-0.0016261323107315759,-0.0033906082585304464,-0.007132287070270931,-0.002418579404501217,-0.0017051382022640657
Previous_Station_Disruption,-0.008928702808687957,-0.008720009890335344,-0.004261947869530817,-0.0028520296320357985,-0.0015836190157092324,-0.0014494069310563927,-0.004566028075075206,-0.004395586564288275,0.00422947200517171,-0.004566011054890065,-0.005161668106392676,0.003075235615292497,-0.008101773678412244,-0.006875916691190143,0.010768461676578502,-0.0017803498206193473,-0.00838231524887484,0.008389303546276563,-0.010967276033828924,-0.0018233387656354293,-0.00647282770316326,-0.00589813245860045,-0.0001805831807154948,1.0,-0.002315880246872517,0.0007651850223077358,0.0008810289877192511,-0.006379593649681859,-0.006182228934302021,-0.008909376376171837,-0.00019993985550936856,0.0008846402833116075,-0.001156091853023437,-0.0001907209287670694,-0.007048808345447348,-0.004291975085291845,-0.004005002948576045,-0.005936511708649198,-0.003700291534214933,-0.0012547796810655418,-0.0008846402833116075
Destination_Congestion_Risk,0.06027069491283146,0.05986758410112278,0.043982937888925405,0.06113721089530382,-0.09099199279677671,-0.09038909234778798,-0.05807800060670812,-0.05351378830615333,0.08037128807801786,-0.058088446835900004,0.012327339892526053,0.19905717279586982,0.04446762493523215,0.017562696510513613,-0.025355963699353935,0.011490830729900986,0.03937517631024506,0.005119933805039968,-0.031425179965302266,-0.06433301993470075,0.049591242569603386,0.01798029127155722,-0.004463843615654224,-0.002315880246872517,1.0,0.015366352249898428,0.07948869507403883,0.07933318376616219,-0.09781660271655557,-0.18427202168187076,-0.09141870847673116,-0.053814807183486045,0.04122397649575379,-0.004714439057255334,0.03564912413352179,0.04870306927417502,0.045789668652940325,0.024687097009523637,0.02270973184340281,-0.026378635322652555,0.053814807183486045
Taxi_Out_Congestion,0.27628028486438927,0.27987400665824724,-0.047870148909472075,-0.014300247733054003,-0.006339084809272242,-0.007403643733130241,-0.008923490027839574,-0.007298660055843957,0.021135187905174838,-0.00892508557988392,0.23553555054822628,0.07905096133717221,0.061820787506955285,0.08988019314892849,0.007490361959102724,0.010737708360512313,0.09736618982832433,0.02299938592952363,-0.2194125896938368,-0.24055751815366258,0.5628602398323367,0.6309764297985808,0.017211759019355236,0.0007651850223077358,0.015366352249898428,1.0,0.12459057820655624,0.22521279488857893,0.19663163931157884,-0.1080556598078909,-0.011560843483097768,0.03184543792229033,-0.03248860535543456,0.005060045022766322,0.45753450318704236,0.21452959198403526,0.015184137319904504,0.11053591085184514,0.022674033957135502,-0.00789727097166,-0.03184543792229033
A_CDM_TOBT_Deficit,0.23604440532737875,0.23611403637829403,0.0773576489200001,0.07517363601610613,-0.8447875081910505,-0.8632575995308623,-0.8017020829790346,-0.7980480983555904,0.8060134458806553,-0.8016990945791262,0.14032672795856863,0.2821596029681903,0.004258627386495448,-0.0031691164458118545,-0.0948582783305111,-0.037762769256482906,0.013517521592591168,-0.0640292887631485,-0.08642825068102078,-0.06253973464886507,0.2855539340432795,0.3145661493315273,4.809915041600044e-05,0.0008810289877192511,0.07948869507403883,0.12459057820655624,1.0,0.2080826950992304,0.04360245221612428,-0.28933089372276194,-0.0864301204825845,-0.0029781353664423025,-0.047619476700220556,-0.00928997281586407,0.24147443062976465,0.10397542936770972,0.05428433986882861,-0.020917838930826393,0.009487507137195325,-0.13179426653395285,0.0029781353664423025
Ground_Handling_Pressure,0.31953461136742706,0.318993345517925,0.04704048398443249,0.12705605367053577,-0.16934531246332024,-0.15359791407721757,-0.09169724807703446,-0.06211401202699245,0.1320696761849048,-0.09174407014406873,0.21850433013605908,0.42792862762698275,0.16609893115332694,0.1518228268359045,0.019599001214962587,0.048569076526026406,0.20403061330082273,0.12366240920188391,-0.08397914384196759,-0.051383421546012505,0.3723151871596569,0.4162088382320611,0.004912862861669832,-0.006379593649681859,0.07933318376616219,0.22521279488857893,0.2080826950992304,1.0,0.04016599464514917,-0.46696786187142536,-0.21114381438452587,-0.01825097414009057,0.016914641584257196,0.006858447624458671,0.30175062007911535,0.12384347472973217,-0.004773709217683559,0.021210067215092124,0.03258251726202282,-0.13749598193654775,0.01825097414009057
Terminal,0.0046111786137246055,0.007007601587450867,-0.04312126026414891,-0.06185596943051746,0.013919087146058284,0.011804689504226232,-0.03638633534113095,-0.04182145178060215,0.012617775836303705,-0.03637022195157786,0.14373084856891152,-0.09378120217755252,-0.050197372013636034,-0.05265981501516721,-0.0505743991560562,-0.05540704540980049,-0.08185912142147622,-0.07516377314133861,-0.02150439086525361,0.02073618820170327,0.20204951610512406,0.3177469123479252,0.010519217702418072,-0.006182228934302021,-0.09781660271655557,0.19663163931157884,0.04360245221612428,0.04016599464514917,1.0,0.11008134175889077,0.11500032253232245,0.04741575299298567,-0.04933614586804524,0.0023515622161271554,0.17094901416947572,-0.008642274994840682,0.0738547523279247,-0.046393289337148876,0.0034482423188559918,0.01739742019731335,-0.04741575299298567
Is_First_Flight,-0.2010102081486114,-0.2009283403726436,-0.05084163844104548,-0.2712170039414538,0.3334640052337555,0.32904929335968625,0.27341837920838413,0.25133505054955574,-0.2666969019845831,0.27342914240477667,-0.00480788166092404,-0.9146821639341292,0.032598691735241866,-0.014288950830621547,-0.06549846372041664,-0.0685908841874881,-0.03246150132287636,-0.17776196305346628,0.10593452939764074,0.1143120374550683,-0.2674093763861681,-0.23782173425326902,0.0029892647420884056,-0.008909376376171837,-0.18427202168187076,-0.1080556598078909,-0.28933089372276194,-0.46696786187142536,0.11008134175889077,1.0,0.2988002409170905,0.05330910345866693,-0.038554093166637896,-0.00041038731756961114,-0.20678285782249164,-0.12178895648049799,0.11594270911991619,-0.04266626756498454,-0.010391699760405106,0.13515033463961185,-0.05330910345866693
