Airport,Row_Index,Time,Column,Value,Physical_Lower,Physical_Upper,IQR_Lower,IQR_Upper,Is_Physical_Outlier,Is_IQR_Outlier
DAD,1904,2026-03-04 08:00:00,visibility,8320.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,1909,2026-03-04 13:00:00,visibility,13640.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,1949,2026-03-06 05:00:00,visibility,10540.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,1952,2026-03-06 08:00:00,visibility,11860.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,1953,2026-03-06 09:00:00,visibility,14620.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,1954,2026-03-06 10:00:00,visibility,11960.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,1972,2026-03-07 04:00:00,visibility,12640.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,1973,2026-03-07 05:00:00,visibility,10040.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,1974,2026-03-07 06:00:00,visibility,12580.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2011,2026-03-08 19:00:00,visibility,11060.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2015,2026-03-08 23:00:00,visibility,13000.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2017,2026-03-09 01:00:00,visibility,12600.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2018,2026-03-09 02:00:00,visibility,6440.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2019,2026-03-09 03:00:00,visibility,7680.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2020,2026-03-09 04:00:00,visibility,8040.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2021,2026-03-09 05:00:00,visibility,9000.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2022,2026-03-09 06:00:00,visibility,6300.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2023,2026-03-09 07:00:00,visibility,6000.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2024,2026-03-09 08:00:00,visibility,5360.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2025,2026-03-09 09:00:00,visibility,6420.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2027,2026-03-09 11:00:00,visibility,6020.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2032,2026-03-09 16:00:00,visibility,14200.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2035,2026-03-09 19:00:00,visibility,13560.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2036,2026-03-09 20:00:00,visibility,11820.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2037,2026-03-09 21:00:00,visibility,5440.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2038,2026-03-09 22:00:00,visibility,5440.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2039,2026-03-09 23:00:00,visibility,3960.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2040,2026-03-10 00:00:00,visibility,4220.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2041,2026-03-10 01:00:00,visibility,7580.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2042,2026-03-10 02:00:00,visibility,4240.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2043,2026-03-10 03:00:00,visibility,4700.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2044,2026-03-10 04:00:00,visibility,5400.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2045,2026-03-10 05:00:00,visibility,4400.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2046,2026-03-10 06:00:00,visibility,4420.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2047,2026-03-10 07:00:00,visibility,4380.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2048,2026-03-10 08:00:00,visibility,5700.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2049,2026-03-10 09:00:00,visibility,5400.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2050,2026-03-10 10:00:00,visibility,7460.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2056,2026-03-10 16:00:00,visibility,14240.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2057,2026-03-10 17:00:00,visibility,13160.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2089,2026-03-12 01:00:00,visibility,14100.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2105,2026-03-12 17:00:00,visibility,11720.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2106,2026-03-12 18:00:00,visibility,9960.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2107,2026-03-12 19:00:00,visibility,8460.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2108,2026-03-12 20:00:00,visibility,10180.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2109,2026-03-12 21:00:00,visibility,6660.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2110,2026-03-12 22:00:00,visibility,11680.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2112,2026-03-13 00:00:00,visibility,14000.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2113,2026-03-13 01:00:00,visibility,13320.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2114,2026-03-13 02:00:00,visibility,12240.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2115,2026-03-13 03:00:00,visibility,8900.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2116,2026-03-13 04:00:00,visibility,9340.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2117,2026-03-13 05:00:00,visibility,8540.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2118,2026-03-13 06:00:00,visibility,6180.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2119,2026-03-13 07:00:00,visibility,10500.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2126,2026-03-13 14:00:00,visibility,9180.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2127,2026-03-13 15:00:00,visibility,7700.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2128,2026-03-13 16:00:00,visibility,8960.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2129,2026-03-13 17:00:00,visibility,7960.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2130,2026-03-13 18:00:00,visibility,6020.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2131,2026-03-13 19:00:00,visibility,5980.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2132,2026-03-13 20:00:00,visibility,7260.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2133,2026-03-13 21:00:00,visibility,5480.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2134,2026-03-13 22:00:00,visibility,6120.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2135,2026-03-13 23:00:00,visibility,5680.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2136,2026-03-14 00:00:00,visibility,6040.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2137,2026-03-14 01:00:00,visibility,6080.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2138,2026-03-14 02:00:00,visibility,5820.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2139,2026-03-14 03:00:00,visibility,7500.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2140,2026-03-14 04:00:00,visibility,7040.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2141,2026-03-14 05:00:00,visibility,6080.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2142,2026-03-14 06:00:00,visibility,5920.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2143,2026-03-14 07:00:00,visibility,9420.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2144,2026-03-14 08:00:00,visibility,12280.0,0.0,50000.0,14780.0,31160.0,False,True
DAD,2158,2026-03-14 22:00:00,visibility,14160.0,0.0,50000.0,14780.0,31160.0,False,True
