Airport,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
DAD,11.956521739130435,11.956521739130435,20.652173913043477,23.91304347826087,28.26086956521739,29.347826086956523,27.173913043478258,27.173913043478258,3.260869565217391,1.0869565217391304,1.0869565217391304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1739130434782608,7.608695652173914
HAN,0.0,1.0869565217391304,2.1739130434782608,2.1739130434782608,4.3478260869565215,5.434782608695652,3.260869565217391,2.1739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SGN,0.0,1.0869565217391304,1.0869565217391304,2.1739130434782608,2.1739130434782608,3.260869565217391,3.260869565217391,2.1739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
