Airport,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
DAD,19.565217391304348,25.0,20.652173913043477,26.08695652173913,35.869565217391305,36.95652173913043,40.21739130434783,38.04347826086957,25.0,22.82608695652174,22.82608695652174,16.304347826086957,20.652173913043477,15.217391304347828,13.043478260869565,9.782608695652174,10.869565217391305,15.217391304347828,14.130434782608695,13.043478260869565,20.652173913043477,21.73913043478261,22.82608695652174,19.565217391304348
HAN,50.0,56.52173913043478,64.13043478260869,68.47826086956522,68.47826086956522,68.47826086956522,71.73913043478261,65.21739130434783,67.3913043478261,57.608695652173914,63.04347826086957,67.3913043478261,66.30434782608695,52.17391304347826,44.565217391304344,48.91304347826087,39.130434782608695,31.521739130434785,27.173913043478258,30.434782608695656,28.26086956521739,26.08695652173913,38.04347826086957,42.391304347826086
SGN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
