Airport,rain_rate_pct,thunderstorm_rate_pct,low_visibility_rate_pct,crosswind_max,headwind_max,risk_mean
DAD,40.35326086956522,26.721014492753625,18.478260869565215,20.78,24.44,1.071105072463768
HAN,17.255434782608695,14.08514492753623,5.932971014492754,26.68,19.17,1.013586956521739
SGN,10.82427536231884,6.974637681159421,2.2644927536231885,18.8,8.95,0.3138586956521739
