,Airport,_hour,risk_mean,risk_positive_rate_pct,precip_mean,rain_rate_pct
53,SGN,5,0.010869565217391304,1.0869565217391304,0.003260869565217392,2.1739130434782608
54,SGN,6,0.03260869565217391,3.260869565217391,0.004347826086956522,3.260869565217391
55,SGN,7,0.021739130434782608,2.1739130434782608,0.015217391304347825,5.434782608695652
56,SGN,8,0.043478260869565216,4.3478260869565215,0.03804347826086957,4.3478260869565215
57,SGN,9,0.05434782608695652,5.434782608695652,0.05217391304347826,6.521739130434782
58,SGN,10,0.08695652173913043,7.608695652173914,0.07065217391304347,13.043478260869565
59,SGN,11,0.08695652173913043,8.695652173913043,0.05217391304347826,14.130434782608695
60,SGN,12,0.09782608695652174,8.695652173913043,0.12934782608695652,16.304347826086957
61,SGN,13,0.13043478260869565,13.043478260869565,0.08260869565217392,18.478260869565215
62,SGN,14,0.13043478260869565,11.956521739130435,0.13695652173913042,21.73913043478261
63,SGN,15,0.17391304347826086,15.217391304347828,0.32065217391304346,30.434782608695656
64,SGN,16,0.1956521739130435,16.304347826086957,0.1826086956521739,31.521739130434785
65,SGN,17,0.15217391304347827,14.130434782608695,0.20652173913043478,31.521739130434785
66,SGN,18,0.09782608695652174,7.608695652173914,0.2326086956521739,20.652173913043477
67,SGN,19,0.07608695652173914,7.608695652173914,0.10217391304347827,13.043478260869565
68,SGN,20,0.05434782608695652,5.434782608695652,0.015217391304347827,7.608695652173914
69,SGN,21,0.03260869565217391,3.260869565217391,0.06304347826086956,4.3478260869565215
70,SGN,22,0.021739130434782608,2.1739130434782608,0.03043478260869565,5.434782608695652
71,SGN,23,0.0,0.0,0.0,0.0
