Crawl_Date,Actual_Time,Flight_Time,Origin,IATA,Airline,Flight_No,Terminal,Arrival_Runway,Status,Tail_Number,Aircraft_Type,Category
2025-12-22,19:18,01:39,Chongqing,CKG,West Air,PN6423,2,11L,Landed,B-1817,A320,passenger
2025-12-22,19:13,10:21,Leipzig,LEJ,DHL Air,QY578,0,11L,Landed,D-ALMG,A333,cargo
2025-12-22,19:11,01:22,Siem Reap,SAI,Vietnam Airlines,VN836,2,11L,Landed,VN-A602,A321,passenger
2025-12-22,18:56,01:34,Buon Ma Thuot,BMV,VietJet Air,VJ1492,1,11L,Landed,VN-A677,A321,passenger
2025-12-22,18:53,01:49,Hong Kong,HKG,Hong Kong Airlines,HX528,2,11L,Landed,B-LPN,A320,passenger
2025-12-22,18:50,01:51,Ho Chi Minh City,SGN,Vietnam Airlines,VN7208,1,11L,Landed,VN-A512,A21N,passenger
2025-12-22,18:47,04:52,Osaka,KIX,VietJet Air,VJ931,2,29R,Landed,VN-A500,A21N,passenger
2025-12-22,18:44,02:34,Lanzhou,LHW,Spring Airlines,9C7219,2,11L,Landed,B-327J,A20N,passenger
2025-12-22,18:41,01:13,Da Nang,DAD,Vietnam Airlines,VN174,1,11L,Landed,VN-A507,A21N,passenger
2025-12-22,18:38,01:38,Shenzhen,SZX,Shenzhen Airlines,ZH105,2,11L,Landed,B-5401,B738,passenger
2025-12-22,18:35,01:44,Nha Trang,CXR,Vietnam Airlines,VN1558,1,11L,Landed,VN-A616,A21N,passenger
2025-12-22,18:32,01:53,Hong Kong,HKG,Cathay Pacific,CX743,2,11L,Landed,B-HNS,B773,passenger
2025-12-22,18:30,01:55,Ho Chi Minh City,SGN,VietJet Air,VJ134,1,11L,Landed,VN-A578,A21N,passenger
2025-12-22,18:27,01:14,Luang Prabang,LPQ,Lao Airlines,QV313,2,11L,Landed,RDPL-34225,AT76,passenger
2025-12-22,18:24,04:00,Jakarta,CGK,VietJet Air,VJ928,2,11L,Landed,VN-A676,A320,passenger
2025-12-22,18:21,01:43,Ho Chi Minh City,SGN,Vietnam Airlines,VN216,1,N/A,Landed,VN-A871,B789,passenger
2025-12-22,18:19,01:45,Phnom Penh,KTI,Air Cambodia,K6850,2,N/A,Landed,XU-356,A320,passenger
2025-12-22,18:16,01:43,Guangzhou,CAN,China Southern Airlines,CZ8177,2,11L,Landed,B-9929,A320,passenger
2025-12-22,18:12,01:32,Bangkok,BKK,VietJet Air,VJ902,2,N/A,Landed,VN-A544,A321,passenger
2025-12-22,18:10,01:04,Da Nang,DAD,VietJet Air,VJ512,1,11L,Landed,VN-A645,A321,passenger
2025-12-22,18:07,02:36,Kaohsiung,KHH,VietJet Air,VJ947,2,11L,Landed,VN-A633,A321,passenger
2025-12-22,18:04,01:42,Phu Quoc,PQC,Sun PhuQuoc Airways,SPQ1216,1,N/A,Landed,VN-A281,A21N,passenger
2025-12-22,18:01,01:38,Ho Chi Minh City,SGN,Vietnam Airlines,VN232,1,11L,Landed,VN-A865,B789,passenger
2025-12-22,17:56,01:24,Bangkok,BKK,Vietnam Airlines,VN614,2,11L,Landed,VN-A608,A321,passenger
2025-12-22,17:48,01:49,Ho Chi Minh City,SGN,VietJet Air,VJ194,1,11L,Landed,VN-A650,A320,passenger
2025-12-22,17:36,01:54,Phu Quoc,PQC,N/A,VN6400,1,11L,Landed,VN-A363,A321,passenger
2025-12-22,17:31,01:51,Ho Chi Minh City,SGN,Sun PhuQuoc Airways,SPQ854,1,11L,Landed,VN-A279,A321,passenger
2025-12-22,17:28,01:26,Qui Nhon,UIH,Bamboo Airways,QH1214,1,N/A,Landed,JU-1410,A320,passenger
2025-12-22,17:25,01:09,Da Nang,DAD,VietJet Air,VJ514,1,11L,Landed,VN-A640,A321,passenger
2025-12-22,17:22,01:07,Hue,HUI,Vietnam Airlines,VN7546,1,11L,Landed,VN-A623,A21N,passenger
2025-12-22,17:19,01:44,Guangzhou,CAN,Vietnam Airlines,VN507,2,11L,Landed,VN-A622,A21N,passenger
2025-12-22,17:16,01:47,Phu Quoc,PQC,VietJet Air,VJ446,1,11L,Landed,VN-A671,A320,passenger
2025-12-22,17:13,03:06,Shanghai,PVG,China Eastern Airlines,MU6013,2,11L,Landed,B-32KD,A21N,passenger
2025-12-22,17:10,02:50,Singapore,SIN,Singapore Airlines,SQ194,2,11L,Landed,9V-SMP,A359,passenger
2025-12-22,17:07,00:44,Luang Prabang,LPQ,AirAsia,FD1038,2,11L,Landed,HS-CBF,A20N,passenger
2025-12-22,17:05,01:45,Ho Chi Minh City,SGN,VietJet Air,VJ146,1,11L,Landed,VN-A815,A333,passenger
2025-12-22,17:01,01:43,Ho Chi Minh City,SGN,Vietnam Airlines,VN250,1,11L,Landed,VN-A869,B789,passenger
2025-12-22,16:59,02:54,Singapore,SIN,VietJet Air,VJ916,2,11L,Landed,VN-A657,A321,passenger
2025-12-22,16:56,04:42,Denpasar,DPS,VietJet Air,VJ900,2,11L,Landed,VN-A697,A21N,passenger
2025-12-22,16:53,02:48,Taipei,TPE,EVA Air,BR385,2,11L,Landed,B-16221,A321,passenger
2025-12-22,16:50,04:08,Busan,PUS,VietJet Air,VJ957,2,N/A,Landed,VN-A668,A320,passenger
2025-12-22,16:47,02:15,Kolkata,CCU,IndiGo,6E1631,2,29R,Landed,VT-ISO,A20N,passenger
2025-12-22,16:44,02:50,Singapore,SIN,Vietnam Airlines,VN660,2,11L,Landed,VN-A357,A321,passenger
2025-12-22,16:33,01:30,Da Lat,DLI,VietJet Air,VJ404,1,11L,Landed,VN-A639,A321,passenger
2025-12-22,16:30,02:58,Taipei,TPE,China Airlines,CI793,2,11L,Landed,B-18660,B738,passenger
2025-12-22,16:28,01:44,Ho Chi Minh City,SGN,VietJet Air,VJ130,1,N/A,Landed,VN-A552,A21N,passenger
2025-12-22,16:23,00:59,Da Nang,DAD,Vietnam Airlines,VN172,1,11L,Landed,VN-A397,A321,passenger
2025-12-22,16:20,03:04,Shanghai,PVG,Air China,CA755,2,11L,Landed,B-6885,A321,passenger
2025-12-22,16:15,00:43,N/A,,Hai Au Aviation,N/A,2,11L,Landed,VN-B466,C208,passenger
2025-12-22,16:12,01:41,Da Lat,DLI,Vietnam Airlines,VN1574,1,11L,Landed,VN-A514,A20N,passenger
2025-12-22,16:09,01:49,Ho Chi Minh City,SGN,Vietnam Airlines,VN214,1,11L,Landed,VN-A896,A359,passenger
2025-12-22,16:08,01:56,Ho Chi Minh City,SGN,Vietravel Airlines,VU770,1,11L,Landed,VN-A129,A321,passenger
2025-12-22,16:03,00:53,Vientiane,VTE,Lao Airlines,QV311,2,11L,Landed,RDPL-34199,A320,passenger
2025-12-22,16:00,03:45,Delhi,DEL,IndiGo,6E1633,2,N/A,Landed,VT-IFM,A320,passenger
2025-12-22,15:58,02:02,Con Dao,VCS,VietJet Air,VJ108,1,11L,Landed,B-656E,AJ27,passenger
2025-12-22,15:55,01:36,Da Lat,DLI,VietJet Air,VJ408,1,11L,Landed,VN-A648,A321,passenger
2025-12-22,15:51,01:44,Ho Chi Minh City,SGN,VietJet Air,VJ198,1,11L,Landed,VN-A634,A321,passenger
2025-12-22,15:48,01:54,Can Tho,VCA,VietJet Air,VJ462,1,11L,Landed,VN-A689,A320,passenger
2025-12-22,15:45,08:40,Istanbul,IST,Turkish Airlines,TK164,2,N/A,Landed,TC-LGI,A359,passenger
2025-12-22,15:43,01:10,Da Nang,DAD,Vietnam Airlines,VN170,1,11L,Landed,VN-A603,A321,passenger
2025-12-22,15:39,01:45,Hong Kong,HKG,Vietnam Airlines,VN593,2,11L,Landed,VN-A396,A321,passenger
2025-12-22,15:37,01:57,Ho Chi Minh City,SGN,VietJet Air,VJ144,1,11L,Landed,VN-A685,A321,passenger
2025-12-22,15:33,01:48,Da Lat,DLI,Bamboo Airways,QH1422,1,11L,Landed,VN-A227,A321,passenger
2025-12-22,15:30,01:56,Ho Chi Minh City,SGN,Avion Express,VU778,1,11L,Landed,9H-MLW,A320,passenger
2025-12-22,15:28,02:02,Ho Chi Minh City,SGN,BBN Airlines Indonesia,QH242,1,29R,Landed,PK-BBK,B739,passenger
2025-12-22,15:24,01:40,Qui Nhon,UIH,Vietnam Airlines,VN1622,1,11L,Landed,VN-A325,A321,passenger
2025-12-22,15:22,01:48,Shenzhen,SZX,Shenzhen Airlines,ZH103,2,11L,Landed,B-6650,A320,passenger
2025-12-22,15:19,05:34,Blagoveshchensk,BQS,VietJet Air,VJ7615,2,11L,Landed,VN-A539,A21N,passenger
2025-12-22,15:16,01:52,Nha Trang,CXR,VietJet Air,VJ774,1,11L,Landed,VN-A662,A320,passenger
2025-12-22,15:13,01:30,Chiang Mai,CNX,AirAsia,FD870,2,11L,Landed,HS-ABS,A320,passenger
2025-12-22,15:11,01:21,Kunming,KMG,China Eastern Airlines,MU9605,2,11L,Landed,B-1788,B738,passenger
2025-12-22,15:08,01:51,Ho Chi Minh City,SGN,Vietnam Airlines,VN248,1,11L,Landed,VN-A867,B789,passenger
2025-12-22,15:05,08:01,Amman,AMM,Turkish Airlines,TK6232,0,N/A,Landed,TC-LJM,B77L,cargo
2025-12-22,15:02,01:46,Shenzhen,SZX,China Southern Airlines,CZ8469,2,11L,Landed,B-6661,A321,passenger
2025-12-22,14:59,06:10,Tokyo,NRT,VietJet Air,VJ933,2,11L,Landed,VN-A817,A333,passenger
2025-12-22,14:56,03:06,Kuala Lumpur,KUL,AirAsia,AK512,2,11L,Landed,9M-AQM,A320,passenger
2025-12-22,14:53,02:33,Xiamen,XMN,Xiamen Air,MF869,2,29R,Landed,B-6490,B738,passenger
2025-12-22,14:51,02:44,Fuzhou,FOC,Xiamen Air,MF8697,2,N/A,Landed,B-6487,B738,passenger
2025-12-22,14:46,02:42,Penang,PEN,China Airlines,CI6596,0,11L,Landed,B-18718,B744,cargo
