Route,Dep_Index,Arr_Index,Flight_No_Dep,Flight_No_Arr,Scheduled_Tail,Actual_Tail,Gap_Hours,Is_Aircraft_Swapped
SGN->DAD,3,120,VJ636,VJ636,VN-A656,VN-A656,1.05,False
SGN->DAD,10,107,VN148,VN148,VN-A326,VN-A326,1.0167,False
SGN->DAD,22,112,VJ640,VJ640,VN-A663,VN-A663,1.1,False
SGN->DAD,31,105,VJ646,VJ646,VN-A546,VN-A546,1.0,False
SGN->DAD,61,96,VU684,VU684,9H-MLW,9H-MLW,1.2,False
SGN->DAD,62,93,VN142,VN142,VN-A601,VN-A601,1.0333,False
SGN->DAD,78,88,VJ648,VJ648,VN-A699,VN-A699,1.05,False
SGN->DAD,100,80,VN136,VN136,VN-A603,VN-A603,1.05,False
SGN->DAD,106,79,VN140,VN140,VN-A336,VN-A336,1.0833,False
SGN->DAD,113,72,VJ638,VJ638,VN-A668,VN-A668,1.0333,False
SGN->DAD,127,70,VN134,VN134,VN-A353,VN-A353,1.0667,False
SGN->DAD,143,61,VJ632,VJ632,VN-A656,VN-A656,1.0333,False
SGN->DAD,163,57,VN132,VN132,VN-A393,VN-A393,1.0167,False
SGN->DAD,177,53,VN6036,VN6036,VN-A354,VN-A354,0.9667,False
SGN->DAD,184,50,VJ634,VJ634,VN-A668,VN-A668,1.0,False
SGN->DAD,197,45,VN7130,VN7130,VN-A334,VN-A334,1.0333,False
SGN->DAD,210,40,VN126,VN126,VN-A332,VN-A332,1.0,False
SGN->DAD,223,33,VN122,VN122,VN-A338,VN-A338,1.1167,False
SGN->DAD,226,31,QH154,QH154,VN-A585,VN-A585,1.05,False
SGN->DAD,231,29,VJ628,VJ628,VN-A630,VN-A630,1.0333,False
SGN->DAD,237,26,VJ626,VJ626,VN-A549,VN-A549,1.0333,False
SGN->DAD,248,23,VN118,VN118,VN-A505,VN-A505,1.0,False
SGN->DAD,250,22,VU672,VU672,VN-A136,VN-A136,1.0167,False
SGN->DAD,263,19,VJ624,VJ624,VN-A635,VN-A635,1.1167,False
SGN->DAD,267,18,VN112,VN112,VN-A326,VN-A326,1.0167,False
SGN->DAD,290,12,VN110,VN110,VN-A332,VN-A332,1.0167,False
SGN->DAD,297,10,VJ620,VJ620,VN-A676,VN-A676,1.0333,False
SGN->DAD,305,8,QH150,QH150,JU-1410,JU-1410,1.0667,False
SGN->DAD,307,7,VN106,VN106,VN-A338,VN-A338,1.0,False
SGN->DAD,358,239,VJ642,VJ642,VN-A661,VN-A661,1.0167,False
SGN->DAD,362,243,VJ636,VJ636,VN-A649,VN-A649,1.05,False
SGN->DAD,373,232,VJ640,VJ640,VN-A641,VN-A641,1.1333,False
SGN->DAD,376,231,VN148,VN148,VN-A602,VN-A602,1.0167,False
SGN->DAD,405,212,VN142,VN142,VN-A393,VN-A393,1.0833,False
SGN->DAD,428,208,VJ648,VJ648,VN-A676,VN-A676,1.05,False
SGN->DAD,451,198,VN136,VN136,VN-A395,VN-A395,1.05,False
SGN->DAD,455,201,VN140,VN140,VN-A608,VN-A608,1.0833,False
SGN->DAD,470,193,VN134,VN134,VN-A507,VN-A507,0.9833,False
SGN->DAD,477,191,VJ638,VJ638,VN-A544,VN-A544,1.0667,False
SGN->DAD,483,190,VN7130,VN7130,VN-A336,VN-A336,0.9833,False
SGN->DAD,500,181,VJ632,VJ632,VN-A629,VN-A629,1.0333,False
SGN->DAD,507,179,VN132,VN132,VN-A399,VN-A399,1.0833,False
SGN->DAD,523,173,VN6036,VN6036,VN-A359,VN-A359,1.05,False
SGN->DAD,538,165,VJ634,VJ634,VN-A685,VN-A685,1.0333,False
SGN->DAD,558,162,VN126,VN126,VN-A327,VN-A327,1.0,False
SGN->DAD,579,154,QH154,QH154,VN-A585,VN-A585,1.1167,False
SGN->DAD,580,152,VN122,VN122,VN-A396,VN-A396,1.0833,False
SGN->DAD,584,150,VJ628,VJ628,VN-A661,VN-A661,1.2,False
SGN->DAD,588,145,VJ626,VJ626,VN-A642,VN-A642,1.1667,False
SGN->DAD,599,143,VN118,VN118,VN-A395,VN-A395,1.0333,False
SGN->DAD,600,142,VU672,VU672,9H-MLW,9H-MLW,0.9333,False
SGN->DAD,612,140,VJ620,VJ620,VN-A687,VN-A687,1.2,False
SGN->DAD,613,139,VJ624,VJ624,VN-A653,VN-A653,0.9667,False
SGN->DAD,624,137,VN112,VN112,VN-A611,VN-A611,1.3333,False
SGN->DAD,644,131,VN110,VN110,VN-A608,VN-A608,1.05,False
SGN->DAD,654,129,QH150,QH150,JU-1410,JU-1410,1.0833,False
SGN->DAD,662,127,VN106,VN106,VN-A396,VN-A396,1.05,False
SGN->DAD,730,354,VN148,VN148,VN-A327,VN-A327,1.1,False
SGN->DAD,738,353,VJ646,VJ646,VN-A676,VN-A676,1.2167,False
SGN->DAD,752,345,VN142,VN142,VN-A606,VN-A606,1.0,False
SGN->DAD,762,343,VN7136,VN7136,VN-A390,VN-A390,1.0667,False
SGN->DAD,763,337,VJ648,VJ648,VN-A643,VN-A643,1.05,False
SGN->DAD,765,340,VU684,VU684,9H-MLW,9H-MLW,1.0667,False
SGN->DAD,814,326,VN140,VN140,VN-A503,VN-A503,1.1333,False
SGN->DAD,821,316,VJ638,VJ638,VN-A640,VN-A640,1.1833,False
SGN->DAD,823,320,VN136,VN136,VN-A602,VN-A602,1.0667,False
SGN->DAD,829,317,VN134,VN134,VN-A339,VN-A339,1.0167,False
SGN->DAD,851,306,VJ632,VJ632,VN-A649,VN-A649,1.0,False
SGN->DAD,872,303,VJ626,VJ626,VN-A687,VN-A687,1.05,False
SGN->DAD,875,301,VN132,VN132,VN-A604,VN-A604,1.0,False
SGN->DAD,892,298,VN6036,VN6036,VN-A354,VN-A354,1.0833,False
SGN->DAD,906,288,VJ634,VJ634,VN-A667,VN-A667,1.1667,False
SGN->DAD,917,284,VN126,VN126,VN-A392,VN-A392,1.0667,False
SGN->DAD,940,274,VN122,VN122,VN-A331,VN-A331,1.0,False
SGN->DAD,943,273,VJ628,VJ628,VN-A655,VN-A655,1.0167,False
SGN->DAD,948,275,QH154,QH154,VN-A585,VN-A585,1.0333,False
SGN->DAD,954,266,VU672,VU672,VN-A136,VN-A136,1.1833,False
SGN->DAD,960,267,VN118,VN118,VN-A601,VN-A601,1.0,False
SGN->DAD,978,263,VN112,VN112,VN-A339,VN-A339,0.9667,False
SGN->DAD,990,257,VJ622,VJ622,VN-A629,VN-A629,0.9833,False
SGN->DAD,997,255,VJ620,VJ620,VN-A522,VN-A522,0.9833,False
SGN->DAD,1006,256,VN110,VN110,VN-A396,VN-A396,1.0167,False
SGN->DAD,1015,252,QH150,QH150,JU-1410,JU-1410,1.05,False
SGN->DAD,1020,251,VN106,VN106,VN-A338,VN-A338,1.0,False
SGN->DAD,1101,480,VN148,VN148,VN-A336,VN-A336,0.9667,False
SGN->DAD,1117,479,VJ646,VJ646,VN-A685,VN-A685,1.05,False
SGN->DAD,1142,463,VU684,VU684,9H-MLW,9H-MLW,1.1333,False
SGN->DAD,1146,461,VN142,VN142,VN-A325,VN-A325,1.0667,False
SGN->DAD,1159,452,VN136,VN136,VN-A339,VN-A339,1.0,False
SGN->DAD,1185,447,VN140,VN140,VN-A503,VN-A503,1.0333,False
SGN->DAD,1203,441,VJ638,VJ638,VN-A674,VN-A674,1.0,False
SGN->DAD,1209,428,VJ632,VJ632,VN-A687,VN-A687,1.0667,False
SGN->DAD,1211,437,VN134,VN134,VN-A601,VN-A601,0.9667,False
SGN->DAD,1238,425,VN132,VN132,VN-A604,VN-A604,1.0167,False
SGN->DAD,1269,421,VN6036,VN6036,VN-A359,VN-A359,1.25,False
SGN->DAD,1272,412,VJ634,VJ634,VN-A543,VN-A543,1.1333,False
SGN->DAD,1301,394,VJ628,VJ628,VN-A687,VN-A687,1.1167,False
SGN->DAD,1310,398,QH154,QH154,VN-A585,VN-A585,1.0333,False
SGN->DAD,1312,399,VN122,VN122,VN-A399,VN-A399,1.0667,False
SGN->DAD,1314,395,VN118,VN118,VN-A339,VN-A339,1.0,False
SGN->DAD,1317,391,VJ626,VJ626,VN-A632,VN-A632,1.0333,False
SGN->DAD,1329,386,VJ624,VJ624,VN-A633,VN-A633,1.0333,False
SGN->DAD,1331,389,VU672,VU672,VN-A136,VN-A136,1.0,False
SGN->DAD,1345,384,VN112,VN112,VN-A336,VN-A336,1.0,False
SGN->DAD,1373,380,VN110,VN110,VN-A332,VN-A332,0.9833,False
SGN->DAD,1388,378,QH150,QH150,JU-1410,JU-1410,1.0833,False
SGN->DAD,1392,377,VN106,VN106,VN-A501,VN-A501,1.0167,False
SGN->DAD,1409,374,VJ636,VJ636,VN-A630,VN-A630,0.9833,False
SGN->DAD,1460,605,VJ646,VJ646,VN-A685,VN-A685,1.1,False
SGN->DAD,1462,606,VN148,VN148,VN-A336,VN-A336,1.0333,False
SGN->DAD,1471,592,VU684,VU684,9H-MLW,9H-MLW,1.0833,False
SGN->DAD,1482,596,VN7130,VN7130,VN-A324,VN-A324,1.05,False
SGN->DAD,1487,583,VJ648,VJ648,VN-A607,VN-A607,1.0,False
SGN->DAD,1503,589,VN142,VN142,VN-A604,VN-A604,1.05,False
SGN->DAD,1532,580,VN112,VN112,VN-A622,VN-A622,1.1,False
SGN->DAD,1536,574,VN140,VN140,VN-A501,VN-A501,1.1333,False
SGN->DAD,1547,568,VJ638,VJ638,VN-A684,VN-A684,1.1167,False
SGN->DAD,1567,565,VN134,VN134,VN-A608,VN-A608,1.1,False
SGN->DAD,1585,557,VJ632,VJ632,VN-A667,VN-A667,1.05,False
SGN->DAD,1598,553,VN132,VN132,VN-A612,VN-A612,1.05,False
SGN->DAD,1616,549,VN6036,VN6036,VN-A354,VN-A354,0.9,False
SGN->DAD,1628,540,VJ634,VJ634,VN-A685,VN-A685,1.2333,False
SGN->DAD,1634,538,VN126,VN126,VN-A331,VN-A331,1.05,False
SGN->DAD,1650,535,VN122,VN122,VN-A505,VN-A505,1.0667,False
SGN->DAD,1667,525,VJ628,VJ628,VN-A633,VN-A633,1.0667,False
SGN->DAD,1669,527,QH154,QH154,VN-A585,VN-A585,1.0333,False
SGN->DAD,1681,518,VN118,VN118,VN-A612,VN-A612,1.0333,False
SGN->DAD,1682,517,VU672,VU672,9H-MLW,9H-MLW,1.0167,False
SGN->DAD,1713,509,VJ622,VJ622,VN-A651,VN-A651,1.0333,False
SGN->DAD,1733,507,VJ620,VJ620,VN-A552,VN-A552,1.0333,False
SGN->DAD,1739,505,QH150,QH150,JU-1410,JU-1410,1.0667,False
SGN->DAD,1744,503,VN106,VN106,VN-A605,VN-A605,1.0333,False
SGN->DAD,1781,497,VJ636,VJ636,VN-A685,VN-A685,1.0167,False
SGN->DAD,1797,754,VJ644,VJ644,VN-A643,VN-A643,1.0833,False
SGN->DAD,1798,758,VJ636,VJ636,VN-A642,VN-A642,1.0667,False
SGN->DAD,1820,745,VN148,VN148,VN-A390,VN-A390,1.05,False
SGN->DAD,1836,738,VJ646,VJ646,VN-A699,VN-A699,1.0333,False
SGN->DAD,1855,735,VN7140,VN7140,VN-A503,VN-A503,1.0167,False
SGN->DAD,1868,721,VN142,VN142,VN-A323,VN-A323,1.1167,False
SGN->DAD,1871,723,VU684,VU684,9H-MLW,9H-MLW,0.9833,False
SGN->DAD,1878,716,VJ648,VJ648,VN-A650,VN-A650,1.05,False
SGN->DAD,1882,708,VN7130,VN7130,VN-A339,VN-A339,1.0833,False
SGN->DAD,1907,712,VN140,VN140,VN-A399,VN-A399,1.15,False
SGN->DAD,1912,701,VN136,VN136,VN-A336,VN-A336,1.1,False
SGN->DAD,1930,697,VJ638,VJ638,VN-A639,VN-A639,1.0167,False
SGN->DAD,1939,694,VN134,VN134,VN-A392,VN-A392,1.0833,False
SGN->DAD,1951,684,VJ632,VJ632,VN-A684,VN-A684,1.0333,False
SGN->DAD,1972,681,VN132,VN132,VN-A604,VN-A604,1.1333,False
SGN->DAD,1973,680,VJ630,VJ630,VN-A687,VN-A687,1.0333,False
SGN->DAD,1997,677,VN6036,VN6036,VN-A359,VN-A359,1.1667,False
SGN->DAD,2014,665,VN126,VN126,VN-A601,VN-A601,1.0667,False
SGN->DAD,2028,633,QH150,QH150,VN-A597,VN-A597,1.15,False
SGN->DAD,2034,653,VN122,VN122,VN-A339,VN-A339,1.1,False
SGN->DAD,2042,652,VJ628,VJ628,VN-A651,VN-A651,1.0,False
SGN->DAD,2044,655,QH154,QH154,VN-A585,VN-A585,1.05,False
SGN->DAD,2050,648,VJ626,VJ626,VN-A642,VN-A642,1.0833,False
SGN->DAD,2058,646,VN118,VN118,VN-A604,VN-A604,1.0167,False
SGN->DAD,2065,645,VU672,VU672,VN-A136,VN-A136,1.0833,False
SGN->DAD,2070,642,VJ624,VJ624,VN-A647,VN-A647,1.0833,False
SGN->DAD,2081,641,VN112,VN112,VN-A395,VN-A395,1.05,False
SGN->DAD,2085,638,VJ622,VJ622,VN-A630,VN-A630,1.1,False
SGN->DAD,2103,636,VN110,VN110,VN-A397,VN-A397,1.2333,False
SGN->DAD,2113,635,VJ620,VJ620,VN-A643,VN-A643,1.0667,False
SGN->DAD,2122,632,VN106,VN106,VN-A339,VN-A339,1.0167,False
SGN->DAD,2161,622,VJ636,VJ636,VN-A552,VN-A552,1.0,False
SGN->DAD,2175,624,VJ644,VJ644,VN-A647,VN-A647,1.0333,False
SGN->DAD,2200,875,VN148,VN148,VN-A353,VN-A353,1.1333,False
SGN->DAD,2202,876,VN7128,VN7128,VN-A604,VN-A604,1.0833,False
SGN->DAD,2211,870,VJ646,VJ646,VN-A632,VN-A632,1.1333,False
SGN->DAD,2236,855,VN142,VN142,VN-A501,VN-A501,1.0667,False
SGN->DAD,2239,856,VU684,VU684,9H-MLW,9H-MLW,1.0167,False
SGN->DAD,2261,850,VJ648,VJ648,VN-A643,VN-A643,1.0333,False
SGN->DAD,2282,845,VN140,VN140,VN-A335,VN-A335,1.0667,False
SGN->DAD,2284,835,VN134,VN134,VN-A392,VN-A392,1.0667,False
SGN->DAD,2289,839,VN136,VN136,VN-A398,VN-A398,1.05,False
SGN->DAD,2309,833,VJ638,VJ638,VN-A699,VN-A699,1.0833,False
SGN->DAD,2310,832,VN7130,VN7130,VN-A323,VN-A323,1.05,False
SGN->DAD,2339,821,VJ632,VJ632,VN-A545,VN-A545,1.05,False
SGN->DAD,2347,817,VN132,VN132,VN-A338,VN-A338,1.0333,False
SGN->DAD,2356,816,VJ630,VJ630,VN-A647,VN-A647,1.0833,False
SGN->DAD,2367,803,VJ634,VJ634,VN-A637,VN-A637,1.1833,False
SGN->DAD,2371,812,VN6036,VN6036,VN-A354,VN-A354,1.15,False
SGN->DAD,2401,798,VN126,VN126,VN-A605,VN-A605,1.05,False
SGN->DAD,2410,788,VN122,VN122,VN-A604,VN-A604,1.0333,False
SGN->DAD,2422,790,QH154,QH154,VN-A585,VN-A585,1.05,False
SGN->DAD,2423,785,VJ628,VJ628,VN-A545,VN-A545,1.0167,False
SGN->DAD,2436,778,VN118,VN118,VN-A332,VN-A332,0.9667,False
SGN->DAD,2439,777,VU672,VU672,VN-A136,VN-A136,1.0333,False
SGN->DAD,2459,773,VN112,VN112,VN-A339,VN-A339,1.0833,False
SGN->DAD,2473,769,VJ622,VJ622,VN-A643,VN-A643,1.05,False
SGN->DAD,2476,768,VN110,VN110,VN-A323,VN-A323,1.0,False
SGN->DAD,2495,766,QH150,QH150,JU-1410,JU-1410,1.0833,False
SGN->DAD,2496,764,VN106,VN106,VN-A324,VN-A324,1.0167,False
SGN->DAD,2585,1001,VN148,VN148,VN-A505,VN-A505,1.05,False
SGN->DAD,2612,985,VN142,VN142,VN-A332,VN-A332,1.0833,False
SGN->DAD,2620,988,VU684,VU684,9H-MLW,9H-MLW,1.05,False
SGN->DAD,2623,978,VJ648,VJ648,VN-A656,VN-A656,1.05,False
SGN->DAD,2661,971,VN140,VN140,VN-A329,VN-A329,1.05,False
SGN->DAD,2667,966,VN136,VN136,VN-A505,VN-A505,1.0167,False
SGN->DAD,2677,960,VN134,VN134,VN-A399,VN-A399,0.95,False
SGN->DAD,2681,962,VJ638,VJ638,VN-A580,VN-A580,1.0,False
SGN->DAD,2699,951,VJ632,VJ632,VN-A635,VN-A635,1.0833,False
SGN->DAD,2711,948,VN132,VN132,VN-A326,VN-A326,1.0,False
SGN->DAD,2718,945,VJ630,VJ630,VN-A637,VN-A637,1.0167,False
SGN->DAD,2732,942,VN6036,VN6036,VN-A359,VN-A359,1.0833,False
SGN->DAD,2744,934,VJ634,VJ634,VN-A647,VN-A647,1.0,False
SGN->DAD,2765,930,VN122,VN122,VN-A399,VN-A399,1.2,False
SGN->DAD,2769,927,VN126,VN126,VN-A611,VN-A611,1.0833,False
SGN->DAD,2792,917,VJ628,VJ628,VN-A635,VN-A635,1.2167,False
SGN->DAD,2793,920,QH154,QH154,VN-A585,VN-A585,1.0333,False
SGN->DAD,2797,913,VJ626,VJ626,VN-A632,VN-A632,1.1,False
SGN->DAD,2804,910,VN118,VN118,VN-A331,VN-A331,0.9833,False
SGN->DAD,2808,909,VU672,VU672,VN-A136,VN-A136,1.0833,False
SGN->DAD,2818,907,VJ624,VJ624,VN-A536,VN-A536,1.0,False
SGN->DAD,2826,905,VN112,VN112,VN-A323,VN-A323,1.05,False
SGN->DAD,2834,901,VJ622,VJ622,VN-A630,VN-A630,1.15,False
SGN->DAD,2853,900,VN110,VN110,VN-A505,VN-A505,1.0667,False
SGN->DAD,2868,897,QH150,QH150,JU-1410,JU-1410,1.0667,False
SGN->DAD,2874,895,VN106,VN106,VN-A395,VN-A395,1.0333,False
SGN->DAD,2895,887,VJ636,VJ636,VN-A684,VN-A684,1.0,False
SGN->DAD,2897,892,VJ642,VJ642,VN-A642,VN-A642,1.0,False
SGN->DAD,2938,1140,VJ640,VJ640,VN-A666,VN-A666,1.1167,False
SGN->DAD,2949,1135,VN148,VN148,VN-A503,VN-A503,1.05,False
SGN->DAD,2968,1119,VU684,VU684,9H-MLW,9H-MLW,1.1667,False
SGN->DAD,2969,1125,VN7124,VN7124,VN-A329,VN-A329,1.1,False
SGN->DAD,2973,1114,VN142,VN142,VN-A353,VN-A353,0.9833,False
SGN->DAD,3001,1109,VJ648,VJ648,VN-A698,VN-A698,1.0,False
SGN->DAD,3009,1102,VN140,VN140,VN-A393,VN-A393,1.0,False
SGN->DAD,3014,1096,VN136,VN136,VN-A611,VN-A611,1.1,False
SGN->DAD,3030,1093,VJ638,VJ638,VN-A644,VN-A644,1.05,False
SGN->DAD,3036,1091,VN134,VN134,VN-A323,VN-A323,1.05,False
SGN->DAD,3045,1086,VJ632,VJ632,VN-A516,VN-A516,1.1,False
SGN->DAD,3055,1082,VN132,VN132,VN-A398,VN-A398,1.0667,False
SGN->DAD,3070,1079,VJ630,VJ630,VN-A657,VN-A657,1.1,False
SGN->DAD,3078,1074,VN6036,VN6036,VN-A354,VN-A354,0.9667,False
SGN->DAD,3084,1073,VN122,VN122,VN-A625,VN-A625,1.3333,False
SGN->DAD,3114,1060,VN126,VN126,VN-A395,VN-A395,1.0167,False
SGN->DAD,3134,1052,QH154,QH154,VN-A585,VN-A585,1.2667,False
SGN->DAD,3137,1049,VJ628,VJ628,VN-A687,VN-A687,1.3167,False
SGN->DAD,3143,1044,VJ626,VJ626,VN-A642,VN-A642,1.25,False
SGN->DAD,3149,1041,VU672,VU672,9H-MLW,9H-MLW,1.05,False
SGN->DAD,3155,1042,VN118,VN118,VN-A399,VN-A399,1.0333,False
SGN->DAD,3165,1039,VJ624,VJ624,VN-A549,VN-A549,1.0,False
SGN->DAD,3176,1037,VN112,VN112,VN-A615,VN-A615,1.05,False
SGN->DAD,3192,1030,VJ622,VJ622,VN-A635,VN-A635,1.0667,False
SGN->DAD,3198,1029,VN110,VN110,VN-A611,VN-A611,1.05,False
SGN->DAD,3213,1027,QH150,QH150,JU-1410,JU-1410,1.1,False
SGN->DAD,3215,1025,VN106,VN106,VN-A392,VN-A392,1.05,False
SGN->DAD,3249,1018,VJ636,VJ636,VN-A629,VN-A629,1.05,False
SGN->DAD,3261,1286,VJ636,VJ636,VN-A655,VN-A655,1.1,False
SGN->DAD,3266,1282,VJ644,VJ644,VN-A657,VN-A657,1.1,False
SGN->DAD,3268,1276,VN142,VN142,VN-A327,VN-A327,1.1333,False
SGN->DAD,3286,1269,VN7124,VN7124,VN-A602,VN-A602,1.2667,False
SGN->DAD,3288,1275,VN148,VN148,VN-A601,VN-A601,1.2,False
SGN->DAD,3296,1267,VJ646,VJ646,VN-A672,VN-A672,1.1833,False
SGN->DAD,3301,1247,VJ648,VJ648,VN-A644,VN-A644,1.0667,False
SGN->DAD,3309,1243,VN7130,VN7130,VN-A397,VN-A397,1.0333,False
SGN->DAD,3319,1258,VN7136,VN7136,VN-A611,VN-A611,1.1333,False
SGN->DAD,3332,1255,VU684,VU684,9H-MLW,9H-MLW,1.1167,False
SGN->DAD,3366,1239,VN140,VN140,VN-A335,VN-A335,1.1,False
SGN->DAD,3376,1232,VN136,VN136,VN-A615,VN-A615,1.0667,False
SGN->DAD,3392,1214,VN132,VN132,VN-A397,VN-A397,1.1167,False
SGN->DAD,3404,1226,VN134,VN134,VN-A612,VN-A612,1.0333,False
SGN->DAD,3407,1204,VN126,VN126,VN-A614,VN-A614,1.0333,False
SGN->DAD,3409,1218,VJ632,VJ632,VN-A687,VN-A687,1.1,False
SGN->DAD,3427,1212,VJ630,VJ630,VN-A685,VN-A685,1.1,False
SGN->DAD,3454,1208,VN6036,VN6036,VN-A359,VN-A359,1.0333,False
SGN->DAD,3496,1183,VJ628,VJ628,VN-A537,VN-A537,1.1,False
SGN->DAD,3497,1184,VN122,VN122,VN-A392,VN-A392,1.0667,False
SGN->DAD,3500,1185,QH154,QH154,VN-A585,VN-A585,1.0833,False
SGN->DAD,3513,1175,VU672,VU672,VN-A136,VN-A136,1.1,False
SGN->DAD,3517,1176,VN118,VN118,VN-A608,VN-A608,1.0167,False
SGN->DAD,3532,1172,VN112,VN112,VN-A623,VN-A623,1.0833,False
SGN->DAD,3547,1166,VJ622,VJ622,VN-A657,VN-A657,1.0333,False
SGN->DAD,3560,1165,VN110,VN110,VN-A353,VN-A353,1.0667,False
SGN->DAD,3567,1163,VJ620,VJ620,VN-A635,VN-A635,1.05,False
SGN->DAD,3572,1161,QH150,QH150,JU-1410,JU-1410,1.0667,False
SGN->DAD,3575,1159,VN106,VN106,VN-A392,VN-A392,1.0333,False
SGN->DAD,3610,1151,VJ636,VJ636,VN-A644,VN-A644,1.0167,False
SGN->DAD,3641,1414,VJ646,VJ646,VN-A633,VN-A633,1.1,False
SGN->DAD,3656,1407,VN148,VN148,VN-A335,VN-A335,1.2667,False
SGN->DAD,3691,1395,VN142,VN142,VN-A612,VN-A612,1.0167,False
SGN->DAD,3701,1391,VU684,VU684,9H-MLW,9H-MLW,1.0667,False
SGN->DAD,3704,1381,VJ648,VJ648,VN-A578,VN-A578,1.0167,False
SGN->DAD,3724,1376,VN140,VN140,VN-A353,VN-A353,1.0,False
SGN->DAD,3731,1371,VN136,VN136,VN-A615,VN-A615,1.0333,False
SGN->DAD,3751,1362,VJ638,VJ638,VN-A685,VN-A685,1.1167,False
SGN->DAD,3770,1360,VN134,VN134,VN-A612,VN-A612,1.0,False
SGN->DAD,3782,1350,VJ632,VJ632,VN-A635,VN-A635,1.0833,False
SGN->DAD,3789,1347,VJ630,VJ630,VN-A645,VN-A645,1.05,False
SGN->DAD,3792,1348,VN132,VN132,VN-A323,VN-A323,1.0167,False
SGN->DAD,3811,1342,VN6036,VN6036,VN-A354,VN-A354,1.0,False
SGN->DAD,3849,1329,VN126,VN126,VN-A336,VN-A336,1.15,False
SGN->DAD,3864,1315,VJ628,VJ628,VN-A635,VN-A635,1.1333,False
SGN->DAD,3865,1318,VN122,VN122,VN-A332,VN-A332,1.1,False
SGN->DAD,3868,1319,QH154,QH154,VN-A585,VN-A585,1.2,False
SGN->DAD,3879,1310,VN118,VN118,VN-A615,VN-A615,1.0333,False
SGN->DAD,3882,1309,VU672,VU672,VN-A136,VN-A136,1.0667,False
SGN->DAD,3890,1306,VJ624,VJ624,VN-A684,VN-A684,1.0333,False
SGN->DAD,3902,1305,VN112,VN112,VN-A353,VN-A353,1.0833,False
SGN->DAD,3916,1300,VJ622,VJ622,VN-A657,VN-A657,1.0667,False
SGN->DAD,3926,1299,VN110,VN110,VN-A507,VN-A507,1.0833,False
SGN->DAD,3936,1298,VJ620,VJ620,VN-A643,VN-A643,1.0833,False
SGN->DAD,3941,1296,QH150,QH150,JU-1410,JU-1410,1.0667,False
SGN->DAD,3945,1294,VN106,VN106,VN-A323,VN-A323,1.05,False
SGN->DAD,3992,1565,VJ644,VJ644,VN-A635,VN-A635,1.1,False
SGN->DAD,3998,1550,VJ640,VJ640,VN-A644,VN-A644,1.0667,False
SGN->DAD,4022,1544,VN148,VN148,VN-A872,VN-A872,1.2333,False
SGN->DAD,4023,1533,VN7124,VN7124,VN-A513,VN-A513,1.1333,False
SGN->DAD,4026,1541,VJ646,VJ646,VN-A668,VN-A668,1.1833,False
SGN->DAD,4034,1526,VJ648,VJ648,VN-A544,VN-A544,1.1167,False
SGN->DAD,4043,1524,VN142,VN142,VN-A503,VN-A503,1.0833,False
SGN->DAD,4057,1528,VU684,VU684,9H-MLW,9H-MLW,1.15,False
SGN->DAD,4095,1504,VN136,VN136,VN-A505,VN-A505,1.0833,False
SGN->DAD,4100,1511,VN140,VN140,VN-A332,VN-A332,1.0333,False
SGN->DAD,4111,1503,VN7130,VN7130,VN-A614,VN-A614,1.1,False
SGN->DAD,4114,1502,VJ638,VJ638,VN-A698,VN-A698,1.0333,False
SGN->DAD,4127,1499,VN134,VN134,VN-A392,VN-A392,1.0833,False
SGN->DAD,4136,1490,VJ632,VJ632,VN-A634,VN-A634,1.0333,False
SGN->DAD,4137,1485,VJ630,VJ630,VN-A578,VN-A578,1.0,False
SGN->DAD,4155,1488,VN132,VN132,VN-A329,VN-A329,1.0667,False
SGN->DAD,4158,1452,VJ626,VJ626,VN-A500,VN-A500,1.0167,False
SGN->DAD,4175,1480,VN6036,VN6036,VN-A359,VN-A359,1.1333,False
SGN->DAD,4176,1476,VN118,VN118,VN-A326,VN-A326,1.1167,False
SGN->DAD,4209,1467,VN122,VN122,VN-A392,VN-A392,1.1,False
SGN->DAD,4213,1466,VN126,VN126,VN-A606,VN-A606,1.15,False
SGN->DAD,4230,1456,VJ628,VJ628,VN-A544,VN-A544,1.0833,False
SGN->DAD,4231,1458,QH154,QH154,VN-A585,VN-A585,1.0333,False
SGN->DAD,4247,1449,VU672,VU672,9H-MLW,9H-MLW,1.1,False
SGN->DAD,4267,1447,VN112,VN112,VN-A326,VN-A326,1.1,False
SGN->DAD,4274,1439,VJ622,VJ622,VN-A528,VN-A528,1.0667,False
SGN->DAD,4289,1438,VN110,VN110,VN-A614,VN-A614,1.0667,False
SGN->DAD,4299,1435,QH150,QH150,JU-1410,JU-1410,1.0667,False
SGN->DAD,4312,1433,VN106,VN106,VN-A332,VN-A332,1.1,False
SGN->DAD,4342,1428,VJ636,VJ636,VN-A637,VN-A637,1.0333,False
SGN->DAD,4371,1709,VJ636,VJ636,VN-A642,VN-A642,1.15,False
SGN->DAD,4380,1695,VN7124,VN7124,VN-A507,VN-A507,1.1333,False
SGN->DAD,4385,1696,VN148,VN148,VN-A874,VN-A874,1.05,False
SGN->DAD,4418,1673,VU684,VU684,9H-MLW,9H-MLW,1.0833,False
SGN->DAD,4419,1669,VJ648,VJ648,VN-A649,VN-A649,1.2,False
SGN->DAD,4434,1654,VN136,VN136,VN-A619,VN-A619,1.0333,False
