Route,Dep_Index,Arr_Index,Flight_No_Dep,Flight_No_Arr,Scheduled_Tail,Actual_Tail,Gap_Hours,Is_Aircraft_Swapped
DAD->SGN,9826,29416,VN101,VN101,VN-A601,VN-A601,1.2,False
DAD->SGN,9829,29413,VJ621,VJ621,VN-A649,VN-A649,1.25,False
DAD->SGN,9831,29399,VJ1629,VJ1629,VN-A642,VN-A642,1.3667,False
DAD->SGN,9834,29385,VJ629,VJ629,VN-A542,VN-A542,1.3167,False
DAD->SGN,9836,29371,VN107,VN107,VN-A399,VN-A399,1.55,False
DAD->SGN,9837,29374,QH151,QH151,JU-1410,JU-1410,1.4833,False
DAD->SGN,9838,29377,9G959,9G959,VN-A281,VN-A281,1.2833,False
DAD->SGN,9841,29360,VN109,VN109,VN-A326,VN-A326,1.4167,False
DAD->SGN,9848,29331,VN113,VN113,VN-A393,VN-A393,1.85,False
DAD->SGN,9854,29311,VN119,VN119,VN-A396,VN-A396,1.6667,False
DAD->SGN,9855,29314,VU673,VU673,9H-MLW,9H-MLW,1.45,False
DAD->SGN,9856,29282,VJ627,VJ627,VN-A698,VN-A698,2.1333,False
DAD->SGN,9862,29280,VN123,VN123,VN-A397,VN-A397,1.7167,False
DAD->SGN,9864,29275,VJ633,VJ633,VN-A634,VN-A634,2.0,False
DAD->SGN,9875,29254,VN127,VN127,VN-A358,VN-A358,1.3833,False
DAD->SGN,9880,29235,VJ635,VJ635,VN-A644,VN-A644,1.8833,False
DAD->SGN,9884,29246,VN7135,VN7135,VN-A606,VN-A606,1.45,False
DAD->SGN,9885,29240,VN129,VN129,VN-A335,VN-A335,1.75,False
DAD->SGN,9886,29220,VN6037,VN6037,VN-A354,VN-A354,1.7667,False
DAD->SGN,9888,29204,QH157,QH157,VN-A585,VN-A585,2.1167,False
DAD->SGN,9892,29192,VJ631,VJ631,VN-A636,VN-A636,1.8333,False
DAD->SGN,9898,29200,VN133,VN133,VN-A396,VN-A396,1.8667,False
DAD->SGN,9910,29137,VN135,VN135,VN-A327,VN-A327,1.7667,False
DAD->SGN,9912,29155,VJ639,VJ639,VN-A649,VN-A649,1.7833,False
DAD->SGN,9915,29133,VN137,VN137,VN-A393,VN-A393,1.5167,False
DAD->SGN,9921,29131,QH171,QH171,VN-A227,VN-A227,1.6667,False
DAD->SGN,9924,29105,VN141,VN141,VN-A390,VN-A390,1.8333,False
DAD->SGN,9927,29110,VJ641,VJ641,VN-A667,VN-A667,1.5333,False
DAD->SGN,9929,29058,VJ649,VJ649,VN-A538,VN-A538,2.4833,False
DAD->SGN,9931,29070,VN7113,VN7113,VN-A505,VN-A505,1.9167,False
DAD->SGN,9933,29064,VJ645,VJ645,VN-A635,VN-A635,2.1667,False
DAD->SGN,9934,29068,VN143,VN143,VN-A513,VN-A513,1.9167,False
DAD->SGN,9935,29061,9G997,9G997,VN-A909,VN-A909,1.8833,False
DAD->SGN,9936,29981,VU685,VU685,,VN-A289,2.3333,False
DAD->SGN,9937,30034,VJ1625,VJ1625,VN-A646,VN-A646,2.7667,False
DAD->SGN,9938,30014,VN7143,VN7143,VN-A395,VN-A395,2.2333,False
DAD->SGN,9941,30015,VJ647,VJ647,LY-MLN,LY-MLN,2.0,False
DAD->SGN,9947,30002,VN7149,VN7149,VN-A390,VN-A390,2.5,False
DAD->SGN,9948,29989,VJ643,VJ643,VN-A670,VN-A670,2.3833,False
DAD->SGN,9950,29997,VN7123,VN7123,9H-MLE,9H-MLE,2.3,False
DAD->SGN,9951,30013,VN6529,VN6529,VN-A354,VN-A354,1.4833,False
DAD->SGN,9956,29984,VN7121,VN7121,VN-A617,VN-A617,1.45,False
DAD->SGN,9957,29994,VN7141,VN7141,VN-A393,VN-A393,1.5167,False
DAD->SGN,9970,29970,VN7147,VN7147,VN-A332,VN-A332,1.35,False
DAD->SGN,9973,29958,VN7103,VN7103,VN-A395,VN-A395,1.2667,False
DAD->SGN,9975,29953,VN7107,VN7107,VN-A353,VN-A353,1.1833,False
DAD->SGN,9976,29946,VN7105,VN7105,VN-A390,VN-A390,1.4,False
DAD->SGN,9977,29950,VN7111,VN7111,VN-A619,VN-A619,1.1667,False
DAD->SGN,9978,29938,VN7109,VN7109,VN-A398,VN-A398,1.2833,False
DAD->SGN,9979,29932,VJ1621,VJ1621,VN-A655,VN-A655,1.3667,False
DAD->SGN,9980,29926,QH195,QH195,VN-A585,VN-A585,1.2167,False
DAD->SGN,9982,29924,VJ623,VJ623,VN-A630,VN-A630,1.8,False
DAD->SGN,9984,29923,VN101,VN101,VN-A625,VN-A625,1.2333,False
DAD->SGN,9987,29915,VJ621,VJ621,VN-A635,VN-A635,1.35,False
DAD->SGN,9988,29906,VJ1629,VJ1629,VN-A673,VN-A673,1.2667,False
DAD->SGN,9993,29874,VJ629,VJ629,VN-A642,VN-A642,1.5,False
DAD->SGN,9995,29889,VN107,VN107,VN-A609,VN-A609,1.1333,False
DAD->SGN,9996,29881,QH151,QH151,JU-1410,JU-1410,1.3167,False
DAD->SGN,9997,29876,9G959,9G959,VN-A281,VN-A281,1.5,False
DAD->SGN,10000,29858,VN109,VN109,VN-A619,VN-A619,1.7167,False
DAD->SGN,10005,29838,QH193,QH193,VN-A227,VN-A227,1.5,False
DAD->SGN,10007,29832,VN113,VN113,VN-A614,VN-A614,1.6167,False
DAD->SGN,10008,29818,VJ625,VJ625,VN-A538,VN-A538,1.85,False
DAD->SGN,10012,29811,VN119,VN119,VN-A324,VN-A324,1.55,False
DAD->SGN,10013,29687,VU673,VU673,VN-A129,VN-A129,2.0333,False
DAD->SGN,10014,29792,VJ627,VJ627,VN-A543,VN-A543,2.1667,False
DAD->SGN,10020,29785,VN123,VN123,VN-A395,VN-A395,1.7167,False
DAD->SGN,10021,29781,VJ633,VJ633,VN-A645,VN-A645,1.8167,False
DAD->SGN,10032,29748,VN127,VN127,VN-A335,VN-A335,1.7667,False
DAD->SGN,10038,29759,VJ635,VJ635,VN-A651,VN-A651,1.4667,False
DAD->SGN,10042,29745,VN129,VN129,VN-A610,VN-A610,1.4167,False
DAD->SGN,10043,29732,VN6037,VN6037,VN-A354,VN-A354,1.5333,False
DAD->SGN,10049,29661,VJ631,VJ631,VN-A543,VN-A543,2.0,False
DAD->SGN,10054,29703,VN133,VN133,VN-A396,VN-A396,1.4167,False
DAD->SGN,10055,29691,QH171,QH171,PK-BBK,PK-BBK,1.9667,False
DAD->SGN,10068,29652,VN135,VN135,VN-A332,VN-A332,1.75,False
DAD->SGN,10070,29667,VJ639,VJ639,VN-A673,VN-A673,1.8667,False
DAD->SGN,10076,29645,VN137,VN137,VN-A610,VN-A610,1.5333,False
DAD->SGN,10082,29606,VN141,VN141,VN-A353,VN-A353,1.7667,False
DAD->SGN,10084,29635,VN7137,VN7137,VN-A501,VN-A501,1.3333,False
DAD->SGN,10086,29562,VJ641,VJ641,VN-A636,VN-A636,1.9667,False
DAD->SGN,10087,29590,QH157,QH157,VN-A585,VN-A585,1.55,False
DAD->SGN,10090,29576,VJ649,VJ649,VN-A667,VN-A667,2.1833,False
DAD->SGN,10094,29578,VJ637,VJ637,VN-A635,VN-A635,1.6833,False
DAD->SGN,10095,30476,VN143,VN143,VN-A513,VN-A513,1.35,False
DAD->SGN,10096,29584,9G997,9G997,VN-A909,VN-A909,1.45,False
DAD->SGN,10097,30323,VU685,VU685,9H-MLW,9H-MLW,5.7833,False
DAD->SGN,10098,30485,VJ1625,VJ1625,VN-A648,VN-A648,1.8,False
DAD->SGN,10100,30490,VN7143,VN7143,VN-A608,VN-A608,1.65,False
DAD->SGN,10101,30447,VJ647,VJ647,LY-MLN,LY-MLN,1.35,False
DAD->SGN,10107,30450,VJ643,VJ643,VN-A653,VN-A653,2.1167,False
DAD->SGN,10109,30486,VN7123,VN7123,9H-MLO,9H-MLO,1.25,False
DAD->SGN,10111,30464,VN6529,VN6529,VN-A354,VN-A354,1.75,False
DAD->SGN,10116,30468,VN7121,VN7121,VN-A625,VN-A625,1.35,False
DAD->SGN,10118,30461,VN7141,VN7141,VN-A336,VN-A336,1.45,False
DAD->SGN,10124,30453,VN7117,VN7117,VN-A601,VN-A601,1.45,False
DAD->SGN,10130,30226,VU669,VU669,9H-MLW,9H-MLW,1.6667,False
DAD->SGN,10133,30427,QH193,QH193,PK-BBK,PK-BBK,1.0833,False
DAD->SGN,10135,30422,VN7107,VN7107,VN-A616,VN-A616,1.0833,False
DAD->SGN,10136,30423,VN7105,VN7105,VN-A323,VN-A323,0.9667,False
DAD->SGN,10137,30407,VN7111,VN7111,VN-A335,VN-A335,1.9167,False
DAD->SGN,10138,30361,VN7109,VN7109,VN-A324,VN-A324,1.5667,False
DAD->SGN,10139,30405,VJ1621,VJ1621,VN-A655,VN-A655,1.4667,False
DAD->SGN,10141,30388,VJ623,VJ623,VN-A640,VN-A640,2.5,False
DAD->SGN,10143,30387,VN101,VN101,VN-A609,VN-A609,1.9667,False
DAD->SGN,10144,30346,VN7115,VN7115,VN-A604,VN-A604,1.6,False
DAD->SGN,10148,30384,VJ621,VJ621,VN-A636,VN-A636,1.6667,False
DAD->SGN,10149,30369,VJ1629,VJ1629,VN-A641,VN-A641,1.3333,False
DAD->SGN,10151,30258,VJ629,VJ629,VN-A553,VN-A553,1.8333,False
DAD->SGN,10153,30335,VN107,VN107,VN-A601,VN-A601,1.9167,False
DAD->SGN,10155,30355,QH151,QH151,JU-1410,JU-1410,1.45,False
DAD->SGN,10156,30328,9G959,9G959,VN-A281,VN-A281,1.9,False
DAD->SGN,10158,30326,VN109,VN109,VN-A625,VN-A625,2.0833,False
DAD->SGN,10165,30299,VN113,VN113,VN-A608,VN-A608,2.4667,False
DAD->SGN,10172,30287,VN119,VN119,VN-A327,VN-A327,1.95,False
DAD->SGN,10173,30271,VJ627,VJ627,VN-A639,VN-A639,1.75,False
DAD->SGN,10177,30253,QH195,QH195,VN-A227,VN-A227,2.0167,False
DAD->SGN,10180,30270,VN123,VN123,VN-A609,VN-A609,1.7,False
DAD->SGN,10181,30159,VJ633,VJ633,VN-A649,VN-A649,2.1167,False
DAD->SGN,10190,30124,VU673,VU673,9H-MLW,9H-MLW,1.5833,False
DAD->SGN,10191,30233,VN127,VN127,VN-A336,VN-A336,1.7667,False
DAD->SGN,10201,30229,VN129,VN129,VN-A606,VN-A606,1.5167,False
DAD->SGN,10202,30228,VN7131,VN7131,VN-A512,VN-A512,1.4833,False
DAD->SGN,10203,30204,VN6037,VN6037,VN-A359,VN-A359,1.6833,False
DAD->SGN,10209,30154,VJ631,VJ631,VN-A651,VN-A651,2.25,False
DAD->SGN,10210,30185,QH171,QH171,PK-BBK,PK-BBK,1.6667,False
DAD->SGN,10212,30146,VN133,VN133,VN-A601,VN-A601,1.6167,False
DAD->SGN,10225,30141,VN135,VN135,VN-A604,VN-A604,1.55,False
DAD->SGN,10226,30144,VJ639,VJ639,VN-A657,VN-A657,1.45,False
DAD->SGN,10230,30116,VN137,VN137,VN-A608,VN-A608,1.3833,False
DAD->SGN,10232,30130,QH157,QH157,VN-A585,VN-A585,1.7,False
DAD->SGN,10237,30060,VN141,VN141,VN-A397,VN-A397,1.5333,False
DAD->SGN,10242,30100,VJ641,VJ641,VN-A640,VN-A640,0.6333,False
DAD->SGN,10245,30068,VJ649,VJ649,VN-A553,VN-A553,1.85,False
DAD->SGN,10248,30071,VJ645,VJ645,VN-A684,VN-A684,1.7167,False
DAD->SGN,10250,30070,9G997,9G997,VN-A908,VN-A908,1.35,False
DAD->SGN,10251,30939,VJ1625,VJ1625,VN-A637,VN-A637,1.75,False
DAD->SGN,10252,30918,VN143,VN143,9H-MLO,9H-MLO,1.75,False
DAD->SGN,10254,30863,VU685,VU685,9H-MLW,9H-MLW,2.0,False
DAD->SGN,10255,30054,VN7143,VN7143,VN-A357,VN-A357,1.4167,False
DAD->SGN,10257,30924,VJ647,VJ647,LY-MLN,LY-MLN,1.75,False
DAD->SGN,10261,30950,VN7149,VN7149,VN-A611,VN-A611,1.1667,False
DAD->SGN,10264,30908,VJ643,VJ643,VN-A640,VN-A640,1.5833,False
DAD->SGN,10266,30933,VN7123,VN7123,VN-A514,VN-A514,1.35,False
DAD->SGN,10267,30921,VN6529,VN6529,VN-A359,VN-A359,1.4667,False
DAD->SGN,10272,30916,VN7121,VN7121,VN-A617,VN-A617,1.3333,False
DAD->SGN,10285,30875,VU669,VU669,VN-A129,VN-A129,1.4667,False
DAD->SGN,10286,30883,VN7147,VN7147,VN-A625,VN-A625,0.9333,False
DAD->SGN,10289,30890,VN7151,VN7151,VN-A329,VN-A329,1.05,False
DAD->SGN,10291,30857,VJ1621,VJ1621,VN-A639,VN-A639,1.2167,False
DAD->SGN,10292,30851,VJ623,VJ623,VN-A633,VN-A633,1.3167,False
DAD->SGN,10295,30847,VN101,VN101,VN-A614,VN-A614,1.1667,False
DAD->SGN,10298,30845,VJ621,VJ621,VN-A685,VN-A685,1.0667,False
DAD->SGN,10300,30819,VJ629,VJ629,VN-A548,VN-A548,1.2667,False
DAD->SGN,10301,30811,VN107,VN107,VN-A625,VN-A625,1.3,False
DAD->SGN,10303,30814,QH151,QH151,VN-A227,VN-A227,1.1333,False
DAD->SGN,10304,30808,9G959,9G959,VN-A906,VN-A906,1.3333,False
DAD->SGN,10306,30794,VN109,VN109,VN-A613,VN-A613,1.3333,False
DAD->SGN,10312,30764,VN113,VN113,VN-A506,VN-A506,1.4167,False
DAD->SGN,10313,30758,VJ625,VJ625,VN-A637,VN-A637,1.5833,False
DAD->SGN,10318,30745,QH157,QH157,ER-00005,ER-00005,1.3333,False
DAD->SGN,10319,30743,VN119,VN119,VN-A390,VN-A390,1.45,False
DAD->SGN,10321,30715,VU673,VU673,9H-MLW,9H-MLW,1.65,False
DAD->SGN,10322,30736,VJ627,VJ627,VN-A657,VN-A657,1.5333,False
DAD->SGN,10326,30730,VN123,VN123,VN-A608,VN-A608,1.2,False
DAD->SGN,10327,30717,VJ633,VJ633,VN-A548,VN-A548,1.7333,False
DAD->SGN,10339,30664,VN127,VN127,VN-A605,VN-A605,1.2667,False
DAD->SGN,10342,30694,VN7131,VN7131,VN-A617,VN-A617,1.45,False
DAD->SGN,10345,30679,VJ635,VJ635,VN-A648,VN-A648,1.9,False
DAD->SGN,10348,30681,VN129,VN129,VN-A336,VN-A336,1.4667,False
DAD->SGN,10349,30676,VN6037,VN6037,VN-A359,VN-A359,1.4833,False
DAD->SGN,10356,30654,VJ631,VJ631,VN-A653,VN-A653,1.7167,False
DAD->SGN,10361,30650,QH171,QH171,VN-A585,VN-A585,1.5333,False
DAD->SGN,10364,30651,9G979,9G979,VN-A908,VN-A908,1.15,False
DAD->SGN,10376,30619,VN135,VN135,VN-A612,VN-A612,1.3833,False
DAD->SGN,10377,30613,VJ639,VJ639,VN-A547,VN-A547,1.55,False
DAD->SGN,10382,30598,VN137,VN137,VN-A336,VN-A336,1.3167,False
DAD->SGN,10388,30583,VN141,VN141,VN-A614,VN-A614,1.4833,False
DAD->SGN,10393,30565,VJ641,VJ641,VN-A685,VN-A685,1.65,False
DAD->SGN,10394,30539,VJ649,VJ649,VN-A693,VN-A693,1.8833,False
DAD->SGN,10396,30541,VN7113,VN7113,VN-A610,VN-A610,1.55,False
DAD->SGN,10400,30536,VJ637,VJ637,VN-A684,VN-A684,1.5833,False
DAD->SGN,10402,30528,VN143,VN143,VN-A618,VN-A618,1.4833,False
DAD->SGN,10405,30501,VU685,VU685,9H-MLW,9H-MLW,1.6833,False
DAD->SGN,10406,30513,VN7143,VN7143,VN-A357,VN-A357,1.6333,False
DAD->SGN,10408,31358,VJ647,VJ647,LY-MLN,LY-MLN,1.45,False
DAD->SGN,10416,31350,VN7123,VN7123,VN-A617,VN-A617,1.5333,False
DAD->SGN,10417,31362,VJ643,VJ643,VN-A640,VN-A640,1.1667,False
DAD->SGN,10424,31334,VN7121,VN7121,VN-A503,VN-A503,1.5,False
DAD->SGN,10425,31344,VN7141,VN7141,VN-A327,VN-A327,1.0,False
DAD->SGN,10441,31298,VJ623,VJ623,VN-A684,VN-A684,1.25,False
DAD->SGN,10444,31293,VN101,VN101,VN-A609,VN-A609,1.0167,False
DAD->SGN,10446,31288,VJ621,VJ621,VN-A687,VN-A687,1.2833,False
DAD->SGN,10448,31175,VJ629,VJ629,VN-A538,VN-A538,1.7,False
DAD->SGN,10450,31259,VN107,VN107,VN-A612,VN-A612,1.1833,False
DAD->SGN,10451,31252,QH151,QH151,JU-1410,JU-1410,1.3333,False
DAD->SGN,10453,31239,VN109,VN109,VN-A331,VN-A331,1.35,False
DAD->SGN,10459,31213,VN113,VN113,VN-A327,VN-A327,1.15,False
DAD->SGN,10465,31201,VN119,VN119,VN-A326,VN-A326,1.1667,False
DAD->SGN,10466,31192,VU673,VU673,9H-MLW,9H-MLW,1.5,False
DAD->SGN,10467,31193,VN7131,VN7131,VN-A390,VN-A390,1.4,False
DAD->SGN,10468,31185,VJ627,VJ627,VN-A633,VN-A633,1.6333,False
DAD->SGN,10473,31166,VN123,VN123,VN-A608,VN-A608,1.7333,False
DAD->SGN,10474,31165,VJ633,VJ633,VN-A545,VN-A545,1.7167,False
DAD->SGN,10485,31150,VN127,VN127,VN-A615,VN-A615,1.4833,False
DAD->SGN,10491,31141,VJ635,VJ635,VN-A644,VN-A644,1.4833,False
DAD->SGN,10494,31131,VN129,VN129,VN-A335,VN-A335,1.3833,False
DAD->SGN,10495,31128,VN7125,VN7125,VN-A505,VN-A505,1.5333,False
DAD->SGN,10496,31056,VN6037,VN6037,VN-A359,VN-A359,1.6333,False
DAD->SGN,10501,31098,VJ631,VJ631,VN-A640,VN-A640,1.9333,False
DAD->SGN,10504,31105,QH171,QH171,VN-A227,VN-A227,1.3167,False
DAD->SGN,10506,31094,VN133,VN133,VN-A326,VN-A326,1.5,False
DAD->SGN,10508,31093,9G979,9G979,VN-A908,VN-A908,1.4667,False
DAD->SGN,10518,31066,VN135,VN135,VN-A395,VN-A395,1.4,False
DAD->SGN,10520,31061,VJ639,VJ639,VN-A632,VN-A632,1.4167,False
DAD->SGN,10525,31047,VN137,VN137,VN-A323,VN-A323,1.4333,False
DAD->SGN,10530,31036,VN141,VN141,VN-A619,VN-A619,1.5,False
DAD->SGN,10535,31017,VJ641,VJ641,VN-A635,VN-A635,1.4167,False
DAD->SGN,10538,30987,VJ649,VJ649,VN-A500,VN-A500,1.6333,False
DAD->SGN,10539,30996,VN7113,VN7113,VN-A398,VN-A398,1.5,False
DAD->SGN,10543,30983,VJ645,VJ645,VN-A684,VN-A684,1.6167,False
DAD->SGN,10544,30975,VN143,VN143,VN-A514,VN-A514,1.4,False
DAD->SGN,10547,30976,VU685,VU685,9H-MLW,9H-MLW,1.4333,False
DAD->SGN,10550,31756,VJ647,VJ647,LY-MLN,LY-MLN,1.2167,False
DAD->SGN,10555,31754,VN7123,VN7123,VN-A390,VN-A390,1.2333,False
DAD->SGN,10557,31739,VJ643,VJ643,VN-A635,VN-A635,1.5667,False
DAD->SGN,10564,31740,VN7121,VN7121,VN-A358,VN-A358,1.1167,False
DAD->SGN,10576,31728,VU669,VU669,9H-MLW,9H-MLW,1.1167,False
DAD->SGN,10580,31704,VJ623,VJ623,VN-A684,VN-A684,1.1167,False
DAD->SGN,10583,31700,VN101,VN101,VN-A338,VN-A338,1.2,False
DAD->SGN,10585,31698,VJ621,VJ621,VN-A536,VN-A536,1.05,False
DAD->SGN,10587,31670,VJ629,VJ629,VN-A539,VN-A539,1.4667,False
DAD->SGN,10589,31671,VN107,VN107,VN-A339,VN-A339,1.2333,False
DAD->SGN,10590,31668,QH151,QH151,JU-1410,JU-1410,1.2667,False
DAD->SGN,10591,31667,9G959,9G959,VN-A286,VN-A286,1.3,False
DAD->SGN,10602,31625,VN113,VN113,VN-A393,VN-A393,1.6333,False
DAD->SGN,10604,31622,VJ625,VJ625,VN-A635,VN-A635,1.5833,False
DAD->SGN,10608,31605,VU673,VU673,9H-MLW,9H-MLW,1.6,False
DAD->SGN,10609,31609,VN119,VN119,VN-A326,VN-A326,1.4,False
DAD->SGN,10611,31593,VJ627,VJ627,VN-A642,VN-A642,1.9167,False
DAD->SGN,10616,31581,VN123,VN123,VN-A505,VN-A505,1.65,False
DAD->SGN,10617,31578,VJ633,VJ633,VN-A539,VN-A539,1.7333,False
DAD->SGN,10627,31565,VN127,VN127,VN-A606,VN-A606,1.6167,False
DAD->SGN,10634,31523,VJ635,VJ635,VN-A525,VN-A525,1.9167,False
DAD->SGN,10637,31550,VN129,VN129,VN-A610,VN-A610,1.3667,False
DAD->SGN,10638,31544,VN6037,VN6037,VN-A359,VN-A359,1.55,False
DAD->SGN,10642,31506,VJ631,VJ631,VN-A673,VN-A673,1.85,False
DAD->SGN,10646,31517,QH171,QH171,VN-A227,VN-A227,1.6,False
DAD->SGN,10648,31519,VN133,VN133,VN-A326,VN-A326,1.4333,False
DAD->SGN,10650,31510,9G979,9G979,VN-A908,VN-A908,1.5333,False
DAD->SGN,10661,31476,VN135,VN135,VN-A603,VN-A603,1.5,False
DAD->SGN,10663,31477,VJ639,VJ639,VN-A670,VN-A670,1.4667,False
DAD->SGN,10667,31461,VN137,VN137,VN-A335,VN-A335,1.4333,False
DAD->SGN,10673,31454,VN141,VN141,VN-A395,VN-A395,1.5167,False
DAD->SGN,10679,31440,VJ641,VJ641,VN-A546,VN-A546,1.35,False
DAD->SGN,10681,31409,VJ649,VJ649,VN-A658,VN-A658,1.5167,False
DAD->SGN,10683,31410,VJ637,VJ637,VN-A684,VN-A684,1.4833,False
DAD->SGN,10685,31400,VN143,VN143,VN-A514,VN-A514,1.5,False
DAD->SGN,10688,31398,VU685,VU685,9H-MLW,9H-MLW,1.4833,False
DAD->SGN,10692,32127,VJ647,VJ647,,LY-MLN,1.55,False
DAD->SGN,10698,32140,VN7123,VN7123,VN-A356,VN-A356,1.4167,False
DAD->SGN,10699,32139,VJ1643,VJ1643,VN-A546,VN-A546,2.15,False
DAD->SGN,10705,32132,VN7121,VN7121,VN-A357,VN-A357,1.6667,False
DAD->SGN,10716,32125,VU669,VU669,9H-MLW,9H-MLW,1.3167,False
DAD->SGN,10720,32102,VJ623,VJ623,VN-A687,VN-A687,1.2667,False
DAD->SGN,10721,32099,VN101,VN101,VN-A614,VN-A614,1.0167,False
DAD->SGN,10724,32016,VJ621,VJ621,VN-A687,VN-A687,1.4833,False
DAD->SGN,10727,32032,VJ629,VJ629,VN-A673,VN-A673,1.2667,False
DAD->SGN,10729,32061,VN107,VN107,VN-A507,VN-A507,1.3,False
DAD->SGN,10730,32059,QH151,QH151,JU-1410,JU-1410,1.2333,False
DAD->SGN,10731,32057,9G959,9G959,VN-A281,VN-A281,1.2667,False
DAD->SGN,10734,32038,VN109,VN109,VN-A622,VN-A622,1.4167,False
DAD->SGN,10740,32008,VN113,VN113,VN-A604,VN-A604,1.4833,False
DAD->SGN,10741,32005,VJ625,VJ625,VN-A524,VN-A524,1.35,False
DAD->SGN,10745,31997,VU673,VU673,VN-A136,VN-A136,1.5167,False
DAD->SGN,10748,31999,VN119,VN119,VN-A339,VN-A339,1.4167,False
DAD->SGN,10749,31981,VJ627,VJ627,VN-A649,VN-A649,1.6,False
DAD->SGN,10754,31971,VN123,VN123,VN-A332,VN-A332,1.4667,False
DAD->SGN,10755,31944,VJ633,VJ633,VN-A673,VN-A673,1.7333,False
DAD->SGN,10770,31950,VN127,VN127,VN-A507,VN-A507,1.55,False
DAD->SGN,10771,31952,VJ635,VJ635,VN-A642,VN-A642,1.3667,False
DAD->SGN,10775,31934,VN7123,VN7123,VN-A601,VN-A601,1.7833,False
DAD->SGN,10776,31927,VN129,VN129,VN-A398,VN-A398,1.6,False
DAD->SGN,10777,31921,VN6037,VN6037,VN-A354,VN-A354,1.8667,False
DAD->SGN,10782,31909,VJ631,VJ631,VN-A636,VN-A636,1.7,False
DAD->SGN,10786,31904,VN133,VN133,VN-A339,VN-A339,1.4833,False
DAD->SGN,10788,31898,9G979,9G979,VN-A908,VN-A908,1.5333,False
DAD->SGN,10799,31865,VN135,VN135,VN-A396,VN-A396,1.45,False
DAD->SGN,10800,31847,VJ639,VJ639,VN-A673,VN-A673,1.7667,False
DAD->SGN,10804,31842,VN137,VN137,VN-A398,VN-A398,1.3833,False
DAD->SGN,10811,31844,QH173,QH173,VN-A585,VN-A585,1.2,False
DAD->SGN,10812,31839,VN141,VN141,VN-A325,VN-A325,1.45,False
DAD->SGN,10816,31823,VJ641,VJ641,VN-A634,VN-A634,1.4333,False
DAD->SGN,10817,31802,VU685,VU685,9H-MLW,9H-MLW,1.5667,False
DAD->SGN,10819,31797,VJ649,VJ649,VN-A547,VN-A547,1.5167,False
DAD->SGN,10821,31782,VJ645,VJ645,VN-A633,VN-A633,1.45,False
DAD->SGN,10823,31786,VN143,VN143,VN-A514,VN-A514,1.2667,False
DAD->SGN,10826,32541,VJ647,VJ647,LY-MLN,LY-MLN,1.6833,False
DAD->SGN,10833,32526,VJ643,VJ643,VN-A634,VN-A634,1.9,False
DAD->SGN,10857,32504,VJ623,VJ623,VN-A673,VN-A673,1.05,False
DAD->SGN,10858,32500,VN101,VN101,VN-A335,VN-A335,1.1333,False
DAD->SGN,10861,32498,VJ621,VJ621,VN-A635,VN-A635,1.15,False
DAD->SGN,10863,32432,VJ629,VJ629,VN-A673,VN-A673,1.7167,False
DAD->SGN,10865,32468,VN107,VN107,VN-A332,VN-A332,1.3167,False
DAD->SGN,10866,32466,QH151,QH151,JU-1410,JU-1410,1.5167,False
DAD->SGN,10867,32467,9G959,9G959,VN-A906,VN-A906,1.2667,False
DAD->SGN,10871,32443,VN109,VN109,9H-MLO,9H-MLO,1.6833,False
DAD->SGN,10876,32424,VN113,VN113,VN-A356,VN-A356,1.4667,False
DAD->SGN,10883,32407,VU673,VU673,VN-A129,VN-A129,1.3833,False
DAD->SGN,10885,32399,VN119,VN119,VN-A601,VN-A601,1.7167,False
DAD->SGN,10886,32376,VJ627,VJ627,VN-A578,VN-A578,1.8667,False
DAD->SGN,10891,32375,VN123,VN123,VN-A339,VN-A339,1.6,False
DAD->SGN,10892,32387,VN7123,VN7123,VN-A612,VN-A612,1.2667,False
DAD->SGN,10893,32330,VJ633,VJ633,VN-A673,VN-A673,2.1333,False
DAD->SGN,10907,32339,VN127,VN127,9H-MLO,9H-MLO,2.2167,False
DAD->SGN,10908,32334,VJ635,VJ635,VN-A635,VN-A635,2.1333,False
DAD->SGN,10915,32343,VN129,VN129,VN-A398,VN-A398,1.8167,False
DAD->SGN,10916,32337,VN7135,VN7135,VN-A602,VN-A602,2.0,False
DAD->SGN,10917,32342,VN7131,VN7131,VN-A507,VN-A507,1.6667,False
DAD->SGN,10918,32331,VN6037,VN6037,VN-A359,VN-A359,2.1,False
DAD->SGN,10923,32275,VJ631,VJ631,VN-A578,VN-A578,1.65,False
DAD->SGN,10926,32302,VN133,VN133,VN-A601,VN-A601,1.8833,False
DAD->SGN,10928,32300,9G979,9G979,VN-A908,VN-A908,1.9333,False
DAD->SGN,10938,32266,VN135,VN135,VN-A323,VN-A323,1.55,False
DAD->SGN,10939,32270,VJ639,VJ639,VN-A630,VN-A630,1.6167,False
DAD->SGN,10944,32249,VN137,VN137,VN-A398,VN-A398,1.5333,False
DAD->SGN,10952,32250,QH173,QH173,VN-A227,VN-A227,1.2833,False
DAD->SGN,10953,32234,VN141,VN141,VN-A614,VN-A614,1.65,False
DAD->SGN,10957,32225,VJ641,VJ641,VN-A545,VN-A545,1.5833,False
DAD->SGN,10959,32209,VU685,VU685,9H-MLW,9H-MLW,1.8667,False
DAD->SGN,10961,32166,VJ649,VJ649,VN-A537,VN-A537,1.55,False
DAD->SGN,10963,32183,VN143,VN143,VN-A514,VN-A514,1.2667,False
