Route,Origin,Destination,Arr_Index,Flight_No,Arr_Event_Time,Arr_Service_Date,Reason,Action,Drop_Reason
HAN->SGN,HAN,SGN,11906,VN221,2026-01-18 23:27:00,2026-01-18,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,12005,VU779,2026-01-18 18:53:00,2026-01-18,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,12143,VU775,2026-01-18 12:02:00,2026-01-18,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,12172,VU751,2026-01-18 10:46:00,2026-01-18,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,12219,VN243,2026-01-18 07:51:00,2026-01-18,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,12326,VN219,2026-01-19 21:00:00,2026-01-19,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,12364,QH255,2026-01-19 18:57:00,2026-01-19,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,12366,VU779,2026-01-19 18:52:00,2026-01-19,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,12441,QH251,2026-01-19 15:24:00,2026-01-19,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,12500,QH211,2026-01-19 12:13:00,2026-01-19,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,12501,VU775,2026-01-19 12:10:00,2026-01-19,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,12567,VJ181,2026-01-19 08:51:00,2026-01-19,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,12569,VN7007,2026-01-19 08:46:00,2026-01-19,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,12591,VJ185,2026-01-19 07:14:00,2026-01-19,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,12597,VN205,2026-01-19 06:44:00,2026-01-19,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,13001,VJ171,2026-01-20 01:21:00,2026-01-20,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,13004,QH283,2026-01-20 01:12:00,2026-01-20,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,13042,VU787,2026-01-21 22:44:00,2026-01-21,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,13049,VJ155,2026-01-21 22:20:00,2026-01-21,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,13054,VN263,2026-01-21 22:05:00,2026-01-21,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,14135,VJ155,2026-01-24 22:24:00,2026-01-24,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,14460,VJ159,2026-01-24 02:10:00,2026-01-24,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,14461,VU794,2026-01-24 02:02:00,2026-01-24,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,14910,VJ155,2026-01-26 22:02:00,2026-01-26,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,15226,VJ171,2026-01-26 02:28:00,2026-01-26,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,15228,VU791,2026-01-26 02:07:00,2026-01-26,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,15652,VN221,2026-01-28 23:04:00,2026-01-28,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,15894,VJ121,2026-01-28 10:52:00,2026-01-28,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,16191,QH251,2026-01-29 15:20:00,2026-01-29,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,16400,9G895,2026-01-29 00:12:00,2026-01-29,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,16652,9G821,2026-01-30 11:37:00,2026-01-30,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,16769,VJ187,2026-01-30 00:42:00,2026-01-30,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,17135,VU791,2026-01-31 01:42:00,2026-01-31,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,19943,VJ107,2026-02-07 11:22:00,2026-02-07,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,20093,VN7059,2026-02-07 01:33:00,2026-02-07,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,20363,VN211,2026-02-08 13:37:00,2026-02-08,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,20424,VU751,2026-02-08 10:52:00,2026-02-08,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,21029,VN618,2026-02-09 01:28:00,2026-02-09,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,21030,VN7215,2026-02-09 01:26:00,2026-02-09,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,21236,QH224,2026-02-10 16:23:00,2026-02-10,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,21586,QH242,2026-02-11 22:23:00,2026-02-11,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,22035,VN1562,2026-02-11 00:29:00,2026-02-11,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,22074,VN7292,2026-02-12 22:43:00,2026-02-12,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,22258,QH202,2026-02-12 14:54:00,2026-02-12,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,22369,VJ185,2026-02-12 09:52:00,2026-02-12,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,22370,VJ1125,2026-02-12 09:50:00,2026-02-12,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,22388,VN243,2026-02-12 08:35:00,2026-02-12,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,22416,VN205,2026-02-12 06:59:00,2026-02-12,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,22604,VJ163,2026-02-13 22:18:00,2026-02-13,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,22634,VJ147,2026-02-13 21:03:00,2026-02-13,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,22844,VJ122,2026-02-13 11:48:00,2026-02-13,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,22991,VJ171,2026-02-13 04:13:00,2026-02-13,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,23140,VN7219,2026-02-14 21:43:00,2026-02-14,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,23221,VJ145,2026-02-14 18:12:00,2026-02-14,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,23443,9G801,2026-02-14 07:40:00,2026-02-14,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,23586,VN265,2026-02-14 00:35:00,2026-02-14,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,23685,VJ147,2026-02-15 20:31:00,2026-02-15,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,24266,VJ191,2026-02-16 17:47:00,2026-02-16,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,24399,VN247,2026-02-16 11:50:00,2026-02-16,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,24583,VJ187,2026-02-16 01:47:00,2026-02-16,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,24615,VN7213,2026-02-16 00:27:00,2026-02-16,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,24620,VU701,2026-02-16 00:16:00,2026-02-16,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,24893,9G821,2026-02-17 11:18:00,2026-02-17,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,25045,VN265,2026-02-18 22:44:00,2026-02-18,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,25555,VN217,2026-02-19 18:58:00,2026-02-19,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,25560,QH255,2026-02-19 18:45:00,2026-02-19,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,25927,VN265,2026-02-20 23:07:00,2026-02-20,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,26287,VN205,2026-02-20 07:00:00,2026-02-20,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,26288,VJ179,2026-02-20 06:57:00,2026-02-20,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,26451,VN219,2026-02-21 22:16:00,2026-02-21,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,26508,VJ147,2026-02-21 19:54:00,2026-02-21,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,26909,VJ123,2026-02-21 00:51:00,2026-02-21,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,26910,VN7211,2026-02-21 00:50:00,2026-02-21,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,26911,9G895,2026-02-21 00:46:00,2026-02-21,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,26918,VN267,2026-02-21 00:27:00,2026-02-21,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,27039,VJ188,2026-02-22 19:33:00,2026-02-22,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,27290,VN207,2026-02-22 09:01:00,2026-02-22,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,27643,VJ143,2026-02-23 16:01:00,2026-02-23,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,27956,9G885,2026-02-23 00:49:00,2026-02-23,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,27961,VU701,2026-02-23 00:39:00,2026-02-23,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,28265,9G821,2026-02-24 11:44:00,2026-02-24,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,28321,QH203,2026-02-24 09:16:00,2026-02-24,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,28483,VU787,2026-02-24 00:48:00,2026-02-24,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,28834,VN245,2026-02-25 10:16:00,2026-02-25,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,29354,VJ107,2026-02-26 10:33:00,2026-02-26,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,29377,VJ105,2026-02-26 09:29:00,2026-02-26,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,29496,VN6025,2026-02-26 02:07:00,2026-02-26,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,29511,VN7251,2026-02-26 01:30:00,2026-02-26,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,29626,9G869,2026-02-27 20:51:00,2026-02-27,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,29628,VN231,2026-02-27 20:47:00,2026-02-27,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,29653,VN257,2026-02-27 19:40:00,2026-02-27,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,29681,VJ195,2026-02-27 18:25:00,2026-02-27,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,29789,VJ463,2026-02-27 13:30:00,2026-02-27,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,29816,VJ149,2026-02-27 12:18:00,2026-02-27,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,30024,VJ123,2026-02-27 00:29:00,2026-02-27,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,30496,VJ161,2026-02-28 00:08:00,2026-02-28,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,30525,9G877,2026-03-01 22:49:00,2026-03-01,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,30755,VN247,2026-03-01 11:51:00,2026-03-01,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,30826,VJ181,2026-03-01 08:38:00,2026-03-01,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,30877,QH263,2026-03-01 04:50:00,2026-03-01,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,30951,VN267,2026-03-02 23:55:00,2026-03-02,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,31020,9G869,2026-03-02 20:47:00,2026-03-02,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,31759,VJ161,2026-03-03 00:07:00,2026-03-03,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,32235,QH271,2026-03-05 20:38:00,2026-03-05,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,32471,VN207,2026-03-05 09:08:00,2026-03-05,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,32472,QH203,2026-03-05 09:05:00,2026-03-05,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,32621,VN231,2026-03-06 20:34:00,2026-03-06,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,33413,QH251,2026-03-08 15:47:00,2026-03-08,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,33517,VU751,2026-03-08 10:43:00,2026-03-08,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,33575,VJ179,2026-03-08 07:00:00,2026-03-08,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,33677,VN219,2026-03-09 21:04:00,2026-03-09,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,33861,VN247,2026-03-09 12:05:00,2026-03-09,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,34240,VN247,2026-03-10 12:06:00,2026-03-10,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,34273,VU751,2026-03-10 10:32:00,2026-03-10,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,34305,VN7045,2026-03-10 08:53:00,2026-03-10,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,34325,9G801,2026-03-10 07:41:00,2026-03-10,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,34328,QH201,2026-03-10 07:31:00,2026-03-10,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,34411,VU787,2026-03-11 22:26:00,2026-03-11,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,34559,VN213,2026-03-11 15:01:00,2026-03-11,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,34615,VN247,2026-03-11 12:18:00,2026-03-11,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,34697,VN243,2026-03-11 07:54:00,2026-03-11,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,34740,VN6025,2026-03-11 00:48:00,2026-03-11,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,35100,VJ171,2026-03-12 01:31:00,2026-03-12,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,35329,VJ132,2026-03-13 13:41:00,2026-03-13,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,35966,VJ153,2026-03-15 18:19:00,2026-03-15,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,36312,VN257,2026-03-16 19:21:00,2026-03-16,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,36510,VN243,2026-03-16 07:44:00,2026-03-16,no_departure_match,mark_missing_departure,
HAN->SGN,HAN,SGN,36543,VJ171,2026-03-16 01:59:00,2026-03-16,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,406,VN167,2025-12-19 12:13:00,2025-12-19,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,436,VN173,2025-12-19 16:26:00,2025-12-19,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,467,VN195,2025-12-19 20:48:00,2025-12-19,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,643,VN6081,2025-12-21 08:20:00,2025-12-21,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,1072,VN167,2025-12-24 13:42:00,2025-12-24,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,1078,VN171,2025-12-24 14:35:00,2025-12-24,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,1095,VN179,2025-12-24 18:02:00,2025-12-24,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,1100,VJ515,2025-12-24 18:15:00,2025-12-24,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,1104,VN187,2025-12-24 19:03:00,2025-12-24,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,1465,VN167,2025-12-27 12:24:00,2025-12-27,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,1573,VN157,2025-12-28 07:22:00,2025-12-28,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,1644,VN173,2025-12-28 17:05:00,2025-12-28,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,1726,VN163,2025-12-29 09:07:00,2025-12-29,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,1989,VJ523,2025-12-31 01:35:00,2025-12-31,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,2149,VN157,2026-01-01 07:10:00,2026-01-01,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,2289,VN157,2026-01-02 07:26:00,2026-01-02,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,2482,VN169,2026-01-03 13:26:00,2026-01-03,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,2580,VN157,2026-01-04 07:20:00,2026-01-04,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,2625,VN169,2026-01-04 16:09:00,2026-01-04,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,2862,VJ503,2026-01-06 07:16:00,2026-01-06,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,2864,VN157,2026-01-06 07:09:00,2026-01-06,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,2967,VN7163,2026-01-06 21:55:00,2026-01-06,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,3247,VJ523,2026-01-09 00:16:00,2026-01-09,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,3756,VN7163,2026-01-12 22:00:00,2026-01-12,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,3862,VN187,2026-01-13 18:25:00,2026-01-13,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,4285,VJ521,2026-01-16 23:43:00,2026-01-16,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,4358,VN171,2026-01-17 14:39:00,2026-01-17,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,4407,VJ501,2026-01-17 22:05:00,2026-01-17,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,4446,VN163,2026-01-18 08:46:00,2026-01-18,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,4480,VN169,2026-01-18 13:26:00,2026-01-18,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,4556,VN7193,2026-01-18 23:00:00,2026-01-18,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,4647,QH147,2026-01-19 18:07:00,2026-01-19,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,4663,VN6071,2026-01-19 20:02:00,2026-01-19,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,4936,VN195,2026-01-21 20:24:00,2026-01-21,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,4941,VJ517,2026-01-21 21:18:00,2026-01-21,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,4950,VJ501,2026-01-21 22:13:00,2026-01-21,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,4956,VN7185,2026-01-21 22:39:00,2026-01-21,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,4979,VU635,2026-01-22 07:43:00,2026-01-22,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,5059,VN7175,2026-01-22 18:20:00,2026-01-22,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,5364,VJ523,2026-01-25 00:44:00,2026-01-25,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,5615,VJ501,2026-01-26 21:54:00,2026-01-26,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,5657,VN6081,2026-01-27 12:45:00,2026-01-27,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,5724,VN7175,2026-01-27 18:28:00,2026-01-27,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,5734,VN6071,2026-01-27 22:30:00,2026-01-27,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,5840,VJ511,2026-01-28 18:57:00,2026-01-28,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,6036,VJ523,2026-01-30 00:10:00,2026-01-30,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,6096,VN7165,2026-01-30 13:52:00,2026-01-30,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,6123,QH147,2026-01-30 17:47:00,2026-01-30,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,6130,VN7187,2026-01-30 18:43:00,2026-01-30,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,6143,VJ517,2026-01-30 22:35:00,2026-01-30,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,6154,VJ501,2026-01-30 22:22:00,2026-01-30,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,6175,VJ523,2026-01-31 02:24:00,2026-01-31,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,6846,VJ503,2026-02-05 07:29:00,2026-02-05,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,7215,VU639,2026-02-07 21:06:00,2026-02-07,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,7362,VN195,2026-02-08 22:20:00,2026-02-08,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,7851,VN6081,2026-02-12 10:13:00,2026-02-12,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,7886,VN169,2026-02-12 15:06:00,2026-02-12,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,7951,VN7193,2026-02-12 23:34:00,2026-02-12,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,7965,VJ521,2026-02-13 00:05:00,2026-02-12,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,8019,VN165,2026-02-13 11:39:00,2026-02-13,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,8154,VN163,2026-02-14 09:11:00,2026-02-14,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,8196,VN7165,2026-02-14 15:18:00,2026-02-14,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,8225,VU639,2026-02-14 19:52:00,2026-02-14,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,8361,VJ511,2026-02-15 16:06:00,2026-02-15,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,8395,VN195,2026-02-15 20:44:00,2026-02-15,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,8603,VJ507,2026-02-17 12:01:00,2026-02-17,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,8664,VN6071,2026-02-17 19:45:00,2026-02-17,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,8727,VN6081,2026-02-18 09:44:00,2026-02-18,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,8956,VN6071,2026-02-19 19:44:00,2026-02-19,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,9068,VN7165,2026-02-20 14:15:00,2026-02-20,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,9258,VN6071,2026-02-21 19:52:00,2026-02-21,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,9383,VJ513,2026-02-22 15:52:00,2026-02-22,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,9417,VN6071,2026-02-22 20:07:00,2026-02-22,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,9482,VU635,2026-02-23 07:38:00,2026-02-23,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,9493,QH103,2026-02-23 09:15:00,2026-02-23,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,9507,VJ527,2026-02-23 13:44:00,2026-02-23,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,9554,VN173,2026-02-23 17:27:00,2026-02-23,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,9646,VN6081,2026-02-24 13:08:00,2026-02-24,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,9680,VN169,2026-02-24 13:51:00,2026-02-24,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,9684,VN7165,2026-02-24 13:45:00,2026-02-24,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,9718,VN187,2026-02-24 19:36:00,2026-02-24,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,9724,VN6071,2026-02-24 23:44:00,2026-02-24,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,9784,9G907,2026-02-25 07:43:00,2026-02-25,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,9819,VN165,2026-02-25 13:01:00,2026-02-25,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,9854,9G927,2026-02-25 16:46:00,2026-02-25,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,9856,VN173,2026-02-25 18:03:00,2026-02-25,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,9902,VJ521,2026-02-25 23:56:00,2026-02-25,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,9919,VJ523,2026-02-26 02:23:00,2026-02-26,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,9998,VN7165,2026-02-26 13:48:00,2026-02-26,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,10044,VN195,2026-02-26 20:30:00,2026-02-26,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,10133,VJ507,2026-02-27 12:29:00,2026-02-27,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,10137,VN167,2026-02-27 12:38:00,2026-02-27,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,10168,9G927,2026-02-27 16:13:00,2026-02-27,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,10187,VN187,2026-02-27 18:34:00,2026-02-27,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,10188,VN7187,2026-02-27 18:38:00,2026-02-27,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,10210,VJ515,2026-02-27 22:19:00,2026-02-27,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,10264,VU635,2026-02-28 09:24:00,2026-02-28,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,10372,VJ521,2026-02-28 22:35:00,2026-02-28,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,10422,VU635,2026-03-01 10:57:00,2026-03-01,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,10460,VN7165,2026-03-01 13:56:00,2026-03-01,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,10488,VN179,2026-03-01 18:15:00,2026-03-01,no_departure_match,mark_missing_departure,
HAN->DAD,HAN,DAD,10511,VN195,2026-03-01 20:48:00,2026-03-01,no_departure_match,mark_missing_departure,
