Route,Dep_Index,Arr_Index,Flight_No,Dep_Tail_Before,Arr_Tail_After,Dep_AC_Before,Arr_AC_After,Gap_Hours
SGN->HAN,26967,19680,9G886,VN-A909,VN-A281,A20N,A21N,1.6667
SGN->HAN,26971,19684,VN270,VN-A358,VN-A615,A321,A321,1.55
SGN->HAN,26976,19678,9G8896,VN-A282,VN-A909,A21N,A20N,2.2
SGN->HAN,26979,19689,VJ156,VN-A643,VN-A630,A321,A321,1.4333
SGN->HAN,26983,19681,VN7010,VN-A878,VN-A865,B78X,B789,2.2333
SGN->HAN,26988,19677,9G882,VN-A279,VN-A280,A321,A321,2.85
SGN->HAN,27410,19375,VJ1124,VN-A649,VN-A642,A321,A321,1.4167
SGN->HAN,27411,19377,9G8902,VN-A284,VN-A281,A21N,A21N,1.35
SGN->HAN,27486,19965,9G886,VN-A280,VN-A909,A321,A20N,1.9167
SGN->HAN,27487,19963,VN224,VN-A332,VN-A395,A321,A321,2.1333
SGN->HAN,27488,19972,VJ156,VN-A657,VN-A643,A321,A321,1.6
SGN->HAN,27490,19967,VN270,VN-A398,VN-A358,A321,A321,1.9333
SGN->HAN,27529,19979,VJ180,VN-A820,VN-A810,A333,A333,2.6667
SGN->HAN,27548,19717,VJ196,VN-A639,VN-A816,A321,A333,1.7
SGN->HAN,27933,19660,VJ1166,VN-A642,VN-A644,A321,A321,0.9833
SGN->HAN,27952,19664,9G8802,VN-A280,VN-A279,A321,A321,1.1333
SGN->HAN,28000,20265,VN270,VN-A358,VN-A398,A321,A321,1.25
SGN->HAN,28001,20264,9G8894,VN-A285,VN-A282,A21N,A21N,1.35
SGN->HAN,28005,20261,9G886,VN-A284,VN-A280,A21N,A321,1.6833
SGN->HAN,28010,20262,VN224,VN-A610,VN-A332,A321,A321,1.9167
SGN->HAN,28469,19942,VJ1166,VN-A639,VN-A642,A321,A321,2.3833
SGN->HAN,28489,19946,9G8802,VN-A286,VN-A280,A21N,A321,2.4333
SGN->HAN,28506,19941,VJ182,VN-A578,VN-A634,A21N,A321,4.2
SGN->HAN,28528,20529,VJ178,VN-A545,VN-A630,A21N,A321,2.45
SGN->HAN,28533,20541,VN7010,VN-A356,VN-A888,A321,A359,1.45
SGN->HAN,28535,20531,VN270,VN-A617,VN-A358,A21N,A321,2.0667
SGN->HAN,28538,20523,VN7020,VN-A866,VN-A897,B789,A359,4.1667
SGN->HAN,28540,20532,9G8894,VN-A281,VN-A285,A21N,A21N,2.2
SGN->HAN,28546,20537,9G886,VN-A282,VN-A284,A21N,A21N,2.2167
SGN->HAN,29006,20249,9G8802,VN-A279,VN-A286,A321,A21N,0.5833
SGN->HAN,29015,20245,9G8896,VN-A281,VN-A284,A21N,A21N,1.9333
SGN->HAN,29033,20250,VJ182,VN-A632,VN-A578,A321,A21N,1.35
SGN->HAN,29060,20817,VN270,VN-A608,VN-A617,A321,A21N,1.3333
SGN->HAN,29063,20802,VJ182,VN-A636,VN-A657,A321,A321,3.55
SGN->HAN,29068,20824,9G886,VN-A281,VN-A282,A21N,A21N,1.2333
SGN->HAN,29072,20804,VN7294,VN-A874,VN-A514,B78X,A20N,3.4833
SGN->HAN,29081,20825,VJ174,VN-A552,VN-A500,A21N,A21N,1.7
SGN->HAN,29491,20517,VN7006,VN-A392,VN-A399,A321,A321,0.3167
SGN->HAN,29508,20514,VN7220,VN-A515,VN-A393,A20N,A321,1.8667
SGN->HAN,29535,20518,9G8802,VN-A280,VN-A279,A321,A321,2.4167
SGN->HAN,29571,21030,VJ178,VN-A633,VN-A697,A321,A21N,2.7167
SGN->HAN,29579,21038,VN270,VN-A611,VN-A608,A321,A321,2.0833
SGN->HAN,29602,21052,VJ158,VN-A650,VN-A629,A320,A321,1.95
SGN->HAN,30036,20800,9G8802,VN-A279,VN-A280,A321,A321,2.0833
SGN->HAN,30075,21129,VJ174,VN-A673,VN-A575,A321,A21N,3.7333
SGN->HAN,30076,21137,9G886,VN-A906,VN-A281,A21N,A21N,1.9833
SGN->HAN,30081,21139,VN224,VN-A339,VN-A501,A321,A21N,1.6167
SGN->HAN,30521,21025,9G8802,VN-A280,VN-A279,A321,A321,2.2667
SGN->HAN,30543,21210,VU782,VN-A136,VN-A289,A320,A321,2.9
SGN->HAN,30550,21215,9G892,VN-A282,VN-A909,A21N,A20N,2.4667
SGN->HAN,30551,21212,VJ178,VN-A657,VN-A672,A321,A320,2.95
SGN->HAN,30966,21130,9G8802,VN-A286,VN-A280,A21N,A321,1.4167
SGN->HAN,31004,21283,VN270,VN-A505,VN-A618,A21N,A21N,2.4833
SGN->HAN,31014,21289,9G886,VN-A906,VN-A281,A21N,A21N,1.8
SGN->HAN,31419,21396,VU782,VN-A136,VN-A289,A320,A321,1.6167
SGN->HAN,31422,21397,VN270,VN-A390,VN-A505,A321,A21N,1.6
SGN->HAN,31424,21400,9G886,VN-A285,VN-A906,A21N,A21N,1.3333
SGN->HAN,31806,21279,9G8802,VN-A279,VN-A280,A321,A321,2.2667
SGN->HAN,31824,21583,VN270,VN-A503,VN-A390,A21N,A321,1.5667
SGN->HAN,31825,21571,VJ178,VN-A542,VN-A657,A321,A321,3.6833
SGN->HAN,31830,21585,9G886,VN-A284,VN-A285,A21N,A21N,1.95
SGN->HAN,32220,21394,VN7232,VN-A618,VN-A513,A21N,A20N,1.6833
SGN->HAN,32227,21756,9G886,VN-A282,VN-A284,A21N,A21N,1.1
SGN->HAN,32229,21749,VJ174,VN-A607,VN-A671,A21N,A320,2.8667
SGN->HAN,32618,21926,VJ182,VN-A656,VN-A644,A320,A321,1.7833
SGN->HAN,32623,21931,VN270,VN-A608,VN-A614,A321,A321,1.5667
SGN->HAN,33005,22093,VJ182,VN-A653,VN-A656,A21N,A320,1.7667
SGN->HAN,33007,22096,9G892,VN-A284,VN-A285,A21N,A21N,1.9833
SGN->HAN,33009,22099,VN270,VN-A616,VN-A608,A21N,A321,1.6667
SGN->HAN,33010,22094,VJ178,VN-A578,VN-A675,A21N,A320,2.2667
SGN->HAN,33013,22088,9G886,VN-A285,VN-A286,A21N,A21N,4.2333
SGN->HAN,33389,22248,VJ182,VN-A522,VN-A653,A321,A21N,1.6833
SGN->HAN,33390,22252,9G892,VN-A281,VN-A284,A21N,A21N,1.4
SGN->HAN,33393,22253,VN270,VN-A335,VN-A616,A321,A21N,1.5667
SGN->HAN,33394,22254,VJ178,VN-A632,VN-A578,A321,A21N,1.6
SGN->HAN,34162,22706,VJ182,VN-A635,VN-A685,A321,A321,3.5333
SGN->HAN,34165,22711,VN270,VN-A331,VN-A514,A321,A20N,2.1833
SGN->HAN,34168,22717,9G886,VN-A908,VN-A906,A20N,A21N,1.4
SGN->HAN,34172,22718,VN224,VN-A505,VN-A602,A21N,A321,1.9667
SGN->HAN,34545,22867,VJ182,VN-A657,VN-A635,A321,A321,1.35
SGN->HAN,34551,22871,9G886,VN-A286,VN-A908,A21N,A20N,1.75
SGN->HAN,34926,23002,VJ182,VN-A535,VN-A657,A321,A321,1.8167
SGN->HAN,34933,23007,9G886,VN-A908,VN-A286,A20N,A21N,1.5833
SGN->HAN,35310,23155,VN270,VN-A338,VN-A336,A321,A321,1.65
SGN->HAN,35317,23158,9G886,VN-A284,VN-A908,A21N,A20N,2.0
SGN->HAN,35689,23323,9G886,VN-A280,VN-A284,A321,A21N,1.25
SGN->HAN,35690,23322,VJ178,VN-A673,VN-A689,A321,A320,1.5333
SGN->HAN,35695,23325,VJ174,VN-A810,VN-A629,A333,A321,1.6667
SGN->HAN,36058,23450,VN270,VN-A358,VN-A611,A321,A321,1.1167
SGN->HAN,36064,23452,VJ178,VN-A637,VN-A673,A321,A321,1.5167
SGN->HAN,36067,23455,VJ174,VN-A666,VN-A810,A320,A333,1.7
SGN->HAN,36424,23546,VJ178,VN-A552,VN-A637,A21N,A321,1.25
SGN->HAN,36429,23541,VN270,VN-A397,VN-A358,A321,A321,2.4167
DAD->SGN,113,331,VJ643,VN-A663,VN-A542,A320,A321,2.0667
DAD->SGN,228,697,VJ643,VN-A641,VN-A663,A321,A320,1.35
DAD->SGN,355,1047,VJ643,VN-A632,VN-A641,A321,A321,0.6833
DAD->SGN,478,1417,VJ647,VN-A685,VN-A655,A321,A320,2.15
DAD->SGN,481,1403,VJ643,VN-A687,VN-A632,A321,A321,2.6167
DAD->SGN,732,2171,VJ647,VN-A699,VN-A685,A320,A321,1.4167
DAD->SGN,866,2548,VJ647,VN-A632,VN-A699,A321,A320,1.8667
DAD->SGN,869,2549,VN7129,VN-A323,VN-A324,A321,A321,1.15
DAD->SGN,1065,3092,VN127,,VN-A395,,A321,1.45
DAD->SGN,1259,3608,VJ647,VN-A672,VN-A684,A320,A321,3.75
DAD->SGN,1403,3995,VJ647,VN-A633,VN-A672,A321,A320,0.35
DAD->SGN,1534,4345,VJ647,VN-A668,VN-A633,A320,A321,2.9833
DAD->SGN,1540,4343,VJ643,VN-A634,VN-A670,A321,A321,1.45
DAD->SGN,1683,4746,VN7125,VN-A353,VN-A513,A321,A20N,0.1
DAD->SGN,1816,5098,VN7125,VN-A395,VN-A353,A321,A321,2.2667
DAD->SGN,1955,5494,VN7125,VN-A393,VN-A395,A321,A321,1.5
DAD->SGN,2100,5883,VN7125,VN-A606,VN-A393,A321,A321,0.45
DAD->SGN,2102,5876,VJ647,VN-A535,VN-A552,A321,A21N,1.5333
DAD->SGN,2250,6271,VJ647,,VN-A535,,A321,0.1333
DAD->SGN,2260,6261,VJ643,VN-A553,VN-A637,A21N,A321,0.9333
DAD->SGN,2392,6625,VJ647,LY-NVG,LY-NVE,A320,A320,4.55
DAD->SGN,2396,6633,VJ643,VN-A553,VN-A647,A21N,A321,2.05
DAD->SGN,2540,7013,VJ643,VN-A642,VN-A553,A321,A21N,1.5833
DAD->SGN,2678,7397,VJ647,LY-MLN,LY-NVG,A320,A320,2.2333
DAD->SGN,2686,7401,VJ643,VN-A632,VN-A642,A321,A321,1.7833
DAD->SGN,2979,8548,VJ647,LY-NVE,LY-NVG,A320,A320,1.1
DAD->SGN,2984,8543,VJ643,VN-A544,VN-A553,A321,A21N,1.45
DAD->SGN,3111,8906,VJ647,LY-MLN,LY-NVE,A320,A320,2.3333
DAD->SGN,3233,9289,VJ647,LY-NVE,LY-MLN,A320,A320,1.7
DAD->SGN,3365,9668,VJ647,LY-MLN,LY-NVE,A320,A320,1.55
DAD->SGN,3377,9650,VJ643,VN-A653,VN-A644,A21N,A321,1.2667
DAD->SGN,3511,10023,VJ643,,VN-A653,,A21N,0.9833
DAD->SGN,3633,10399,VJ647,LY-NVE,LY-MLN,A320,A320,2.3
DAD->SGN,3758,10777,VJ647,LY-MLI,LY-NVE,A320,A320,0.3833
DAD->SGN,3893,11129,VJ647,LY-MLN,LY-MLI,A320,A320,2.1833
DAD->SGN,3898,11144,VJ643,VN-A684,VN-A553,A321,A21N,1.4
DAD->SGN,4157,11877,VJ643,VN-A644,VN-A684,A321,A321,1.3167
DAD->SGN,4286,12271,VJ647,LY-MLI,LY-MLN,A320,A320,1.0833
DAD->SGN,4291,12255,VJ643,VN-A689,VN-A644,A320,A321,1.0167
DAD->SGN,4419,12640,VJ647,LY-NVE,LY-MLI,A320,A320,1.65
DAD->SGN,4423,12618,VJ643,VN-A642,VN-A689,A321,A320,2.0333
DAD->SGN,4553,13016,VJ647,LY-MLN,LY-NVE,A320,A320,1.3667
DAD->SGN,4685,13344,VJ647,LY-NVE,LY-MLN,A320,A320,1.8833
DAD->SGN,4825,13722,VJ647,LY-MLN,LY-NVE,A320,A320,1.8
DAD->SGN,4834,13713,VJ643,VN-A647,VN-A669,A321,A320,1.3333
DAD->SGN,4964,14087,VJ643,VN-A643,VN-A647,A321,A321,2.2667
DAD->SGN,5091,14474,VJ643,VN-A636,VN-A643,A321,A321,1.8
DAD->SGN,5227,14865,VJ643,VN-A637,VN-A636,A321,A321,0.6667
DAD->SGN,5359,15233,VJ643,VN-A651,VN-A637,A321,A321,2.2
DAD->SGN,6024,17133,VJ643,VN-A675,VN-A642,A320,A321,1.3333
DAD->SGN,6157,17547,VJ643,VN-A644,VN-A675,A321,A320,2.4
DAD->SGN,6291,17957,VJ643,VN-A636,VN-A644,A321,A321,1.8833
DAD->SGN,6696,19178,VN7123,9H-MLO,9H-MLE,A320,A320,2.4833
DAD->SGN,6839,19638,VN7123,VN-A393,9H-MLO,A321,A320,1.85
DAD->SGN,6841,19638,VN7123,9H-MLE,9H-MLO,A320,A320,1.0167
DAD->SGN,6842,19626,VN7141,,VN-A612,,A321,1.5833
DAD->SGN,6853,19619,VN7143,VN-A326,VN-A503,A321,A21N,0.8
DAD->SGN,6976,20074,VN7123,9H-MLE,VN-A393,A320,A321,1.85
DAD->SGN,6989,20063,VN7143,,VN-A326,,A321,2.2167
DAD->SGN,6992,20052,VU669,,9H-MLW,,A320,0.75
DAD->SGN,7111,20562,VJ647,,LY-MLN,,A320,0.5833
DAD->SGN,7117,20545,VJ643,VN-A684,VN-A673,A321,A321,2.2333
DAD->SGN,7256,21022,VJ643,VN-A648,VN-A684,A321,A321,1.5
DAD->SGN,7263,21017,VN7121,VN-A508,9H-MLE,A21N,A320,1.25
DAD->SGN,7277,20980,VU669,,9H-MLW,,A320,0.5833
DAD->SGN,7407,21502,VN7141,VN-A323,VN-A334,A321,A321,1.6667
DAD->SGN,7411,21506,VN7123,,9H-MLE,,A320,0.9667
DAD->SGN,7421,21483,QH193,VN-A227,ER-00005,A321,A320,0.0667
DAD->SGN,7530,22035,VU685,,9H-MLW,,A320,1.3333
DAD->SGN,7532,22034,VN7143,,VN-A336,,A321,1.15
DAD->SGN,7534,22006,VJ647,,LY-MLN,,A320,1.0833
DAD->SGN,7544,21979,VN7123,,9H-MLE,,A320,3.4833
DAD->SGN,7568,21953,VJ1631,VN-A535,VN-A523,A321,A21N,1.0333
DAD->SGN,7680,22536,VN143,VN-A514,VN-A507,A20N,A21N,1.8333
DAD->SGN,7690,22480,VN7149,VN-A396,VN-A611,A321,A321,2.9833
DAD->SGN,7694,22488,VJ643,,VN-A535,,A321,2.8833
DAD->SGN,7702,22473,VN7141,VN-A602,VN-A323,A321,A321,2.2667
DAD->SGN,7706,22480,VN7149,VN-A323,VN-A611,A321,A321,2.4
DAD->SGN,7724,22957,VN7147,,VN-A606,,A321,1.7
DAD->SGN,7841,23013,VN7141,,VN-A602,,A321,3.1667
DAD->SGN,7847,23038,VJ647,,LY-MLN,,A320,1.0833
DAD->SGN,7849,23017,VN7149,VN-A323,VN-A396,A321,A321,2.2667
DAD->SGN,7860,22988,VN7121,VN-A614,VN-A621,A321,A21N,1.5
DAD->SGN,7987,23583,VN143,VN-A608,VN-A514,A321,A20N,1.55
DAD->SGN,8001,23526,VJ643,VN-A553,VN-A649,A21N,A321,3.75
DAD->SGN,8024,23490,VN7147,VN-A604,VN-A396,A321,A321,1.65
DAD->SGN,8142,24108,VN143,VN-A515,VN-A608,A20N,A321,2.2
DAD->SGN,8145,24113,VU685,,9H-MLW,,A320,1.55
DAD->SGN,8150,24067,VJ647,VN-A684,LY-MLN,A321,A320,3.1167
DAD->SGN,8161,24093,VJ643,,VN-A553,,A21N,0.8333
DAD->SGN,8162,24061,VN7033,VN-A339,VN-A338,A321,A321,3.2833
DAD->SGN,8178,24030,QH193,PK-BBK,VN-A227,B739,A321,2.0
DAD->SGN,8288,24593,VJ647,LY-MLN,VN-A684,A320,A321,2.5833
DAD->SGN,8293,24579,VN7123,,9H-MLE,,A320,2.5833
DAD->SGN,8298,24576,VN7121,,VN-A357,,A321,1.95
DAD->SGN,8557,25420,VN143,VN-A514,VN-A327,A20N,A321,1.9833
DAD->SGN,8573,25433,VN7123,,9H-MLE,,A320,1.15
DAD->SGN,8719,25869,VJ643,VN-A644,VN-A632,A321,A321,1.45
DAD->SGN,8726,25875,VN7121,VN-A619,VN-A616,A21N,A21N,1.2167
DAD->SGN,8727,25870,VN7141,VN-A618,VN-A358,A21N,A321,1.25
DAD->SGN,8744,25850,VN7147,VN-A609,VN-A512,A321,A21N,1.0
DAD->SGN,8872,26364,VJ643,VN-A649,VN-A644,A321,A321,2.9333
DAD->SGN,8874,26369,VN7123,9H-MLO,9H-MLE,A320,A320,1.95
DAD->SGN,8880,26369,VN7123,,9H-MLE,,A320,1.2833
DAD->SGN,8881,26378,VN7121,VN-A616,VN-A619,A21N,A21N,0.7833
DAD->SGN,8882,26372,VN7141,VN-A336,VN-A618,A321,A21N,1.3167
DAD->SGN,8891,26353,VN7937,VN-A619,VN-A508,A21N,A21N,1.2167
DAD->SGN,8895,26343,VN7147,VN-A395,VN-A609,A321,A321,0.9833
DAD->SGN,8898,26341,VN7103,VN-A392,VN-A399,A321,A321,1.1
DAD->SGN,8900,26347,QH193,PK-BBK,VN-A227,B739,A321,0.2167
DAD->SGN,8904,26325,VN7105,VN-A398,VN-A616,A321,A21N,1.0833
DAD->SGN,9028,26902,VJ643,VN-A537,VN-A649,A21N,A321,0.7667
DAD->SGN,9030,26874,VN7123,,9H-MLO,,A320,2.5
DAD->SGN,9036,26873,VN7121,VN-A508,VN-A616,A21N,A21N,2.3
DAD->SGN,9050,26843,QH193,VN-A227,PK-BBK,A321,B739,2.7333
DAD->SGN,9051,26861,VN7147,VN-A323,VN-A395,A321,A321,1.3
DAD->SGN,9054,26860,VN7103,VN-A326,VN-A392,A321,A321,0.6333
DAD->SGN,9059,26841,VN7105,VN-A611,VN-A398,A321,A321,1.05
DAD->SGN,9185,27437,VN7149,VN-A324,VN-A616,A321,A21N,0.8
DAD->SGN,9188,27403,VJ643,,VN-A537,,A21N,1.2167
DAD->SGN,9190,27361,VN7123,9H-MLE,VN-A514,A320,A20N,4.3833
DAD->SGN,9198,27407,VN7121,VN-A625,VN-A508,A21N,A21N,1.3833
DAD->SGN,9213,27382,VN7147,VN-A390,VN-A323,A321,A321,0.0667
DAD->SGN,9217,27366,VN7103,VN-A323,VN-A326,A321,A321,1.2
DAD->SGN,9220,27357,VN7107,VN-A610,VN-A356,A321,A321,0.4
DAD->SGN,9340,27897,VJ643,VN-A524,VN-A657,A21N,A321,3.6833
DAD->SGN,9342,27932,VN7123,9H-MLO,9H-MLE,A320,A320,1.9
DAD->SGN,9349,27911,VN7121,VN-A617,VN-A625,A21N,A21N,1.3167
DAD->SGN,9350,27917,VN7141,VN-A616,VN-A508,A21N,A21N,2.0667
DAD->SGN,9361,27876,VN7147,VN-A325,VN-A390,A321,A321,2.2
DAD->SGN,9362,27898,VN7059,VN-A508,VN-A503,A21N,A21N,0.8833
DAD->SGN,9365,27880,VN7103,VN-A622,VN-A323,A21N,A321,2.0167
DAD->SGN,9493,28464,VN7123,9H-MLE,9H-MLO,A320,A320,1.25
DAD->SGN,9499,28436,VN7121,VN-A601,VN-A617,A321,A21N,2.45
DAD->SGN,9512,28425,VN7147,VN-A324,VN-A325,A321,A321,0.4833
DAD->SGN,9516,28427,VN7103,VN-A604,VN-A622,A321,A21N,1.0
DAD->SGN,9519,28409,VN7107,VN-A326,VN-A603,A321,A321,0.4333
DAD->SGN,9520,28407,VN7105,VN-A613,VN-A625,A321,A21N,1.0333
DAD->SGN,9641,28990,VJ647,,LY-MLN,,A320,1.7333
DAD->SGN,9656,28975,VN7121,VN-A625,VN-A601,A21N,A321,1.8833
DAD->SGN,9671,28943,VN7147,VN-A390,VN-A324,A321,A321,2.4333
DAD->SGN,9674,28952,VN7103,VN-A399,VN-A604,A321,A321,0.9333
DAD->SGN,9675,28936,VJ1631,VN-A644,VN-A534,A321,A21N,1.0333
DAD->SGN,9678,28956,QH193,PK-BBK,VN-A227,B739,A321,0.05
DAD->SGN,9679,28934,VN7105,VN-A339,VN-A613,A321,A321,1.1333
DAD->SGN,9809,29515,VJ643,VN-A670,VN-A644,A321,A321,1.7
DAD->SGN,9817,29490,VN7121,VN-A617,VN-A625,A21N,A21N,1.6333
DAD->SGN,9818,29495,VN7141,VN-A393,VN-A392,A321,A321,1.9
DAD->SGN,9830,29461,VU669,,9H-MLW,,A320,1.5167
DAD->SGN,9831,29480,VN7147,VN-A332,VN-A390,A321,A321,1.05
DAD->SGN,9834,29472,VN7103,VN-A395,VN-A399,A321,A321,0.65
DAD->SGN,9836,29457,VN7107,VN-A353,VN-A604,A321,A321,0.7
DAD->SGN,9837,29455,VN7105,VN-A390,VN-A339,A321,A321,0.75
DAD->SGN,9905,29984,VN7121,VN-A625,VN-A617,A21N,A21N,2.1167
DAD->SGN,9907,29994,VN7141,VN-A336,VN-A393,A321,A321,1.5167
DAD->SGN,10040,30485,VJ1625,VN-A637,VN-A648,A321,A321,1.9667
DAD->SGN,10041,30476,VN143,9H-MLO,VN-A513,A320,A20N,1.5167
DAD->SGN,10053,30450,VJ643,VN-A640,VN-A653,A321,A21N,1.8667
DAD->SGN,10055,30486,VN7123,VN-A514,9H-MLO,A20N,A320,1.25
DAD->SGN,10061,30468,VN7121,VN-A617,VN-A625,A21N,A21N,1.35
DAD->SGN,10205,30933,VN7123,VN-A617,VN-A514,A21N,A20N,1.2667
DAD->SGN,10213,30916,VN7121,VN-A503,VN-A617,A21N,A21N,1.0833
DAD->SGN,10344,31350,VN7123,VN-A390,VN-A617,A321,A21N,1.7833
DAD->SGN,10346,31362,VJ643,VN-A635,VN-A640,A321,A321,0.5833
DAD->SGN,10353,31334,VN7121,VN-A358,VN-A503,A321,A21N,1.75
DAD->SGN,10487,31754,VN7123,VN-A356,VN-A390,A321,A321,0.5667
DAD->SGN,10494,31740,VN7121,VN-A357,VN-A358,A321,A321,1.1167
DAD->SGN,10589,31847,VJ639,VN-A639,VN-A673,A321,A321,1.7667
DAD->SGN,10764,32526,VJ643,VN-A545,VN-A634,A21N,A321,2.0667
DAD->SGN,10895,32923,VJ647,VN-A636,LY-MLN,A321,A320,1.9667
DAD->SGN,10901,32916,VJ643,VN-A645,VN-A545,A321,A21N,2.1
DAD->SGN,11039,33227,VJ643,VN-A643,VN-A645,A321,A321,1.7
DAD->SGN,11184,33610,VJ643,VN-A633,VN-A643,A321,A321,1.7333
DAD->SGN,11325,33981,VJ643,VN-A636,VN-A633,A321,A321,2.0
DAD->SGN,11583,34411,VJ641,VN-A643,VN-A657,A321,A321,1.7333
DAD->SGN,11584,34411,VJ641,VN-A643,VN-A657,A321,A321,2.9833
DAD->SGN,11884,35491,VJ647,LY-NVG,LY-MLI,A320,A320,1.6
DAD->SGN,12024,35852,VJ647,LY-MLI,LY-NVG,A320,A320,1.85
DAD->SGN,12166,36224,VJ647,LY-NVE,LY-MLI,A320,A320,1.3667
DAD->SGN,12307,36565,VJ647,LY-MLN,LY-NVE,A320,A320,1.65
DAD->HAN,111,284,VN7192,,VN-A508,,A21N,1.3833
DAD->HAN,606,1481,VN7192,VN-A501,VN-A335,A21N,A321,0.7333
DAD->HAN,743,1786,VN7192,VN-A514,VN-A501,A20N,A21N,1.3
DAD->HAN,867,2086,VN7192,VN-A623,VN-A514,A21N,A20N,2.2167
DAD->HAN,1000,2398,VN7192,VN-A505,VN-A623,A21N,A21N,0.75
DAD->HAN,1130,2670,VN7192,VN-A514,VN-A505,A20N,A21N,1.6333
DAD->HAN,1264,2982,VN7192,VN-A604,VN-A514,A321,A20N,1.25
DAD->HAN,1402,3296,VN7192,VN-A514,VN-A604,A20N,A321,1.5667
DAD->HAN,1539,3614,VN7192,VN-A515,VN-A514,A20N,A20N,1.1167
DAD->HAN,1675,3924,VJ520,,VN-A538,,A21N,1.2167
DAD->HAN,1680,3913,VJ522,VN-A693,VN-A687,A21N,A321,3.15
DAD->HAN,1682,3927,VN7192,VN-A514,VN-A515,A20N,A20N,1.45
DAD->HAN,1813,4235,VJ520,VN-A516,VN-A528,A21N,A21N,1.45
DAD->HAN,1819,4239,VJ522,VN-A546,VN-A693,A21N,A21N,0.8
DAD->HAN,1821,4249,VN7192,VN-A512,VN-A514,A21N,A20N,0.8167
DAD->HAN,1953,4552,VJ520,VN-A677,VN-A516,A321,A21N,3.0333
DAD->HAN,1959,4548,VJ522,VN-A526,VN-A546,A21N,A21N,2.5833
DAD->HAN,1962,4558,VN7192,VN-A329,VN-A512,A321,A21N,1.2833
DAD->HAN,2101,4890,VJ520,VN-A689,VN-A677,A320,A321,1.5333
DAD->HAN,2104,4882,VJ522,VN-A677,VN-A526,A321,A21N,0.95
DAD->HAN,2108,4879,VN7192,VN-A338,VN-A329,A321,A321,0.6667
DAD->HAN,2254,5188,VJ522,VN-A667,VN-A677,A321,A321,1.6833
DAD->HAN,2397,5493,VJ522,VN-A674,VN-A667,A21N,A321,1.7667
DAD->HAN,2535,5810,VJ522,VN-A643,VN-A674,A321,A21N,2.4333
DAD->HAN,2538,5818,VN7192,VN-A332,VN-A514,A321,A20N,1.1
DAD->HAN,2680,6142,VJ522,VN-A578,VN-A643,A21N,A321,1.4333
DAD->HAN,2685,6139,VN7192,VN-A326,VN-A332,A321,A321,0.2333
DAD->HAN,4028,9637,VJ522,VN-A656,VN-A632,A320,A321,0.5167
DAD->HAN,4030,9640,VN7192,VN-A608,VN-A323,A321,A321,0.9167
DAD->HAN,4292,10152,VN7192,VN-A398,VN-A612,A321,A321,0.7
DAD->HAN,4662,10721,VN180,,VN-A515,,A20N,0.9833
DAD->HAN,4671,10717,VN7176,,VN-A501,,A21N,1.3167
DAD->HAN,4687,10912,VJ522,VN-A636,VN-A635,A321,A321,1.4
DAD->HAN,4691,10911,VN7192,VN-A608,VN-A606,A321,A321,0.8333
DAD->HAN,4829,11196,VN7192,VN-A606,VN-A608,A321,A321,1.3
DAD->HAN,4963,11485,VN7192,VN-A601,VN-A606,A321,A321,1.1667
DAD->HAN,5090,11780,VN7192,VN-A623,VN-A601,A21N,A321,0.8833
DAD->HAN,5226,12051,VN7192,VN-A329,VN-A623,A321,A21N,1.2667
DAD->HAN,5492,12605,VN7192,VN-A609,VN-A512,A321,A21N,1.6833
DAD->HAN,5758,13138,VN7192,VN-A625,VN-A605,A21N,A321,2.4167
DAD->HAN,5885,13424,VJ518,VN-A637,VN-A685,A321,A321,0.9667
DAD->HAN,5894,13423,VN7192,VN-A601,VN-A625,A321,A21N,0.85
DAD->HAN,6023,13716,VN7192,VN-A611,VN-A601,A321,A321,1.55
DAD->HAN,6156,14001,VN7192,VN-A515,VN-A611,A20N,A321,1.05
DAD->HAN,6833,15065,VN7192,VN-A514,VN-A603,A20N,A321,0.2833
DAD->HAN,7109,15632,VJ520,VN-A542,VN-A642,A321,A321,4.4
DAD->HAN,7254,15968,VN7192,VN-A601,VN-A356,A321,A321,1.1333
DAD->HAN,7391,16265,VJ520,VN-A639,VN-A552,A321,A21N,2.2333
DAD->HAN,7832,17433,VU658,,VN-A129,,A321,2.4667
DAD->HAN,8146,17780,VJ520,VN-A548,VN-A633,A21N,A321,1.5667
DAD->HAN,9532,20483,VN156,,VN-A324,,A321,1.6667
DAD->HAN,10340,21290,VJ522,VN-A522,VN-A673,A321,A321,1.4333
DAD->HAN,10485,21399,VN7192,VN-A327,VN-A604,A321,A321,1.1333
DAD->HAN,10621,21587,VN7192,VN-A324,VN-A327,A321,A321,0.4167
DAD->HAN,10763,21752,VN7192,VN-A608,VN-A324,A321,A321,1.8667
DAD->HAN,10900,21934,VN7192,VN-A618,VN-A608,A21N,A321,1.1667
DAD->HAN,11034,22098,VJ522,VN-A657,VN-A629,A321,A321,2.0667
DAD->HAN,11038,22103,VN7192,VN-A395,VN-A618,A321,A21N,0.9167
DAD->HAN,11179,22257,VJ522,VN-A675,VN-A657,A320,A321,1.5167
DAD->HAN,11183,22251,VN7192,VN-A611,VN-A395,A321,A321,1.3
DAD->HAN,11594,22875,VJ520,VN-A647,VN-A500,A321,A21N,2.5833
DAD->HAN,11602,22874,VN7192,VN-A331,VN-A603,A321,A321,1.1333
