Route,Dep_Index,Arr_Index,Flight_No,Dep_Tail_Before,Arr_Tail_After,Dep_AC_Before,Arr_AC_After,Gap_Hours
DAD->HAN,11746,23009,VN7192,VN-A392,VN-A331,A321,A321,1.1667
DAD->HAN,12172,23457,VN7192,VN-A619,VN-A329,A21N,A321,0.2
DAD->HAN,12311,23543,VN7192,VN-A325,VN-A619,A321,A21N,2.0333
HAN->SGN,17,344,VJ123,VN-A549,VN-A546,A21N,A21N,1.8333
HAN->SGN,280,687,VJ171,,VN-A661,—,A321,1.65
HAN->SGN,581,1057,VJ123,VN-A685,VN-A549,A321,A21N,1.4833
HAN->SGN,875,1407,VJ161,VN-A539,VN-A630,A21N,A321,2.6
HAN->SGN,876,1423,VN267,VN-A329,VN-A886,A321,A359,1.6667
HAN->SGN,1172,1765,VJ123,VN-A550,VN-A693,A21N,A21N,2.9667
HAN->SGN,1174,1786,QH283,VN-A596,PK-BBK,A20N,B739,1.15
HAN->SGN,1186,1793,VN267,VN-A326,VN-A329,A321,A321,1.95
HAN->SGN,1488,2148,VJ171,VN-A811,VN-A632,A333,A321,2.0667
HAN->SGN,1496,2156,QH283,PK-BBK,VN-A596,B739,A20N,2.0833
HAN->SGN,1500,2155,VJ123,VN-A674,VN-A550,A21N,A21N,2.65
HAN->SGN,1506,2175,VN267,VN-A399,VN-A326,A321,A321,1.65
HAN->SGN,1800,2525,VJ171,VN-A534,VN-A811,A21N,A333,1.5833
HAN->SGN,1809,2554,VN267,VN-A339,VN-A399,A321,A321,1.4333
HAN->SGN,1810,2545,VJ123,VN-A537,VN-A674,A21N,A21N,1.9667
HAN->SGN,2103,2917,QH283,ER-00005,PK-BBK,A320,B739,1.8167
HAN->SGN,2106,2919,VN267,VN-A872,VN-A339,B78X,A321,2.0
HAN->SGN,2107,2926,VJ123,VN-A525,VN-A537,A21N,A21N,1.7333
HAN->SGN,2408,3268,VJ123,VN-A536,VN-A525,A21N,A21N,1.5833
HAN->SGN,2690,3623,9G895,VN-A284,VN-A282,A21N,A21N,1.5333
HAN->SGN,3004,3979,VN267,VN-A331,VN-A865,A321,B789,2.3
HAN->SGN,3323,4364,VN267,VN-A393,VN-A331,A321,A321,1.75
HAN->SGN,3324,4350,VJ123,VN-A548,VN-A544,A21N,A321,2.5833
HAN->SGN,3326,4375,VJ155,VN-A671,VN-A666,A320,A320,1.4333
HAN->SGN,3650,4738,VN267,VN-A325,VN-A393,A321,A321,2.1167
HAN->SGN,3946,5125,VN267,VN-A625,VN-A325,A21N,A321,1.2
HAN->SGN,3949,5092,VJ123,VN-A693,VN-A810,A21N,A333,4.3833
HAN->SGN,4253,5476,VJ171,VN-A817,VN-A810,A333,A333,2.8667
HAN->SGN,4266,5498,VJ123,VN-A525,VN-A693,A21N,A21N,1.6833
HAN->SGN,4572,5864,VJ171,VN-A816,VN-A817,A333,A333,1.3833
HAN->SGN,4588,5854,VN267,VN-A866,VN-A336,B789,A321,4.1333
HAN->SGN,4900,6255,VJ171,VN-A814,VN-A816,A333,A333,2.0333
HAN->SGN,4908,6251,VJ123,VN-A575,VN-A644,A21N,A321,3.4333
HAN->SGN,4910,6280,VN265,VN-A879,VN-A871,B78X,B789,1.9167
HAN->SGN,5216,6650,VJ123,VN-A647,VN-A575,A321,A21N,1.2667
HAN->SGN,5523,7024,9G895,VN-A281,VN-A284,A21N,A21N,1.9333
HAN->SGN,5525,7021,VJ123,VN-A527,VN-A647,A21N,A321,2.4167
HAN->SGN,5818,7394,VJ171,VN-A815,VN-A553,A333,A21N,2.2
HAN->SGN,5824,7413,VJ123,VN-A528,VN-A527,A21N,A21N,1.1167
HAN->SGN,5828,7409,VJ161,VN-A544,VN-A523,A321,A21N,1.4667
HAN->SGN,5830,7412,VN7049,VN-A331,VN-A397,A321,A321,1.5333
HAN->SGN,5841,7393,VU791,VN-A136,VN-A129,A320,A321,3.6833
HAN->SGN,6145,7788,VN267,VN-A503,VN-A325,A21N,A321,1.8833
HAN->SGN,6147,7802,VN7049,VN-A326,VN-A331,A321,A321,1.3833
HAN->SGN,6153,7813,VU791,VN-A129,VN-A136,A321,A320,1.65
HAN->SGN,6155,7792,VJ123,VN-A526,VN-A528,A21N,A21N,2.6667
HAN->SGN,7035,8551,VJ123,VN-A578,VN-A539,A21N,A21N,1.3333
HAN->SGN,7335,8898,VJ171,VN-A810,VN-A644,A333,A321,3.0333
HAN->SGN,7340,8918,VJ123,VN-A658,VN-A578,A320,A21N,1.4333
HAN->SGN,7648,9285,VJ123,VN-A548,VN-A658,A21N,A320,1.7333
HAN->SGN,7651,9292,VN267,VN-A324,VN-A501,A321,A21N,1.7167
HAN->SGN,7652,9290,VJ161,VN-A632,VN-A526,A321,A21N,1.8667
HAN->SGN,7947,9646,VJ171,VN-A815,VN-A662,A333,A320,2.2167
HAN->SGN,7961,9666,VJ123,VN-A545,VN-A548,A21N,A21N,2.0
HAN->SGN,8261,10024,VJ171,VN-A811,VN-A815,A333,A333,2.1
HAN->SGN,8270,10044,VJ123,VN-A539,VN-A545,A21N,A21N,1.7333
HAN->SGN,8561,10397,VJ171,VN-A820,VN-A811,A333,A333,1.5667
HAN->SGN,8564,10403,QH283,JU-1410,PK-BBK,A320,B739,1.4333
HAN->SGN,8849,10772,VJ161,VN-A532,VN-A552,A321,A21N,0.9333
HAN->SGN,8853,10764,QH283,PK-BBK,JU-1410,B739,A320,1.85
HAN->SGN,9155,11127,VJ171,VN-A575,VN-A675,A21N,A320,2.3833
HAN->SGN,9165,11150,9G895,VN-A279,VN-A281,A321,A21N,1.5167
HAN->SGN,9463,11509,VJ171,VN-A820,VN-A575,A333,A21N,1.55
HAN->SGN,9471,11522,9G895,VN-A281,VN-A279,A21N,A321,1.85
HAN->SGN,9786,11896,VJ123,VN-A578,VN-A534,A21N,A21N,1.4167
HAN->SGN,10067,12270,9G895,VN-A286,VN-A281,A21N,A21N,1.55
HAN->SGN,10070,12267,VJ123,VN-A630,VN-A578,A321,A21N,1.8833
HAN->SGN,10342,12644,VJ123,VN-A500,VN-A630,A21N,A321,1.7167
HAN->SGN,10579,13001,VJ171,VN-A642,VN-A637,A321,A321,1.6833
HAN->SGN,10591,13023,VJ123,VN-A693,VN-A500,A21N,A21N,1.6167
HAN->SGN,10883,13330,VJ171,VN-A639,VN-A642,A321,A321,1.7167
HAN->SGN,10889,13345,VN6025,VN-A354,VN-A363,A321,A321,1.5167
HAN->SGN,10893,13350,VJ123,VN-A575,VN-A693,A21N,A21N,1.8333
HAN->SGN,11157,13706,VJ171,VN-A656,VN-A639,A320,A321,1.85
HAN->SGN,11164,13717,VN6025,VN-A363,VN-A354,A321,A321,1.7667
HAN->SGN,11170,13729,VJ123,VN-A687,VN-A575,A321,A21N,1.4167
HAN->SGN,11471,14088,VJ171,VN-A811,VN-A656,A333,A320,1.8833
HAN->SGN,11479,14107,VJ123,VN-A668,VN-A687,A320,A321,1.6
HAN->SGN,11787,14477,VN6025,VN-A354,VN-A363,A321,A321,1.55
HAN->SGN,11793,14486,VJ123,VN-A658,VN-A668,A320,A320,1.6333
HAN->SGN,11889,14231,VJ191,VN-A663,VN-A672,A320,A320,1.6333
HAN->SGN,12107,14872,VJ123,VN-A534,VN-A658,A21N,A320,2.1167
HAN->SGN,12422,15239,VN6025,VN-A363,VN-A354,A321,A321,1.9667
HAN->SGN,12424,15257,VJ123,VN-A685,VN-A534,A321,A21N,0.85
HAN->SGN,12719,15620,VJ123,VN-A525,VN-A685,A21N,A321,2.5833
HAN->SGN,13008,15985,VN6025,VN-A359,VN-A363,A321,A321,4.4
HAN->SGN,13012,16011,VJ123,VN-A549,VN-A525,A21N,A21N,1.45
HAN->SGN,13014,15997,VN267,VN-A336,VN-A329,A321,A321,2.6833
HAN->SGN,13300,16372,QH283,PK-BBK,VN-A585,B739,A321,2.4
HAN->SGN,13311,16403,VN267,VN-A615,VN-A336,A321,A321,1.3833
HAN->SGN,13313,16396,VJ123,VN-A534,VN-A549,A21N,A21N,1.9333
HAN->SGN,13620,16780,VJ123,VN-A699,VN-A534,A320,A21N,0.9833
HAN->SGN,13621,16765,VN6025,VN-A363,VN-A359,A321,A321,1.7167
HAN->SGN,13626,16775,VN267,VN-A327,VN-A615,A321,A321,2.2167
HAN->SGN,13891,17139,VJ171,VN-A676,VN-A820,A320,A333,1.9167
HAN->SGN,13901,17148,VJ123,VN-A643,VN-A699,A321,A320,2.5167
HAN->SGN,14213,17562,VJ123,VN-A657,VN-A643,A321,A321,1.7833
HAN->SGN,14822,18361,VJ171,VN-A812,VN-A814,A333,A333,2.5333
HAN->SGN,15149,18780,9G895,VN-A286,VN-A281,A21N,A21N,1.6833
HAN->SGN,15151,18774,VJ123,VN-A550,VN-A632,A21N,A321,2.3667
HAN->SGN,15450,19197,VN7215,VN-A332,VN-A501,A321,A21N,1.3833
HAN->SGN,15455,19220,VN7211,VN-A325,VN-A503,A321,A21N,0.5667
HAN->SGN,15457,19212,VJ123,VN-A516,VN-A550,A21N,A21N,1.0167
HAN->SGN,15778,19646,QH283,VN-A596,PK-BBK,A20N,B739,1.2167
HAN->SGN,16104,20073,VN7251,VN-A610,VN-A331,A321,A321,2.8333
HAN->SGN,16107,20113,VN7217,VN-A874,VN-A325,B78X,A321,1.2167
HAN->SGN,16455,20579,VN7021,VN-A622,VN-A608,A21N,A321,1.4833
HAN->SGN,16459,20571,VJ123,VN-A538,VN-A539,A21N,A21N,2.5167
HAN->SGN,16734,20053,VU781,VN-A136,VN-A289,A320,A321,2.25
HAN->SGN,16747,20065,VN7011,VN-A613,VN-A625,A321,A21N,1.5
HAN->SGN,16781,21031,VN7215,VN-A336,VN-A334,A321,A321,2.4
HAN->SGN,16784,21018,VJ161,VN-A658,VN-A537,A320,A21N,3.2
HAN->SGN,16786,21014,9G885,VN-A280,VN-A279,A321,A321,3.8
HAN->SGN,16787,21027,VN267,VN-A896,VN-A878,A359,B78X,3.25
HAN->SGN,16791,21059,VJ123,VN-A693,VN-A538,A21N,A21N,2.0833
HAN->SGN,17055,20526,VU781,VN-A289,VN-A136,A321,A320,0.7
HAN->SGN,17109,21507,VJ171,VN-A812,VN-A820,A333,A333,2.1833
HAN->SGN,17118,21541,9G885,VN-A279,VN-A280,A321,A321,1.0167
HAN->SGN,17126,21543,VN267,VN-A395,VN-A896,A321,A359,1.3667
HAN->SGN,17128,21533,VJ161,VN-A687,VN-A658,A321,A320,1.9167
HAN->SGN,17132,21549,VJ123,VN-A523,VN-A693,A21N,A21N,1.4667
HAN->SGN,17408,20978,VU781,VN-A136,VN-A289,A320,A321,2.1167
HAN->SGN,17410,20988,9G8895,VN-A279,VN-A282,A321,A21N,1.3833
HAN->SGN,17457,22032,VJ123,VN-A516,VN-A523,A21N,A21N,1.6833
HAN->SGN,17458,22025,VN267,VN-A335,VN-A395,A321,A321,2.2167
HAN->SGN,17462,22004,VN7211,VN-A327,VN-A393,A321,A321,3.6167
HAN->SGN,17466,22046,VN7217,VN-A515,VN-A501,A20N,A21N,2.0833
HAN->SGN,17735,21472,VU781,VN-A289,VN-A136,A321,A320,0.6667
HAN->SGN,17753,21477,9G8895,VN-A282,VN-A279,A21N,A321,1.9833
HAN->SGN,17789,22551,VN7217,VN-A358,VN-A515,A321,A20N,1.0667
HAN->SGN,17796,22499,9G885,VN-A279,VN-A280,A321,A321,3.6333
HAN->SGN,17807,22534,VN267,VN-A332,VN-A335,A321,A321,2.75
HAN->SGN,17811,22543,VN221,VN-A866,VN-A896,B789,A359,2.6167
HAN->SGN,18085,21966,VN7011,VN-A866,VN-A869,B789,B789,1.35
HAN->SGN,18130,23082,VN221,VN-A865,VN-A866,B789,B789,0.6167
HAN->SGN,18131,23075,VN267,VN-A873,VN-A332,B78X,A321,0.9333
HAN->SGN,18135,23070,9G895,VN-A279,VN-A286,A321,A21N,1.4667
HAN->SGN,18139,23062,9G885,VN-A286,VN-A279,A21N,A321,2.25
HAN->SGN,18144,23025,VJ123,VN-A523,VN-A542,A21N,A321,4.1333
HAN->SGN,18149,22997,VJ161,VN-A698,VN-A575,A321,A21N,5.6333
HAN->SGN,18436,22484,VJ161,VN-A575,VN-A634,A21N,A321,1.2667
HAN->SGN,18437,22460,VJ159,VN-A629,VN-A673,A321,A321,2.4167
HAN->SGN,18456,22510,VN7215,VN-A877,VN-A392,B78X,A321,1.7
HAN->SGN,18477,23588,VJ123,VN-A667,VN-A523,A321,A21N,1.2333
HAN->SGN,18480,23524,VN7251,VN-A619,VN-A866,A21N,B789,3.95
HAN->SGN,18482,23589,VN7217,VN-A332,VN-A608,A321,A321,1.5167
HAN->SGN,18483,23574,9G885,VN-A284,VN-A286,A21N,A21N,2.2167
HAN->SGN,18487,23548,VN267,VN-A896,VN-A873,A359,B78X,3.65
HAN->SGN,18492,23579,VN7211,VN-A396,VN-A601,A321,A321,2.7
HAN->SGN,18496,23558,VN221,VN-A872,VN-A865,B78X,B789,3.9167
HAN->SGN,18801,23027,VJ1125,VN-A641,VN-A697,A321,A21N,1.2
HAN->SGN,18828,24081,VJ123,VN-A651,VN-A667,A321,A321,2.7
HAN->SGN,18834,24089,VN7251,VN-A622,VN-A619,A21N,A21N,2.8167
HAN->SGN,18835,24071,QH283,VN-A596,PK-BBK,A20N,B739,3.7
HAN->SGN,18837,24097,9G885,VN-A286,VN-A284,A21N,A21N,2.7333
HAN->SGN,18840,24109,VN267,VN-A323,VN-A896,A321,A359,2.4333
HAN->SGN,19144,23514,VN7035,VN-A515,VN-A621,A20N,A21N,2.4833
HAN->SGN,19155,23516,VJ1125,VN-A685,VN-A641,A321,A321,2.9833
HAN->SGN,19423,24049,VJ1125,VN-A657,VN-A685,A321,A321,1.1
HAN->SGN,19433,24016,VN7011,VN-A358,VN-A866,A321,B789,3.75
HAN->SGN,19746,25425,QH273,PK-BBK,VN-A227,B739,A321,2.55
HAN->SGN,20011,24981,VU781,VN-A136,VN-A289,A320,A321,2.3833
HAN->SGN,20052,25900,VJ123,VN-A526,VN-A575,A21N,A21N,2.0
HAN->SGN,20053,25892,VN267,VN-A505,VN-A869,A21N,B789,2.4333
HAN->SGN,20317,25395,VU781,VN-A289,VN-A136,A321,A320,0.6833
HAN->SGN,20359,26394,VN7215,VN-A323,VN-A331,A321,A321,1.4833
HAN->SGN,20647,25836,VU781,VN-A136,VN-A289,A320,A321,2.35
HAN->SGN,20687,26896,VN7215,VN-A325,VN-A323,A321,A321,2.0167
HAN->SGN,20692,26912,9G895,VN-A286,VN-A279,A21N,A321,1.6333
HAN->SGN,20695,26919,VN267,VN-A332,VN-A615,A321,A321,1.8167
HAN->SGN,20698,26923,VJ161,VN-A544,VN-A646,A321,A21N,1.95
HAN->SGN,20699,26911,VN7211,VN-A339,VN-A325,A321,A321,2.5833
HAN->SGN,20701,26920,9G885,VN-A279,VN-A284,A321,A21N,2.35
HAN->SGN,21022,27435,VJ161,VN-A634,VN-A544,A321,A321,0.8667
HAN->SGN,21028,27411,VN7251,VN-A608,VN-A335,A321,A321,2.2333
HAN->SGN,21033,27413,VN7215,VN-A614,VN-A325,A321,A321,2.4667
HAN->SGN,21036,27431,VN267,VN-A615,VN-A332,A321,A321,2.15
HAN->SGN,21038,27391,VJ123,VN-A539,VN-A697,A21N,A21N,3.9833
HAN->SGN,21042,27438,VN7211,VN-A325,VN-A339,A321,A321,2.15
HAN->SGN,21369,27940,VN7251,VN-A335,VN-A608,A321,A321,2.1
HAN->SGN,21371,27938,9G895,VN-A279,VN-A286,A321,A21N,2.25
HAN->SGN,21372,27961,VJ123,VN-A639,VN-A539,A321,A21N,1.3833
HAN->SGN,21375,27948,VN7215,VN-A327,VN-A614,A321,A321,2.0833
HAN->SGN,21381,27931,VJ161,VN-A549,VN-A634,A21N,A321,3.4333
HAN->SGN,21383,27963,VN267,VN-A336,VN-A615,A321,A321,2.2
HAN->SGN,21384,27966,VN7211,VN-A396,VN-A325,A321,A321,2.1667
HAN->SGN,21385,27957,9G885,VN-A286,VN-A280,A21N,A321,2.5667
HAN->SGN,21706,28493,VN267,VN-A392,VN-A336,A321,A321,1.1
HAN->SGN,21707,28466,VJ123,VN-A607,VN-A639,A21N,A321,2.3167
HAN->SGN,21708,28496,9G885,VN-A279,VN-A286,A321,A21N,1.0833
HAN->SGN,21716,28490,VJ161,VN-A629,VN-A549,A321,A21N,2.2333
HAN->SGN,21717,28495,VN7211,VN-A327,VN-A396,A321,A321,2.0833
HAN->SGN,21718,28479,9G893,VN-A281,VN-A284,A21N,A21N,2.8
HAN->SGN,21990,27871,VU781,VN-A136,VN-A289,A320,A321,0.1667
HAN->SGN,22051,29001,VN267,VN-A615,VN-A392,A321,A321,2.15
HAN->SGN,22053,28978,VN7215,VN-A608,VN-A336,A321,A321,3.25
HAN->SGN,22054,28998,9G897,VN-A906,VN-A286,A21N,A21N,2.45
HAN->SGN,22059,29003,VJ123,VN-A674,VN-A607,A21N,A21N,2.8167
HAN->SGN,22062,29018,VJ161,VN-A673,VN-A629,A321,A321,2.35
HAN->SGN,22063,29005,9G885,VN-A280,VN-A279,A321,A321,2.9667
HAN->SGN,22065,29023,VN7211,VN-A604,VN-A327,A321,A321,2.3333
HAN->SGN,22342,28401,VN7027,VN-A512,VN-A399,A21N,A321,1.6333
HAN->SGN,22352,28419,9G8895,VN-A285,VN-A282,A21N,A21N,1.4
HAN->SGN,22363,28434,VJ1125,VN-A532,VN-A552,A321,A21N,1.4167
HAN->SGN,22365,28461,9G895,VN-A282,VN-A279,A21N,A321,0.3667
HAN->SGN,22386,29503,VJ171,VN-A820,VN-A816,A333,A333,1.9
HAN->SGN,22394,29512,VN7251,VN-A353,VN-A515,A321,A20N,2.0
HAN->SGN,22408,29514,VN267,VN-A329,VN-A615,A321,A321,3.0667
HAN->SGN,22410,29531,VN7217,VN-A515,VN-A339,A20N,A321,2.5333
HAN->SGN,22411,29534,9G885,VN-A279,VN-A280,A321,A321,2.4667
HAN->SGN,22697,28958,VN7011,VN-A866,VN-A865,B789,B789,1.2
HAN->SGN,22699,28948,9G8895,VN-A282,VN-A285,A21N,A21N,2.0667
HAN->SGN,22729,29979,9G899,VN-A286,VN-A906,A21N,A21N,2.5667
HAN->SGN,22747,30025,VJ123,VN-A524,VN-A653,A21N,A21N,2.05
HAN->SGN,23014,30383,QH273,VN-A227,VN-A596,A321,A20N,2.2667
HAN->SGN,23034,29476,9G8895,VN-A909,VN-A282,A20N,A21N,1.0667
HAN->SGN,23082,30491,9G895,VN-A281,VN-A285,A21N,A21N,1.85
HAN->SGN,23084,30494,VJ123,VN-A536,VN-A524,A21N,A21N,1.8333
HAN->SGN,23403,30906,VJ159,VN-A639,VN-A641,A321,A321,2.1833
HAN->SGN,23415,30941,9G895,VN-A284,VN-A281,A21N,A21N,1.9
HAN->SGN,23416,30946,VJ123,VN-A645,VN-A536,A321,A21N,1.7167
HAN->SGN,23420,30911,VJ161,VN-A656,VN-A535,A320,A321,3.6167
HAN->SGN,23677,30417,9G8803,VN-A280,VN-A279,A321,A321,1.4667
HAN->SGN,23703,30435,VN7011,VN-A339,VN-A501,A321,A21N,1.8333
HAN->SGN,23738,31354,VN7215,VN-A339,VN-A619,A321,A21N,1.8
HAN->SGN,24013,30876,VU781,VN-A136,VN-A289,A320,A321,2.5667
HAN->SGN,24050,31748,VN7215,VN-A601,VN-A339,A321,A321,1.4333
HAN->SGN,24060,31760,VJ161,VN-A648,VN-A546,A321,A21N,1.7
HAN->SGN,24331,31316,VU781,VN-A289,VN-A136,A321,A320,1.8
HAN->SGN,24369,32134,QH283,ER-00005,JU-1410,A320,A320,2.8
HAN->SGN,24370,32155,9G895,VN-A286,VN-A284,A21N,A21N,1.5
HAN->SGN,24372,32149,VJ123,VN-A653,VN-A550,A21N,A21N,2.3333
HAN->SGN,24653,31725,VU781,VN-A136,VN-A289,A320,A321,1.4333
HAN->SGN,24678,32547,9G895,VN-A280,VN-A286,A321,A21N,0.75
HAN->SGN,24679,32535,VJ171,VN-A817,VN-A544,A333,A321,1.5167
HAN->SGN,24683,32545,QH283,JU-1410,ER-00005,A320,A320,1.15
HAN->SGN,24693,32554,VJ123,VN-A636,VN-A653,A321,A21N,1.6333
HAN->SGN,25000,32918,QH283,ER-00005,JU-1410,A320,A320,1.4833
HAN->SGN,25011,32930,VJ123,VN-A657,VN-A636,A321,A321,1.2667
HAN->SGN,25012,32914,9G895,VN-A909,VN-A280,A20N,A321,2.7667
HAN->SGN,25316,33213,QH283,JU-1410,ER-00005,A320,A320,1.85
HAN->SGN,25318,33215,VJ171,VN-A532,VN-A817,A321,A333,2.0
HAN->SGN,25330,33231,VJ123,VN-A683,VN-A657,A321,A321,2.35
HAN->SGN,25648,33603,QH283,ER-00005,JU-1410,A320,A320,2.6667
HAN->SGN,25649,33619,VJ123,VN-A578,VN-A683,A21N,A321,1.2333
HAN->SGN,25650,33622,VN267,VN-A505,VN-A335,A21N,A321,1.3833
HAN->SGN,25651,33617,9G895,VN-A284,VN-A909,A21N,A20N,1.65
HAN->SGN,25958,33984,VN6025,VN-A359,VN-A363,A321,A321,2.0667
HAN->SGN,25962,33990,VJ123,VN-A672,VN-A578,A320,A21N,2.3
HAN->SGN,26285,34378,VJ123,VN-A524,VN-A672,A21N,A320,1.8667
HAN->SGN,26584,34747,9G895,VN-A908,VN-A284,A20N,A21N,0.8
HAN->SGN,26588,34741,VN6025,VN-A363,VN-A354,A321,A321,1.6333
HAN->SGN,26591,34731,QH283,ER-00005,JU-1410,A320,A320,2.9333
HAN->SGN,26883,35101,VJ171,VN-A534,VN-A578,A21N,A21N,1.8167
HAN->SGN,26895,35104,9G895,VN-A909,VN-A908,A20N,A20N,2.6167
HAN->SGN,27192,35476,VJ171,VN-A810,VN-A534,A333,A21N,1.6
HAN->SGN,27200,35489,9G895,VN-A286,VN-A909,A21N,A20N,1.2333
HAN->SGN,27202,35473,QH283,ER-00005,JU-1410,A320,A320,4.4167
HAN->SGN,27204,35486,VJ123,VN-A683,VN-A548,A321,A21N,2.1
HAN->SGN,27506,35834,VJ171,VN-A632,VN-A810,A321,A333,1.8
HAN->SGN,27509,35848,QH283,JU-1410,ER-00005,A320,A320,1.05
HAN->SGN,27828,36219,9G895,VN-A285,VN-A286,A21N,A21N,1.2333
HAN->SGN,27831,36218,9G877,VN-A286,VN-A906,A21N,A21N,1.5667
HAN->SGN,28108,36205,VJ171,VN-A532,VN-A632,A321,A321,1.0333
HAN->SGN,28115,36545,VJ171,VN-A536,VN-A532,A21N,A321,2.4667
HAN->SGN,28120,36556,9G895,VN-A281,VN-A285,A21N,A21N,1.8
HAN->SGN,28122,36547,QH283,ER-00005,JU-1410,A320,A320,2.8667
HAN->DAD,3614,1422,VJ523,VN-A649,VN-A676,A321,A320,1.1
HAN->DAD,4561,1841,VJ523,VN-A643,VN-A671,A321,A320,1.1333
HAN->DAD,5505,2277,VJ523,VN-A671,VN-A532,A320,A321,1.15
HAN->DAD,6136,2562,VJ523,VN-A544,VN-A677,A321,A321,1.0833
HAN->DAD,6441,2719,VJ523,VN-A677,VN-A643,A321,A321,1.0333
HAN->DAD,6723,2852,VJ523,VN-A643,VN-A661,A321,A321,1.0833
HAN->DAD,7938,3381,VJ523,VN-A643,VN-A580,A321,A21N,1.1
HAN->DAD,10756,4733,VJ507,,VN-A643,,A321,1.1667
HAN->DAD,11457,4970,VJ523,VN-A655,VN-A689,A320,A320,1.05
HAN->DAD,13277,5766,VJ523,VN-A535,VN-A668,A321,A320,1.0833
HAN->DAD,15109,6570,VJ523,VN-A670,VN-A663,A321,A320,1.0667
HAN->DAD,16434,7112,VJ523,VN-A644,VN-A536,A321,A21N,1.0667
HAN->DAD,16545,7345,VJ515,,8Q-TMQ,,DHC6,1.1
HAN->DAD,16759,7246,VJ523,VN-A536,VN-A650,A21N,A320,1.05
HAN->DAD,17086,7393,VJ523,VN-A650,VN-A671,A320,A320,1.05
HAN->DAD,17764,7672,VJ523,VN-A669,VN-A671,A320,A320,1.0833
HAN->DAD,18444,7971,VJ523,VN-A650,VN-A662,A320,A320,1.0333
HAN->DAD,18462,8105,VJ521,VN-A543,VN-A641,A21N,A321,1.5
HAN->DAD,18779,8081,VU639,VN-A129,9H-MLW,A321,A320,0.05
HAN->DAD,18794,8105,VJ521,VN-A643,VN-A641,A321,A321,0.05
HAN->DAD,20005,8707,VN7159,VN-A323,VN-A512,A321,A21N,1.0167
HAN->DAD,20344,8841,VJ523,,VN-A699,,A320,1.1
HAN->DAD,21014,9141,VJ523,VN-A632,VN-A675,A321,A320,1.1333
HAN->DAD,21357,9296,VJ523,VN-A675,VN-A649,A320,A321,1.0833
HAN->DAD,21646,9458,VJ523,VN-A649,VN-A663,A321,A320,1.1
HAN->DAD,23046,10072,VJ523,VN-A522,VN-A668,A321,A320,1.05
HAN->DAD,23718,10393,VJ523,VN-A658,VN-A532,A320,A321,1.0667
HAN->DAD,25633,11235,VJ523,VN-A661,VN-A689,A321,A320,1.05
