time,Airport,temperature,precipitation,cloudcover,wind_speed,wind_direction,pressure,humidity,visibility,Visibility_SM,Visibility_Deficit_5KM_M,Visibility_Deficit_3SM_M,Visibility_Severity_Score,Wind_Sector,Wind_Runway_Relative_Angle_Deg,Crosswind_Kmh,Headwind_Kmh,Tailwind_Default_Runway_Kmh,Wind_Kt,Crosswind_Kt,Headwind_Kt,Tailwind_Default_Runway_Kt,Temp_Change_1H_C,Temp_Change_3H_C,Pressure_Change_3H_Hpa,Precip_Cumsum_1H_Mm,Precip_Cumsum_3H_Mm,Precip_Cumsum_6H_Mm,Wind_Gust_Estimate_Kmh,Crosswind_Max_3H_Kmh,Wind_Gust_Estimate_Kt,Crosswind_Max_3H_Kt,Gust_Variation_Kmh,Gust_Variation_Kt,Is_Rain,Is_Heavy_Rain,Is_Strong_Wind,Is_Gale_Wind,Is_Low_Visibility,Is_Fog,Is_Dewpoint_Spread_Le_1_5C,Is_Radiation_Fog_Risk,Is_WMO_Fog_Code,Is_WMO_Rain_Code,Is_WMO_Thunderstorm_Code,Is_Below_3SM_Visibility,Is_Below_1SM_Visibility,Is_Crosswind_10kt,Is_Crosswind_15kt,Is_Crosswind_20kt,Is_Tailwind_Default_Runway_5kt,Is_Low_Ceiling_Risk,Is_Severe_Convection_Risk,Is_Freezing,Is_Extreme_Heat,Is_Thunderstorm_Risk,Convective_Severity_Score,Runway_Wet_Risk,Forced_Runway_Swap_Risk,Runway_Ice_Risk,Weather_Delay_Risk_Score,Aviation_Operational_Risk_Score
2025-12-15 00:00:00,DAD,22.9,0.2,33,15.8,38,1016.5,83,12400.0,7.71,0.0,0.0,0,NE,48.0,11.74,10.57,0.0,8.53,6.34,5.71,0.0,N/A,N/A,N/A,0.2,0.2,0.2,15.8,11.74,8.53,6.34,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2025-12-15 01:00:00,DAD,22.2,0.3,100,12.6,31,1016.4,87,10840.0,6.74,0.0,0.0,0,NE,41.0,8.27,9.51,0.0,6.8,4.46,5.13,0.0,-0.7,N/A,N/A,0.3,0.5,0.5,15.8,11.74,8.53,6.34,3.2,1.73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2
2025-12-15 02:00:00,DAD,22.0,0.3,100,14.2,33,1016.2,88,10760.0,6.69,0.0,0.0,0,NE,43.0,9.68,10.39,0.0,7.67,5.23,5.61,0.0,-0.2,N/A,N/A,0.3,0.8,0.8,15.8,11.74,8.53,6.34,1.6,0.86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2
2025-12-15 03:00:00,DAD,22.0,0.2,98,11.8,6,1015.7,88,10320.0,6.41,0.0,0.0,0,N,16.0,3.25,11.34,0.0,6.37,1.76,6.12,0.0,0.0,-0.9,-0.8,0.2,0.8,1.0,14.2,9.68,7.67,5.23,2.4,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2
2025-12-15 04:00:00,DAD,22.0,0.1,100,9.4,1,1015.6,90,10380.0,6.45,0.0,0.0,0,N,11.0,1.79,9.23,0.0,5.08,0.97,4.98,0.0,0.0,-0.2,-0.8,0.1,0.6,1.1,14.2,9.68,7.67,5.23,4.8,2.59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2
2025-12-15 05:00:00,DAD,22.2,0.1,98,9.3,24,1015.6,91,9560.0,5.94,0.0,0.0,0,NE,34.0,5.2,7.71,0.0,5.02,2.81,4.16,0.0,0.2,0.2,-0.6,0.1,0.4,1.2,11.8,5.2,6.37,2.81,2.5,1.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2
2025-12-15 06:00:00,DAD,22.0,0.2,100,10.4,37,1016.0,89,8280.0,5.14,0.0,0.0,0,NE,47.0,7.61,7.09,0.0,5.62,4.11,3.83,0.0,-0.2,0.0,0.3,0.2,0.4,1.2,10.4,7.61,5.62,4.11,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2
2025-12-15 07:00:00,DAD,21.6,1.2,100,10.4,32,1016.5,93,10480.0,6.51,0.0,0.0,0,NE,42.0,6.96,7.73,0.0,5.62,3.76,4.17,0.0,-0.4,-0.4,0.9,1.2,1.5,2.1,10.4,7.61,5.62,4.11,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2
2025-12-15 08:00:00,DAD,22.8,0.2,95,10.7,37,1017.5,90,10840.0,6.74,0.0,0.0,0,NE,47.0,7.83,7.3,0.0,5.78,4.23,3.94,0.0,1.2,0.6,1.9,0.2,1.6,2.0,10.7,7.83,5.78,4.23,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2
2025-12-15 09:00:00,DAD,23.0,0.3,100,10.8,37,1017.8,85,15740.0,9.78,0.0,0.0,0,NE,47.0,7.9,7.37,0.0,5.83,4.26,3.98,0.0,0.2,1.0,1.8,0.3,1.7,2.1,10.8,7.9,5.83,4.26,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2
2025-12-15 10:00:00,DAD,23.5,0.3,98,12.2,26,1017.7,84,11080.0,6.88,0.0,0.0,0,NE,36.0,7.17,9.87,0.0,6.59,3.87,5.33,0.0,0.5,1.9,1.2,0.3,0.8,2.3,12.2,7.9,6.59,4.26,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2
2025-12-15 11:00:00,DAD,23.5,0.1,100,13.4,33,1017.3,81,11240.0,6.98,0.0,0.0,0,NE,43.0,9.14,9.8,0.0,7.24,4.93,5.29,0.0,0.0,0.7,-0.2,0.1,0.7,2.3,13.4,9.14,7.24,4.93,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2
2025-12-15 12:00:00,DAD,24.0,0.1,91,13.7,28,1016.1,80,11480.0,7.13,0.0,0.0,0,NE,38.0,8.43,10.8,0.0,7.4,4.55,5.83,0.0,0.5,1.0,-1.7,0.1,0.5,2.2,13.7,9.14,7.4,4.93,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2
2025-12-15 13:00:00,DAD,24.1,0.0,80,16.8,31,1015.3,75,24100.0,14.98,0.0,0.0,0,NE,41.0,11.02,12.68,0.0,9.07,5.95,6.85,0.0,0.1,0.6,-2.4,0.0,0.2,1.0,16.8,11.02,9.07,5.95,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-15 14:00:00,DAD,23.9,0.4,88,15.9,28,1014.6,77,23040.0,14.32,0.0,0.0,0,NE,38.0,9.79,12.53,0.0,8.59,5.29,6.77,0.0,-0.2,0.4,-2.7,0.4,0.5,1.2,16.8,11.02,9.07,5.95,0.9,0.49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2
2025-12-15 15:00:00,DAD,23.7,0.1,75,14.3,23,1014.4,81,21280.0,13.22,0.0,0.0,0,NE,33.0,7.79,11.99,0.0,7.72,4.21,6.48,0.0,-0.2,-0.3,-1.7,0.1,0.5,1.0,16.8,11.02,9.07,5.95,2.5,1.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2025-12-15 16:00:00,DAD,23.2,0.3,89,13.5,30,1014.5,82,22660.0,14.08,0.0,0.0,0,NE,40.0,8.68,10.34,0.0,7.29,4.69,5.58,0.0,-0.5,-0.9,-0.8,0.3,0.8,1.0,15.9,9.79,8.59,5.29,2.4,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2
2025-12-15 17:00:00,DAD,22.7,0.2,97,10.5,27,1014.9,87,23740.0,14.75,0.0,0.0,0,NE,37.0,6.32,8.39,0.0,5.67,3.41,4.53,0.0,-0.5,-1.2,0.3,0.2,0.6,1.1,14.3,8.68,7.72,4.69,3.8,2.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2
2025-12-15 18:00:00,DAD,22.6,0.1,98,9.6,20,1015.5,88,24140.0,15.0,0.0,0.0,0,N,30.0,4.8,8.31,0.0,5.18,2.59,4.49,0.0,-0.1,-1.1,1.1,0.1,0.6,1.1,13.5,8.68,7.29,4.69,3.9,2.11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2
2025-12-15 19:00:00,DAD,22.4,0.1,100,8.4,10,1015.9,90,24140.0,15.0,0.0,0.0,0,N,20.0,2.87,7.89,0.0,4.54,1.55,4.26,0.0,-0.2,-0.8,1.4,0.1,0.4,1.2,10.5,6.32,5.67,3.41,2.1,1.13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2
2025-12-15 20:00:00,DAD,22.4,0.1,100,5.4,346,1016.5,92,24140.0,15.0,0.0,0.0,0,N,4.0,0.38,5.39,0.0,2.92,0.2,2.91,0.0,0.0,-0.3,1.6,0.1,0.3,0.9,9.6,4.8,5.18,2.59,4.2,2.27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2
2025-12-15 21:00:00,DAD,22.1,0.1,100,3.6,354,1016.7,96,24140.0,15.0,0.0,0.0,0,N,4.0,0.25,3.59,0.0,1.94,0.14,1.94,0.0,-0.3,-0.5,1.2,0.1,0.3,0.9,8.4,2.87,4.54,1.55,4.8,2.59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2
2025-12-15 22:00:00,DAD,22.3,0.1,88,2.7,290,1016.5,95,24140.0,15.0,0.0,0.0,0,W,60.0,2.34,1.35,0.0,1.46,1.26,0.73,0.0,0.2,-0.1,0.6,0.1,0.3,0.7,5.4,2.34,2.92,1.26,2.7,1.46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2
2025-12-15 23:00:00,DAD,22.0,1.2,100,2.7,20,1016.4,95,24140.0,15.0,0.0,0.0,0,N,30.0,1.35,2.34,0.0,1.46,0.73,1.26,0.0,-0.3,-0.4,-0.1,1.2,1.4,1.7,3.6,2.34,1.94,1.26,0.9,0.49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2
2025-12-16 00:00:00,DAD,22.2,0.4,100,4.0,321,1016.0,95,24140.0,15.0,0.0,0.0,0,NW,29.0,1.94,3.5,0.0,2.16,1.05,1.89,0.0,0.2,0.1,-0.7,0.4,1.7,2.0,4.0,2.34,2.16,1.26,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2
2025-12-16 01:00:00,DAD,22.1,0.8,100,3.3,351,1015.8,93,24040.0,14.94,0.0,0.0,0,N,1.0,0.06,3.3,0.0,1.78,0.03,1.78,0.0,-0.1,-0.2,-0.7,0.8,2.4,2.7,4.0,1.94,2.16,1.05,0.7,0.38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2
2025-12-16 02:00:00,DAD,22.0,1.3,100,2.7,28,1015.0,94,24000.0,14.91,0.0,0.0,0,NE,38.0,1.66,2.13,0.0,1.46,0.9,1.15,0.0,-0.1,0.0,-1.4,1.3,2.5,3.9,4.0,1.94,2.16,1.05,1.3,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2
2025-12-16 03:00:00,DAD,21.7,0.8,100,3.5,66,1014.6,96,19600.0,12.18,0.0,0.0,0,NE,76.0,3.4,0.85,0.0,1.89,1.83,0.46,0.0,-0.3,-0.5,-1.4,0.8,2.9,4.6,3.5,3.4,1.89,1.83,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2
2025-12-16 04:00:00,DAD,21.8,0.4,100,2.4,351,1014.6,95,24000.0,14.91,0.0,0.0,0,N,1.0,0.04,2.4,0.0,1.3,0.02,1.3,0.0,0.1,-0.3,-1.2,0.4,2.5,4.9,3.5,3.4,1.89,1.83,1.1,0.59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2
2025-12-16 05:00:00,DAD,21.9,0.3,100,2.5,339,1014.7,96,24140.0,15.0,0.0,0.0,0,N,11.0,0.48,2.45,0.0,1.35,0.26,1.33,0.0,0.1,-0.1,-0.3,0.3,1.5,4.0,3.5,3.4,1.89,1.83,1.0,0.54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2
2025-12-16 06:00:00,DAD,21.9,0.1,100,2.0,5,1014.6,96,24140.0,15.0,0.0,0.0,0,N,15.0,0.52,1.93,0.0,1.08,0.28,1.04,0.0,0.0,0.2,0.0,0.1,0.8,3.7,2.5,0.52,1.35,0.28,0.5,0.27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2
2025-12-16 07:00:00,DAD,22.2,0.2,100,4.9,336,1015.3,95,24140.0,15.0,0.0,0.0,0,NW,14.0,1.19,4.75,0.0,2.65,0.64,2.57,0.0,0.3,0.4,0.7,0.2,0.6,3.1,4.9,1.19,2.65,0.64,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2
2025-12-16 08:00:00,DAD,23.1,0.1,100,5.4,354,1015.8,91,24140.0,15.0,0.0,0.0,0,N,4.0,0.38,5.39,0.0,2.92,0.2,2.91,0.0,0.9,1.2,1.1,0.1,0.4,1.9,5.4,1.19,2.92,0.64,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2
2025-12-16 09:00:00,DAD,24.0,0.1,100,5.4,20,1016.2,86,21680.0,13.47,0.0,0.0,0,N,30.0,2.7,4.68,0.0,2.92,1.46,2.53,0.0,0.9,2.1,1.6,0.1,0.4,1.2,5.4,2.7,2.92,1.46,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2
2025-12-16 10:00:00,DAD,24.5,0.2,98,8.8,41,1016.1,82,20880.0,12.97,0.0,0.0,0,NE,51.0,6.84,5.54,0.0,4.75,3.69,2.99,0.0,0.5,2.3,0.8,0.2,0.4,1.0,8.8,6.84,4.75,3.69,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2
2025-12-16 11:00:00,DAD,24.0,0.1,99,8.8,28,1015.8,85,21660.0,13.46,0.0,0.0,0,NE,38.0,5.42,6.93,0.0,4.75,2.93,3.74,0.0,-0.5,0.9,0.0,0.1,0.4,0.8,8.8,6.84,4.75,3.69,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2
2025-12-16 12:00:00,DAD,24.9,0.0,98,9.8,26,1014.8,80,21960.0,13.65,0.0,0.0,0,NE,36.0,5.76,7.93,0.0,5.29,3.11,4.28,0.0,0.9,0.9,-1.4,0.0,0.3,0.7,9.8,6.84,5.29,3.69,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-16 13:00:00,DAD,25.1,0.0,94,11.1,29,1013.8,79,22320.0,13.87,0.0,0.0,0,NE,39.0,6.99,8.63,0.0,5.99,3.77,4.66,0.0,0.2,0.6,-2.3,0.0,0.1,0.5,11.1,6.99,5.99,3.77,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-16 14:00:00,DAD,25.0,0.0,100,11.8,34,1013.3,79,23500.0,14.6,0.0,0.0,0,NE,44.0,8.2,8.49,0.0,6.37,4.43,4.58,0.0,-0.1,1.0,-2.5,0.0,0.0,0.4,11.8,8.2,6.37,4.43,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-16 15:00:00,DAD,24.5,0.1,93,12.5,33,1013.3,80,24140.0,15.0,0.0,0.0,0,NE,43.0,8.52,9.14,0.0,6.75,4.6,4.94,0.0,-0.5,-0.4,-1.5,0.1,0.1,0.4,12.5,8.52,6.75,4.6,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2
2025-12-16 16:00:00,DAD,24.4,0.1,41,11.7,32,1013.6,79,24140.0,15.0,0.0,0.0,0,NE,42.0,7.83,8.69,0.0,6.32,4.23,4.69,0.0,-0.1,-0.7,-0.2,0.1,0.2,0.3,12.5,8.52,6.75,4.6,0.8,0.43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2025-12-16 17:00:00,DAD,23.9,0.0,49,9.0,31,1014.3,83,24140.0,15.0,0.0,0.0,0,NE,41.0,5.9,6.79,0.0,4.86,3.19,3.67,0.0,-0.5,-1.1,1.0,0.0,0.2,0.2,12.5,8.52,6.75,4.6,3.5,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-16 18:00:00,DAD,23.5,0.0,70,7.7,28,1014.7,86,24140.0,15.0,0.0,0.0,0,NE,38.0,4.74,6.07,0.0,4.16,2.56,3.28,0.0,-0.4,-1.0,1.4,0.0,0.1,0.2,11.7,7.83,6.32,4.23,4.0,2.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-16 19:00:00,DAD,23.3,0.0,70,6.7,6,1015.2,88,23840.0,14.81,0.0,0.0,0,N,16.0,1.85,6.44,0.0,3.62,1.0,3.48,0.0,-0.2,-1.1,1.6,0.0,0.0,0.2,9.0,5.9,4.86,3.19,2.3,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-16 20:00:00,DAD,23.0,0.2,96,5.1,10,1016.0,91,24140.0,15.0,0.0,0.0,0,N,20.0,1.74,4.79,0.0,2.75,0.94,2.59,0.0,-0.3,-0.9,1.7,0.2,0.2,0.4,7.7,4.74,4.16,2.56,2.6,1.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2
2025-12-16 21:00:00,DAD,22.9,0.2,83,3.8,352,1016.0,91,23660.0,14.7,0.0,0.0,0,N,2.0,0.13,3.8,0.0,2.05,0.07,2.05,0.0,-0.1,-0.6,1.3,0.2,0.4,0.5,6.7,1.85,3.62,1.0,2.9,1.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2
2025-12-16 22:00:00,DAD,22.6,0.3,98,3.7,11,1016.0,92,14000.0,8.7,0.0,0.0,0,N,21.0,1.33,3.45,0.0,2.0,0.72,1.87,0.0,-0.3,-0.7,0.8,0.3,0.7,0.7,5.1,1.74,2.75,0.94,1.4,0.76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2
2025-12-16 23:00:00,DAD,22.7,0.1,55,4.1,358,1015.8,93,24140.0,15.0,0.0,0.0,0,N,8.0,0.57,4.06,0.0,2.21,0.31,2.19,0.0,0.1,-0.3,-0.2,0.1,0.6,0.8,4.1,1.33,2.21,0.72,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2025-12-17 00:00:00,DAD,22.0,0.1,71,2.5,315,1015.7,96,19540.0,12.14,0.0,0.0,0,NW,35.0,1.43,2.05,0.0,1.35,0.77,1.11,0.0,-0.7,-0.9,-0.3,0.1,0.5,0.9,4.1,1.43,2.21,0.77,1.6,0.86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2025-12-17 01:00:00,DAD,22.1,0.2,100,5.6,343,1015.2,96,19120.0,11.88,0.0,0.0,0,N,7.0,0.68,5.56,0.0,3.02,0.37,3.0,0.0,0.1,-0.5,-0.8,0.2,0.4,1.1,5.6,1.43,3.02,0.77,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2
2025-12-17 02:00:00,DAD,22.1,0.1,99,6.8,320,1014.6,96,18340.0,11.4,0.0,0.0,0,NW,30.0,3.4,5.89,0.0,3.67,1.84,3.18,0.0,0.0,-0.6,-1.2,0.1,0.4,1.0,6.8,3.4,3.67,1.84,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2
2025-12-17 03:00:00,DAD,22.4,0.2,100,8.3,347,1014.1,94,19580.0,12.17,0.0,0.0,0,N,3.0,0.43,8.29,0.0,4.48,0.23,4.48,0.0,0.3,0.4,-1.6,0.2,0.5,1.0,8.3,3.4,4.48,1.84,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2
2025-12-17 04:00:00,DAD,22.5,0.2,100,9.9,4,1014.2,94,15460.0,9.61,0.0,0.0,0,N,14.0,2.4,9.61,0.0,5.35,1.29,5.19,0.0,0.1,0.4,-1.0,0.2,0.5,0.9,9.9,3.4,5.35,1.84,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2
2025-12-17 05:00:00,DAD,22.6,0.4,100,9.2,11,1014.6,94,8740.0,5.43,0.0,0.0,0,N,21.0,3.3,8.59,0.0,4.97,1.78,4.64,0.0,0.1,0.5,0.0,0.4,0.8,1.2,9.9,3.3,5.35,1.78,0.7,0.38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2
2025-12-17 06:00:00,DAD,22.6,0.4,100,10.1,20,1015.0,94,7640.0,4.75,0.0,0.0,0,N,30.0,5.05,8.75,0.0,5.45,2.73,4.72,0.0,0.0,0.2,0.9,0.4,1.0,1.5,10.1,5.05,5.45,2.73,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2
2025-12-17 07:00:00,DAD,22.4,0.2,100,11.6,354,1015.8,95,10780.0,6.7,0.0,0.0,0,N,4.0,0.81,11.57,0.0,6.26,0.44,6.25,0.0,-0.2,-0.1,1.6,0.2,1.0,1.5,11.6,5.05,6.26,2.73,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2
2025-12-17 08:00:00,DAD,23.1,0.3,100,9.9,3,1016.8,93,10660.0,6.62,0.0,0.0,0,N,13.0,2.23,9.65,0.0,5.35,1.2,5.21,0.0,0.7,0.5,2.2,0.3,0.9,1.7,11.6,5.05,6.26,2.73,1.7,0.92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2
2025-12-17 09:00:00,DAD,23.8,0.5,95,10.3,33,1017.2,91,12860.0,7.99,0.0,0.0,0,NE,43.0,7.02,7.53,0.0,5.56,3.79,4.07,0.0,0.7,1.2,2.2,0.5,1.0,2.0,11.6,7.02,6.26,3.79,1.3,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2
2025-12-17 10:00:00,DAD,24.0,0.2,71,15.4,45,1017.2,86,7500.0,4.66,0.0,0.0,0,NE,55.0,12.61,8.83,0.0,8.32,6.81,4.77,0.0,0.2,1.6,1.4,0.2,1.0,2.0,15.4,12.61,8.32,6.81,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2025-12-17 11:00:00,DAD,24.2,0.5,76,21.5,44,1016.7,83,5740.0,3.57,0.0,0.0,0,NE,54.0,17.39,12.64,0.0,11.61,9.39,6.82,0.0,0.2,1.1,-0.1,0.5,1.2,2.1,21.5,17.39,11.61,9.39,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2025-12-17 12:00:00,DAD,24.8,0.2,100,17.9,45,1015.8,83,5480.0,3.41,0.0,0.0,0,NE,55.0,14.66,10.27,0.0,9.67,7.92,5.54,0.0,0.6,1.0,-1.4,0.2,0.9,1.9,21.5,17.39,11.61,9.39,3.6,1.94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2
2025-12-17 13:00:00,DAD,24.5,0.3,100,16.7,40,1015.1,81,6200.0,3.85,0.0,0.0,0,NE,50.0,12.79,10.73,0.0,9.02,6.91,5.8,0.0,-0.3,0.5,-2.1,0.3,1.0,2.0,21.5,17.39,11.61,9.39,4.8,2.59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2
2025-12-17 14:00:00,DAD,24.5,0.0,100,14.2,41,1014.8,80,8580.0,5.33,0.0,0.0,0,NE,51.0,11.04,8.94,0.0,7.67,5.96,4.83,0.0,0.0,0.3,-1.9,0.0,0.5,1.7,17.9,14.66,9.67,7.92,3.7,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-12-17 15:00:00,DAD,23.7,0.2,100,10.6,48,1014.8,82,9260.0,5.75,0.0,0.0,0,NE,58.0,8.99,5.62,0.0,5.72,4.85,3.03,0.0,-0.8,-1.1,-1.0,0.2,0.5,1.4,16.7,12.79,9.02,6.91,6.1,3.29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2
2025-12-17 16:00:00,DAD,24.0,0.2,100,10.5,41,1014.9,80,13300.0,8.26,0.0,0.0,0,NE,51.0,8.16,6.61,0.0,5.67,4.41,3.57,0.0,0.3,-0.5,-0.2,0.2,0.4,1.4,14.2,11.04,7.67,5.96,3.7,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2
2025-12-17 17:00:00,DAD,24.0,0.1,100,9.2,43,1015.5,79,22300.0,13.86,0.0,0.0,0,NE,53.0,7.35,5.54,0.0,4.97,3.97,2.99,0.0,0.0,-0.5,0.7,0.1,0.5,1.0,10.6,8.99,5.72,4.85,1.4,0.76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2
